pull_id,pull_no,title,body
274246349,4332,b'RavenDB-9405 & RavenDB-9427',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9405\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-9427'
274210895,4331,b'RavenDB-1234 - add full exception when throwing the VoronUnrecoverableErrorException',b''
274189007,4330,b'RavenDB-9425 - Display the RQL output for Aggregate by query',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9425'
274169454,4329,b'RavenDB-9358 RavenDB Setup - Node Addresses - UI issues',b''
274163270,4328,b'RavenDB-9150',b''
274161804,4327,"b""RavenDB-9391 Query - duplicate unit in duration 'msms'""",b''
274153951,4326,b'RavenDB-9420 Disable reorder nodes on manage db group when single node.',b''
274137688,4325,b'RavenDB-9387 Separate release settings for linux and windows',b''
274123058,4324,b'RavenDB-9419 Linux reports MachineCpuUsage NAN for in first message',b''
274117626,4323,b'RavenDB-9231 Fixing VALIDATE by removing field which was never initia\xe2\x80\xa6',b'\xe2\x80\xa6lized so NRE was thrown (ref commit: c55f2d1d5ec0c7d948)'
274101910,4322,b'RavenDB-9410 Connection string URLs contains deleted URLs',b''
274087397,4321,b'RavenDB-9384 Missing deletes in Patch - Test - Debug information',b''
274081542,4320,b'RavenDB-9338 Moving between setup stage 3 & stage 4 need a spinner',b''
274075385,4319,b'RavenDB-9415 NodeTcpServerUrl should take into account PublicServerUr\xe2\x80\xa6',b'\xe2\x80\xa6l if PublicTcpServerUrl is not set'
273947895,4318,b'updating packages (security updates)',b''
273858933,4317,b'RavenDB-9376',b''
273845053,4316,b'RavenDB-9411 NRE in External Replication',b''
273827466,4315,b'RavenDB-9366',b''
273812004,4314,b'RavenDB-9409 Overriding stack during statvfs sys call on Posix',b''
273810263,4313,b'RavenDB-9377: fix comment',b''
273804187,4312,b'RavenDB-9065: Patch memory consumption',b''
273793259,4311,b'RavenDB-9361 - Server Dashboard: Misleading reduce metric',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9361'
273788066,4310,"b""RavenDB-9403 RavenDB ETL has to create identifiers using '/' suffix w\xe2\x80\xa6""",b'\xe2\x80\xa6hen loading to different collection'
273785396,4309,b'RavenDB-9401 - Last backup time is displayed although the backup failed',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9401'
273778182,4308,"b'RavenDB-9363 open root store for write, only on docker'",b''
273771986,4307,b'Settings update and studio dashboard fix',b''
273745225,4306,b'RavenDB-9383',b''
273741495,4305,b'RavenDB-9267 Dashboard disconnects every 2 seconds',b''
273736777,4304,b'RavenDB-9342',b''
273726398,4303,b'RavenDB-9379 ServerUrl CLI arg is bad after restart',b''
273722377,4302,"b""RavenDB-9315 don't want when field is empty""",b''
273716067,4301,b'RavenDB-9315 properly init nodes in secured step',b''
273712157,4300,b'RavenDB-9348 Require server public url in unsecured setup when more t\xe2\x80\xa6',b'\xe2\x80\xa6han 1 ip is defined.'
273705455,4299,"b'RavenDB-9315 if ServerUrl passed as CLI arg, block port number in Setup'",b''
273703732,4298,"b'RavenDB-9374 If no port is speciifed, the setup/ailve should use http\xe2\x80\xa6'",b'\xe2\x80\xa6://node-url:443/setup/alive'
273692822,4297,b'RavenDB-9360 RavenDB Setup - Node Addresses - Fix Node name for certi\xe2\x80\xa6',b'\xe2\x80\xa6ficate with multiple hosts names'
273554400,4296,"b""RavenDB-9371 - Display 'Never backed up' for databases that didn't setup a backup""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-9371?query=no-license'
273530849,4295,"b""RavenDB-9369 - Your current license doesn't include the dynamic nodes distribution feature error""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-9369'
273527060,4294,b'RavenDB-9368 - Cannot press on Map-Reduce visualizer for auto index',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9368'
273524277,4293,"b""RavenDB-8565 - Backup to FTP doesn't work""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-8565'
273524175,4292,"b'RavenDB-9336 - After setup, cluster view shows wrong number of cores'",b'http://issues.hibernatingrhinos.com/issue/RavenDB-9336'
273509774,4291,b'RavenDB-6305',b''
273473711,4290,b'RavenDB-9362 Subscription subscriptionChangeVectorBeforeCurrentBatch \xe2\x80\xa6',b'\xe2\x80\xa6sent as null in fresh connection when there are no documents to send'
273456134,4289,b'RavenDB-9319 activate license only in LE setup',b''
273448436,4288,b'RavenDB-9348',b''
273442907,4287,b'RavenDB-9351 Each node in secured setup has tag = A',b''
273441309,4286,b'RavenDB-9349 fix index error',b''
273428308,4285,b'RavenDB-9354 Detect if server is down or uses invalid certificate',b''
273424455,4284,b'RavenDB-9319 fix compilation',b''
273420989,4283,b'RavenDB-9319 setup typos',b''
273416594,4282,b'RavenDB-9319 configuration value AcmeStagingUrl',b''
273410160,4281,b'Raven db 9331',b''
273406939,4280,b'RavenDB-9317',"b""- focus on first invalid node configuration\r\n-  revert 'reusingConfiguration' field when going though secured flow"""
273403824,4279,b'Setup behavior adjustements related to CLI args',b''
273403147,4278,b'Raven db 9337 - Fix db backup script and add a cluster restore one',b'and also initial fix for RavenDB-9334 - Cluster set CurrentLeader race condition'
273395518,4277,b'Raven db 9323',b''
273374603,4276,b'RavenDB-9347',b'- marked DatabaseTopology.AllNodes and DatabaseTopology.Count with JsonIgnore attribute\r\n- renamed ExternalReplication to ExternalReplications'
273362023,4275,b'RavenDB-9317 risk explained',b''
273340832,4274,"b'RavenDB-9313 Setup settings ""PublicServerUrl"": ""https://undefined""'",b''
273338868,4273,b'RavenDB-9328 Allow to retry validation if failed during setup',b''
273256278,4272,b'RavenDB-9319 Welcome screen typo',b''
273243034,4271,b'RavenDB-9316 Install client certificate should have a checkbox (on by\xe2\x80\xa6',b'\xe2\x80\xa6 default)'
273240617,4270,b'Raven db 9299',b''
273234174,4269,b'RavenDB-9327 clean cluster topology of previous setup + fix domain NRE',b''
273227201,4268,"b""RavenDB-9329 If we couldn't validate, check DNS records""",b''
273216108,4267,b'RavenDB-8579 Add nowrap class to be able to split between styles',b''
273176741,4266,b'RavenDB-9324',"b'- PerformanceHints.TooLongRequestThresholdInSec should be configurable per database also, not only per server\r\n- performance hints should be persisted in database.NotificationCenter, not server.NotificationCenter\r\n- fixed polarization'"
273169676,4265,b'RavenDB-9314 Fix gzip on Edge',b''
273167554,4264,b'RavenDB-7070 normalizing configuration',b''
273002802,4263,b'Missing AdditionalSources on IndexDefinition for AbstractMultiMapIndexCreationTask',b'Noticed that it seemed like AdditionalSources was missing on a AbstractMultiMapIndexCreationTask'
272952303,4262,b'RavenDB-9309 http protocol scheme conflict (CLI vs settings) after se\xe2\x80\xa6',b'\xe2\x80\xa6tup and server restart'
272949706,4261,b'Throwing better exception message to distinguish between the case thr\xe2\x80\xa6',b'\xe2\x80\xa6own below'
272944120,4260,b'RavenDB-9236 styling fixes',b''
272942802,4259,b'RavenDB-9218 Setup app UI: secure-setup -> wizard',b''
272936338,4258,b'RavenDB-9218 Setup app UI',b''
272897913,4257,b'RavenDB-9306 ',b''
272877838,4256,b'RavenDB-9306 fix failing SQL tests',b''
272861764,4255,b'RavenDB-9285 Fix double scroll in studio',b''
272839090,4254,b'Raven db 9275 v3.0',b''
272732732,4253,b'RavenDB-9303',b''
272700020,4252,b'RavenDB-9236 Automatic registration of client certificate in OS store + fixes',b''
272629763,4251,b'RavenDB-9236 small fixes for LE setup',b''
272592506,4250,b'RavenDB-9236 Moving from fake staging certs to the real deal',b''
272591454,4249,"b'RavenDB-9296  When docker env vars are set, set Setup.Mode to None'",b''
272583271,4248,b'Raven db 9236',b''
272575249,4247,"b'updating packages, renaming conventions'",b''
272564445,4246,b'RavenDB-9284',b''
272563828,4245,"b'RavenDB-8579 change message in catching-up period, change state to be in one line'",b''
272560095,4244,"b'RavenDB-8579 change message in catching-up period, change state to be in one line'",b''
272557268,4243,b'RavenDB-9293 OutOfMemoryException when importing large csv file',b''
272546000,4242,b'RavenDB-9212 Will throw if somebody tries to access a locked database',b''
272545622,4241,b'RavenDB-9287 san parsing fix',b''
272535044,4240,b'RavenDB-9275 Ensure the client uses the same conventions as we config\xe2\x80\xa6',b'\xe2\x80\xa6ured the request factory'
272499587,4239,"b'Use client request url in case public server url is missing, copy settings.json for release'",b''
272498721,4238,b'RavenDB-9275 Fixing test by taking into account AuthenticationScheme \xe2\x80\xa6',"b""\xe2\x80\xa6(used only in tests). Creating request factory per destination fs so we are sure OAuth tokens won't be shared between requests to different destinations."""
272497312,4237,b'RavenDB-9218 Setup app UI - full node names + prepopulate host name i\xe2\x80\xa6',b'\xe2\x80\xa6f single entry'
272479925,4236,b'RavenDB-9218 Setup app UI - removed agreement page',b''
272472896,4235,b'Raven db 9236',b''
272459347,4234,b'Raven db 9236',b''
272371452,4233,b'RavenDB-9218 Setup app UI',b''
272300476,4232,b'RavenDB-7908 Add AdditionalSources to the indexes in the studio',b''
272279244,4231,b'RavenDB-8992 Adding some DateTime Query tests',"b'* this PR contains modification to our default server setting, it is unrelated to the issue.'"
272255965,4230,b'RavenDB-9142 External Replication - Allow multiple external replicati\xe2\x80\xa6',b'\xe2\x80\xa6on tasks with the same connection string + Fix Delete'
272229958,4229,b'RavenDB-9155',b''
272226537,4228,b'RavenDB-9067 externalReplication.ConnectionStringName can be null',b''
272223728,4227,b'RavenDB-9267 fix Dashboard disconnects due to NullReferenceException in GetSizeOnDisk',b''
272208004,4226,b'RavenDB-9229 Create a new schema version to address RavenDB-9225',b''
272206196,4225,b'Raven db 9236',b''
272192659,4224,b'RavenDB-9227 Missing Mentor Node info in OngoingTask',b''
272167670,4223,b'Raven db 9236',b''
272166623,4222,b'RavenDB-9276 Support group by constant numeric value in dynamic queries',b''
272162498,4221,b'RavenDB-1111 Fix Studio Compilation',b''
272153284,4220,b'Raven db 9275 v3.5',b''
272153217,4219,b'Raven db 9275 v3.0',b''
272144991,4218,b'RavenDB-9181',b''
272137865,4217,b'RavenDB-9273 Traffic Watch View Not Loading',b''
272133713,4216,b'RavenDB-6838 Unify map-reduce text + Fix Menu Items',b''
272105278,4215,b'Raven db 9221',b''
271898013,4214,b'RavenDB-9172: Add DisposeOnceAsync and apply to BulkInsertOperation',"b'I have tried writing DisposeOnceAsync without so much code duplication, but we would have to compromise on the signatures'"
271873097,4213,b'RavenDB-9263 Fix bulk insert client performance',b''
271867919,4212,b'RavenDB-9259: Subscription code refactoring',b''
271861069,4211,b' RavenDB-8026',b''
271842429,4210,b'RavenDB-9251',b''
271841081,4209,b'RavenDB-9270 Fix missing ctor',b''
271830408,4208,b'RavenDB-8577 Disable and show message when you restricted to use dyna\xe2\x80\xa6',b'\xe2\x80\xa6mic node distribution in manage database group'
271825662,4207,b'RavenDB-9265 Fix wrong logic in test implementation',b''
271823000,4206,b'RavenDB-9264 When we unload the database the changes socket is closed\xe2\x80\xa6',"b""\xe2\x80\xa6 but we wait 15 seconds before trying to reconnect. Now we'll wait just 1 second and try to reconnect."""
271817885,4205,b'RavenDB-9251: Linq to RQL - quote alias if alias is a reserved word',b''
271815482,4204,b'Raven db 8985',b''
271785811,4203,"b""RavenDB-8577 Disable dynamic nodes distribution if license doesn't in\xe2\x80\xa6""","b""\xe2\x80\xa6clude the feature\r\n\r\n- Show the right message in the studio\r\n- Throw in server if you try to create database with dynamic nodes distribution enable and you don't have the right license"""
271565338,4202,b'RavenDB-9260',b''
271532450,4201,b'RavenDB-6115 - fixed css for icon-dashboard',b''
271439776,4200,"b""RavenDB-9035 Don't delete a connection string if it used by an ongoin\xe2\x80\xa6""",b'\xe2\x80\xa6g task'
271297017,4199,b'RavenDB-9248 ',b''
271281668,4198,b'RavenDB-9234 - Wrong estimate backup time',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9234'
271278186,4197,b'RavenDB-9243',b''
271275035,4196,b'RavenDB-8629 dealing with missing LoadDocument and other',b'* will throw a clear exception indicating LoadDocument was renamed load\r\n* will not do null propagation for callables since it may yield unexpected (and un-wanted) results'
271269461,4195,b'RavenDB-8570 Settings - Manage ongoing tasks - Add Backup Destination\xe2\x80\xa6',b'\xe2\x80\xa6s Details'
271269288,4194,b'RavenDB-9173 Ongoing Tasks - verify the save button enabled state & t\xe2\x80\xa6',"b""\xe2\x80\xa6he 'dirty' behavior - Fix Raven ETL View"""
271262314,4193,b'RavenDB-8578 Fix Creating Default versioning after collection specific configuration',b''
271010010,4192,b'RavenDB-8761',b''
270937828,4191,b'RavenDB-8902 Build fix  (uncommitted changes after cherry pick )',b''
270933700,4190,"b""RavenDB-8902 Warn if a user running RavenDB isn't an owner of Esent b\xe2\x80\xa6""",b'\xe2\x80\xa6ackup location during the restore'
270931930,4189,"b""RavenDB-8902 Warn if a user running RavenDB isn't an owner of Esent b\xe2\x80\xa6""",b'\xe2\x80\xa6ackup location during the restore'
270754337,4188,b'RavenDB-9166 DR tool using Sparrow logging',b''
270744036,4187,b'RavenDB-9190 Implement LoadByUniqueConstraint - WIP',"b'Commiting for review and to stay sync with the master branch\r\n\r\n- scanner supports <func> <operator> <func> expressions\r\n- support cmpxchg in where:\r\n\t\'FROM Users WHERE cmpxchg(Name) = ""Hera""\'\r\n\t\'FROM Users as u WHERE cmpxchg(id(u)) = ""Thunderstorm""\'\r\n\t\'FROM Users WHERE id() = cmpxchg(""Zeus@gmail.com"")\'\r\n- support cmpxchg in select:\r\n\'FROM Users as u SELECT { Name : u.Name, UniqueUser : cmpxchg(""users/1"").Name\'\r\n\r\n- All Fast tests are passing\r\n- Linq is still lack supporing\r\n- need to clean up and do some refactring'"
270723954,4186,b'RavenDB-9231 Add assertion to indexes validity',b'Add functions for future fixed sized trees validation'
270707395,4185,b'RavenDB-9155',b''
270678511,4184,b'RavenDB-8761',b''
270660816,4183,"b'HRInternal-134 Secure setup first implementation, WIP'",b''
270641676,4182,b'RavenDB-9173 Ongoing Tasks - verify the save button enabled state & t\xe2\x80\xa6',"b""\xe2\x80\xa6he 'dirty' behavior"""
270641204,4181,b'RavenDB-9223 - Dashboard uptime format',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9223'
270621858,4180,b'Raven db 9071',b''
270615925,4179,b'RavenDB-9206 Ongoing Tasks List View - Fix view if Responsible Node i\xe2\x80\xa6',b'\xe2\x80\xa6s null'
270606250,4178,b' PR; Linq to RQL: ValueType .Parse() support',"b""To support valueType.Parse() for any conversion needed in your projection.\r\n\r\nBased on Visitor Pattern, only removes the int/double/....Parse(), since conversion is already done in BLIT to Object. Pretty straight forward. Added a HashSet containing the ValueTypes, since Type.IsValueType isn't supported in dotnetstandard 1.3.\r\n\r\nUnitTest included."""
270596711,4177,b'RavenDB-9214 fix',"b""if there is no backup tasks defined, make sure that GetLastProcessedDocumentTombstonesPerCollection() method returns empty dictionary (so the results won't affect tombstone cleanup)"""
270575769,4176,b'RavenDB-8747 & RavenDB-7937',b''
270549245,4175,"b""RavenDB-8747 Lease license error isn't a license limit error""",b''
270545945,4174,b'RavenDB-9109 Could not find deleted revision',b''
270456242,4173,b'RavenDB-9208 Changes stream disconnected message is displayed too often',b''
270454374,4172,b'RavenDB-9215 NRE in CanCompactDatabase test',b''
270442394,4171,b' RavenDB-7937 - improve backup timings that is displayed for backup',b'http://issues.hibernatingrhinos.com/issue/RavenDB-7937'
270430016,4170,b'Raven db 5121',b''
270399420,4169,b'PR; Linq to RQL: ToDictionary() support',"b'Added ToDictionary() support;\r\n\r\nUsed .reduce() and only used the visitor pattern. \r\nSupports both: \r\n.ToDictionary(a => a.Name) \r\n.ToDictionary(a => a.Name, a => a.LastName)\r\n\r\nHad to add scopes to your switch/case (of First/FirstOrDefault). \r\n\r\nAdded Custom_Function_ToDictionary_Support FastTest.'"
270384170,4168,b'RavenDB-7650 WIP - for code review',"b'changes:\r\n* move request latency too long to performance hints\r\n* change how the ""alerts"" are stored to make them aggregatable in a similar way to page size perf hints\r\n\r\n(I\'d like feedback on the way I am aggregating the performance hints)'"
270371044,4167,b'RavenDB-9205 Fix schema for deleted revisions',b''
270353605,4166,b'RavenDB-8369 changes after code review',b'changes:\r\n* code review related changes\r\n* make sure to store last Etag at all times\r\n* more tests'
270284412,4165,b'RavenDB-7937 - Backup timings',b'http://issues.hibernatingrhinos.com/issue/RavenDB-7937'
270284065,4164,b'RavenDB-9204 Fix',b''
270271534,4163,b'Raven db 8922',b''
270254688,4162,b'RavenDB-9204 Cannot generate a certificate on redhat machine',b''
270117381,4161,"b'PR; StringSupport for: Contains, Split, Trim, ToUpper, ToLower & Replace'","b'Added:\r\nContains -> .indexOf(""???"") !== -1\r\nToUpper -> .toUpperCase()\r\nToLower -> .toLowerCase()\r\nTrim -> .trim()\r\nReplace -> .replace(/regex/g, target) to mimic replace all\r\nSplit -> .split(/regex/g) to mimic splitAll + multi string split: /regex|regex/g)\r\n\r\nMoved .join around, to better fit with multiple functions, tried to keep ""for loops"" for looping, where possible used context.Visitor.\r\n\r\nUsed if(mce.Method.Name ==""Contains"") since IndexOf could also be added, which will duplicate the newName (both indexOf in that case). Also added the apropriate tests to FastTests.\r\n\r\nOne remark on SplitEscape and ReplaceEscape, they both escape the regex fine, though your parser isn\'t happy about some characters (server side), if I try the regex on regex101.com, it\'s valid and escaped correctly.\r\n\r\nSince used Regex.Escape().Replace() 3 times, maybe add it as a function in StringUtils (or something) couldn\'t find a class to add this function to. Purpose, to escape regex AND escape /, used to translate both split and replace.'"
270107542,4160,b'StringFunctions additions',"b'Added:\r\nContains -> .indexOf(""???"") !== -1\r\nToUpper -> .toUpperCase()\r\nToLower -> .toLowerCase()\r\nTrim -> .trim()\r\nReplace -> .replace(/regex/g, target) to mimic replace all\r\nSplit -> .split(/regex/g) to mimic splitAll + multi string split: /regex|regex/g)\r\n\r\nMoved .join around, to better fit with multiple functions, tried to keep for loops for looping, where possible used context.Visitor.\r\n\r\nUsed if(mce.Method.Name ==""Contains"") since indexOf could also be added, which will duplicate the newName (both indexOf in that case). Also added the apropriate tests to FastTests.\r\n\r\nOne remark on SplitEscape and ReplaceEscape, they both escape the regex fine, though your parser isn\'t happy about some characters (server side), if I try the regex on regex101.com, it\'s valid and escaped correctly.'"
270030088,4159,b'RavenDB-7650 implementation',"b'* add query timings to response headers\r\n* if query latency was more than (configurable) threshold, create alert'"
270015170,4158,b'RavenDB-8761',b''
269977531,4157,b'RavenDB-9102 - increase the page size so we can see the reason for the batch cancellation',b'\xe2\x80\xa6'
269973549,4156,b'RavenDB-8369 - Changes after code review',"b'* change back the IReadOnlyDictionary to Dictionary\r\n* revert changes to ToJson() functions (for null source, return null)\r\n* Instead of iterating on tombstones from scratch, maintain dictionary of latest etags in the smuggler operation\r\n'"
269965325,4155,b'RavenDB-9175 - display data for disabled databases',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9175'
269963409,4154,b'RavenDB-9192',b''
269902404,4153,b'RavenDB-9148 Possible bug in refresh internal (C# client)',b''
269888249,4152,b'RavenDB-9146 Server dashboard - storage pie chart: match db text colo\xe2\x80\xa6',b'\xe2\x80\xa6r with color on the chart'
269876073,4151,b'RavenDB-9175 - added irrelevant database info',b''
269875284,4150,b'RavenDB-9175 - added irrelevant database info',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9175'
269872709,4149,b'RavenDB-9175 - Disabled databases are not shown in the dashboard',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9175'
269872651,4148,b'RavenDB-9195: typo',b''
269870774,4147,b'Raven db 9143',b''
269869482,4146,b'RavenDB-9195: Refactor GetAllIdsInSectionContaining ',b''
269865023,4145,b'RavenDB-9074 Server dashboard minors',b''
269832791,4144,b'RavenDB-9193 - Remove duplicate LogQuery call',"b""See http://issues.hibernatingrhinos.com/issue/RavenDB-9193\r\n\r\nSince `QueryOperation.CreateRequest()` already calls  `LogQuery` I'm seeing duplicate messages in my console."""
269739445,4143,b'RavenDB-8972 - Wrong format for memory value',b'http://issues.hibernatingrhinos.com/issue/RavenDB-8972'
269725381,4142,b'RavenDB-9102 & RavenDB-9185 - Low memory handler issues',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9102\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-9185'
269699951,4141,b'RavenDB-8369 fix',b''
269690319,4140,b'RavenDB-8963',b''
269684142,4139,b'RavenDB-8809',b''
269683765,4138,b'RavenDB-8809-v3.5',b''
269667348,4137,b'RavenDB-8963',b''
269662425,4136,b'RavenDB-9171',"b'RavenDB-9178, Fixing failing tests\r\n\r\nRavenDB-9154, Cluster observer will skip disabled databases\r\n \r\nRavenDB-9101, Showing error when we fail to delete a database\r\n\r\nRavenDB-9171, The equality of the external replication will be determined by the connection string name and the destination database. '"
269641450,4135,b'RavenDB-9096: Modified a bit the code to try to hide some of the code\xe2\x80\xa6',b'\xe2\x80\xa6 latency. Not much can be done with the current way we parse numbers.'
269638546,4134,b'RavenDB-9164: Server side implementation for reporting connection sta\xe2\x80\xa6',b'\xe2\x80\xa6tus for subscription task'
269585582,4133,b'RavenDB-9174 Map reduce: Return decompressed buffers immediately afte\xe2\x80\xa6',b'\xe2\x80\xa6r tree reduction'
269572901,4132,b'RavenDB-8404: PR review changes',b''
269566028,4131,b'Raven db 8825 new',b''
269558376,4130,b'RavenDB-9123 Display Raven CPU usage and Raven memory usage in the da\xe2\x80\xa6',b'\xe2\x80\xa6shboard'
269551702,4129,b'RavenDB-9105 fixes after PR comments',b''
269549459,4128,b'RavenDB-9164 - Report STATUS of Ongoing Tasks',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9164'
269524422,4127,b'RavenDB-9164 Exposing info about ETL task connection status based on \xe2\x80\xa6',b'\xe2\x80\xa6the status of latest load to a remote destination'
269522659,4126,b'RavenDB-9138 & RavenDB-7936',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9138\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-7936'
269515598,4125,b'RavenDB-9136 Server dashboard: click on db name behavior',b''
269504831,4124,b'RavenDB-9144 Server dashboard: node name should be of primary color',b''
269402115,4123,b'RavenDB-9105 When document conflict is resolved in favor of tombstone\xe2\x80\xa6',"b'\xe2\x80\xa6, where are the revisions?'"
269401969,4122,b' RavenDB-9012 Fix a race condition in replication tests',b''
269390167,4121,b'RavenDB-8999 Add test CanOutputNestedDebugInformation',b''
269376732,4120,b'RavenDB-8800: move condition outside method',b''
269117254,4119,b'RavenDB-9147: Fix _disposed of JsonOperationContext to point to the c\xe2\x80\xa6',b'\xe2\x80\xa6orrect variable'
269112243,4118,b'RavenDB-9153 Properly decreasing number of allocated pages when an ov\xe2\x80\xa6',b'\xe2\x80\xa6erflow is shrink so a scratch file can be cleaned up if it has no allocations'
269104071,4117,b'RavenDB-9096 null values on numeric fields should not be stored as long/double.Min',b''
269052839,4116,b'RavenDB-9096 fixed long.MinValue parsing',"b'@redknightlois Please review this PR,\r\n\r\nthere is also a potential issue with re-parsing, where we are no longer geting Int64, but LazyNumberValue. It should not affect anything, but it could be handled as Int64 directly.\r\n\r\nThe issue is here: https://github.com/ravendb/ravendb/blob/v4.0/src/Sparrow/Json/Parsing/UnmanagedJsonParser.cs#L572-L573\r\nWondering if we can write there:\r\n```\r\n_isDouble = next != long.MinValue\r\n```\r\n\r\nWould appreciate if someone with better knowledge of Blittable could look at this.'"
268857689,4115,b'RavenDB-8667 External Replication Edit View - Use Connection Strings',b''
268823462,4114,b'RavenDB-9138 WIP',"b'* Add a way to run adhoc backups for existing backup task\r\n* Add relevant endpoint to run adhoc backups\r\n\r\n(this PR is for code review, need to write tests for this task)'"
268816922,4113,"b'RavenDB-8404,  RavenDB-9134'",b''
268806193,4112,b'RavenDB-8800: Log traffic also on HandlePath failure (i.e. status cod\xe2\x80\xa6',"b'\xe2\x80\xa6e 304, 500, etc)'"
268796481,4111,b'RavenDB-5627 added ProcessCpu (1.5.1) and MachineCpu (1.5.2)',b''
268776749,4110,b'RavenDB-9098: Correct get available memory in linux',b''
268772197,4109,b'Remove some race conditions and add more DisposeOnce',b''
268766869,4108,b'RavenDB-9126 OperationCanceledException thrown during journals flushi\xe2\x80\xa6',b'\xe2\x80\xa6ng should not result in VoronUnrecoverableErrorException'
268760045,4107,b'RavenDB-9123 & RavenDB-8771 - PR comments',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9123'
268754033,4106,b'RDoc-700 Edit readme page on github',b''
268747838,4105,b'RavenDB-9094',b''
268737559,4104,b'RavenDB-9122 & RavenDB-9123',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9122\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-9123'
268737554,4103,b'RavenDB-9094',b''
268737203,4102,b'RavenDB-9127:  Add logging to ReplicationDestinations clearing',b''
268736565,4101,b'RavenDB-9120',b'uncommenting UI Validation code in the Studio (commented for debugging)'
268687890,4100,b'RavenDB-9083: Fix remarks from previous PR',b''
268685566,4099,b'RavenDB-9120 fix',b'On restore from folder with both full and incremental backups - do a full backup first and only then process incremental backup'
268683714,4098,b'RavenDB-9090: Move NextIdentityFor and Seed to regular handler',b''
268678789,4097,b'RavenDB-9083: Fix test Cluster_identity_should_work_with_smuggler',b''
268673086,4096,b'RavenDB-8229',b''
268652138,4095,b'RavenDB-9119 TypingsGenerator does not compile',b''
268651944,4094,b'fix docker readme',b'Related to ravendb/book#53'
268648373,4093,b'fixing compilation',b''
268452813,4092,b'RavenDB-8957',b''
268419260,4091,b'RavenDB-8731 Merge /admin/connection-string endpoint with /admin/connection-strings',b''
268403932,4090,b'RavenDB-8229 MoreLikeThis via RQL',b'TODO:\r\n- netstandard1.3 support\r\n- DocumentQuery support (now only via LINQ)'
268402188,4089,b'RavenDB-8715 Unify index and database progress format',b''
268374668,4088,b'RavenDB-8999 Fix unable to read nested objects',b''
268372975,4087,b'RavenDB-9103 project from field test',b''
268368042,4086,b'RavenDB-8929 Indexes with CSharp keywords in the select should compil\xe2\x80\xa6',b'\xe2\x80\xa6e and work properly'
268361828,4085,b'Raven db 8666',b''
268358711,4084,"b""RavenDB-9110 We need to keep context open to ensure 'expired' slices \xe2\x80\xa6""",b'\xe2\x80\xa6are accessible'
268355099,4083,b'RavenDB-8544 Ensure we bump LastWorkTime only if we really did work',b''
268318791,4082,b'RavenDB-8837 Large scratch buffer allocation broken into separate pag\xe2\x80\xa6',"b""\xe2\x80\xa6es has to create pages of size 1. They can be freed separately during the flush so we cannot assume they we'll be available at the same time as a single unit when we want to reuse them for next allocations."""
268297236,4081,b'RavenDB-8588 Ensure that hilo documents are imported from 3.5 with @h\xe2\x80\xa6',b'\xe2\x80\xa6ilo collection'
268286324,4080,b'RavenDB-6512 Deny circular reference of documents caused by LoadDocum\xe2\x80\xa6',b'\xe2\x80\xa6ent in output documents from index\r\n\r\nThrow better errors.'
268162359,4079,b'RavenDB-8835: Fixing race condition between drop subscription and any\xe2\x80\xa6',b'\xe2\x80\xa6 other value notification'
268100679,4078,b'RavenDB-8964',b' - refactoring\r\n - add support for First() and FirstOrDefault()\r\n - support nested queries with load\r\n - relevant tests'
268056971,4077,b'RavenDB-7400 fixing compilation',b''
268037062,4076,b'RavenDB-8715 Unify / clarify compaction process',b''
268034411,4075,b'Raven db 8835',b''
268029000,4074,b'RavenDB-7400: Refine list set after results',b''
268027343,4073,b'RavenDB-8924 RegexQuery PR comments fixes',b''
268015685,4072,b'RavenDB-7400: BatchRequestParser single identities request sent to leader',b''
268007654,4071,b'RavenDB-7288 ETL : Prevent loads from multiple nodes to a single dest\xe2\x80\xa6',b'\xe2\x80\xa6ination\r\n\r\n- move the rachis state enum to the client namespace.\r\n- WhoseTaskIsIt will return null if the server is in Passive or Candidate state.'
268004922,4070,b' RavenDB-8855',b''
267997957,4069,b'RavenDB-9100 - Wrong identities count during database restore',b'http://issues.hibernatingrhinos.com/issue/RavenDB-9100'
