issue_id,issue_no,title,body
2952585,449,b'RavenProfiler is not capturing session data',"b'I am trying to integrate RavenProfiler into an existing ASP.NET MVC3 project, but for some reason I am not seeing any information. The profiler simply shows: ""_0 ms waiting for server in 0 request(s) for 0 sessions(s)_"".\n\nI considered the possibility that there is some conflicting code in my project, so I carried out a basic test:\n- I have created a new project using ASP.NET MVC3 Empty Application template\n- Added package 1.0.606-Unstable via NuGet\n- Using [RacoonBlog](https://github.com/ayende/RaccoonBlog/blob/master/RaccoonBlog.Web/Global.asax.cs) as an example, I added the following code to `Global.asax.cs`:\n\n``` c#\npublic class MvcApplication : HttpApplication\n    {\n        public MvcApplication()\n        {\n            BeginRequest += (sender, args) =>\n                {\n                    HttpContext.Current.Items[""CurrentRequestRavenSession""] = DocumentStore.OpenSession();\n                };\n            EndRequest += (sender, args) =>\n                {\n                    using (var session = (IDocumentSession)HttpContext.Current.Items[""CurrentRequestRavenSession""])\n                    {\n                        if (session == null)\n                            return;\n\n                        if (Server.GetLastError() != null)\n                            return;\n\n                        session.SaveChanges();\n                    }\n                };\n        }\n\n        public static EmbeddableDocumentStore DocumentStore { get; set; }\n\n        protected void Application_Start()\n        {\n                        // other initialisation code, etc...\n\n            DocumentStore = new EmbeddableDocumentStore\n                {\n                    DataDirectory = ""App_Data/RavenDb"" \n                };\n            DocumentStore.Initialize();\n\n            RavenProfiler.InitializeFor(DocumentStore);\n        }\n    }\n```\n- Added RavenProfiler method call to `<head>` section:\n\n``` c#\n<head>\n        @Raven.Client.MvcIntegration.RavenProfiler.CurrentRequestSessions()\n</head>\n```\n- Added test code to MVC action:\n\n``` c#\npublic ActionResult Index()\n{\n    var session = (IDocumentSession)HttpContext.Items[""CurrentRequestRavenSession""];\n    session.Store(new Test { Name = ""Text 1"" });\n\n    HttpContext.Response.Write(""<br />"" + session.Query<Test>().Count()); \n\n    return View();\n}\n```\n\nThe profiler is still showing ""_0 ms waiting for server in 0 request(s) for 0 sessions(s)_"".\n\nDoes the profiler rely on some architectural pattern? Am I missing some initialisation code somewhere?\n'"
2926914,448,b'Indexes page should have Ctrl+N support',b''
2926913,447,b'Index edit should have Ctrl+S support',b''
2926868,446,b'Studio - Ctrl+click issues',b'on chrome opens several tabs and all tabs are changed togther.\non firefox no data is shown\n'
2926153,445,b'Studio - Bad color for an informative message',"b'When deleting a document we get the following message in red ""document x was deleted"".\nThe red background is a bag, since to the end user red color == error (as he did something wrong), and not informative message.\n'"
2905354,443,b'Investigate super slow range queries',"b'12 OR clauses on an index with 8 million docs will take about 1-2 secs to return\n\nCode at fault\n\nhttp://www.java2s.com/Open-Source/Java-Document/Search-Engine/lucene/org/apache/lucene/search/MultiTermQueryWrapperFilter.java.htm\n\nPossible solutions: http://invertedindex.blogspot.com/2009/11/numeric-range-queries-comparison.html , http://www.marcsturlese.com/2009/04/08/lucene-trierangequery/\n\nLatter will help with numeric ranges, string based one remain problematic\n'"
2879894,442,b'Studio Logs - Allow to disable auto fetching of logs',"b'Auto fetching of logs distract the user from getting to see what the logs are, because the list box jump each 5 seconds to another logs.\nMaybe we want to have the option to disable auto fetching logs to the screen, but continue to get logs on the background, and give the user the option to append the added background logs to the screen.\n'"
2879867,441,b'Studio Logs - Sort log by TimeStamp desc order',"b""Currently it's ordered as TimeStamp ASC.\n"""
2865782,439,b'Search dialog is not consistent with the Studio design',"b'In the edit document page, there is a consistency issue with the search dialog and the application design\n'"
2847174,438,b'Studio: Deleting document confuses paging',"b'When deleting a doc from a page listing, if not in the first page, paging will get confused (Page 2 of 1 and stuff like that)\n'"
2844106,437,b'Raven.Client.MvcIntegration on NuGet',"b'I am using RavenDB-Embedded NuGet package v1.0.573 as part of my ASP.NET MVC application.\nI would like to be able to use RavenProfiler but it is not part of that NuGet package.\n\nIs there a NuGet package which already contains this?\nIf not, could you publish one?\n'"
2826614,436,"b""Studio: don't allow overwriting documents when Creating New Document""","b'Currently it appears one can create a new document and give it an ID of a document which already exists, and by that overriding it\n\nWe should do this with Optimistic concurrency enabled so that we get a conflict and abort, notifying the user about it\n'"
2826098,435,b'Studio: Spatial queries passes 0 for values of http',"b'Trying to run a Spatial query via the management studio does not work as expected. Looking at the resulting HTTP request being made to the server, the latitude/longitude/radius parameters are always 0, regardless of what is entered in the management studio.\n'"
2749487,433,b'Suggests fail on large indexes',"b'When you have an index of 500,000 items, suggests takes far too long.\n'"
2736532,432,b'If multi tenant is not supported hide the change tenant option',b''
2736522,431,"b'Change the work ""Databases"" to ""Tenants""'",b'Also change the database query string parameter to tenant\n'
2736512,430,"b'When creating a database failed, do not add it to the UI'","b'When creating a database failed, do not add the database to the UI.\n'"
2719159,429,b'Add studio support for ApiKey',b''
2719020,428,"b""ShouldCacheRequest doesn't work""","b'It makes absolutely no difference if I use the following convention (neither on loads, nor on queries):\n\nConventions =\n{\n    ShouldCacheRequest = (url) => false\n}\n'"
2700792,427,b'Better F# sample',b'Enhance to demonstrate using an index\n'
2700211,426,b'Should not allow several databases with the same name',b'when adding a database with a name of a database allready there it adds a new one that is connected to the original one.\n'
2698344,425,b'Search() Exception for certain searchTerms input',"b'If I pass ""this OR that"" as the searchTerms to the Search() method, I get:\n\n""Lucene.Net.QueryParsers.ParseException: Cannot parse \' Content:this Content:OR Content:that ....""\n\nHaving not read any official documentation, I\'m not sure about when the Search() method should be used, but if it\'s intended  to accept end user input, this could be an issue. Repro by pass an uppercase OR or || between 2 other search terms. \n'"
2698045,424,"b""Search() doesn't work with paths""","b'.Search(""slug"", ""/docs/consumer/querying"") will return no results, whereas .Search(""slug"", "" docs consumer querying"") works great\n'"
2696983,423,b'Logs in studio',"b'When showing the error about the config, right click should have a Copy menu\n'"
2692102,421,b'Grammar In Silverlight App',"b'The default screen in the silverlight app when you connect to http://localhost:8080 says.\n\n""There is no any documents in this database yet.""\n\nThis should read.\n\n""There are no documents in this database yet.""\n'"
2688347,420,b'Shortcut key to open a document by id',b''
2688011,419,b'Dynamic index page should have busy indicator',b''
2687998,418,b'Middle click to open new tab',"b'Everywhere, on links, on buttons, etc.\n'"
2687967,417,b'Support Ctrl+F inside document edit',b'So we can easily search inside the document\n'
2657115,415,b'Studio - Export just indexes',"b'In ExportTask it says that: You can optionally choose to export just indexes, but there is no option for that.\n'"
2655131,414,b'Right click on indexes in listing page',b'Delete index\nFor temp indexes - promote to auto index\n'
2651842,413,b'Import Database Creates the DB but Imports to Default',"b""Using the Management Studio, if I export a database (lets call it DBTesting), then take the dump file to another machine that doesn't have DBTesting on it.\n\nWhen I import the DBTesting dump in, it creates a new DB called DBTesting, but imports all the data to Default.\n\nI would have expected the functionality to create DBTesting and import the data to DBTesting. Or tell me that the DB I'm importing doesn't match the name of the DB I'm importing to.\n\nSmall usability issue in my opinion.\n"""
2635362,412,b'Add comments annotations for PatchRequest properties',"b' Add comments annotations for PatchRequest properties, PatchCommandType and PatchCommandData.\n'"
2589882,411,b'RavenStudio Paging #574',"b'Paging is not working in the Studio in the index querying screen. Yet, after changing the ""Change Displayed Document Size"" it works.  \n'"
2561780,410,b'Escaped c# keywords not working in indexes',"b'I wanted to create a map/reduce index ""Events_ByDate_Count"" and tried to write the map part like this:\n\nMap = events => from @event in events select new { @event.Date.Year, @event.Date.Month, Count = 1 };\n\nIt fails creating the index. \nHowever, this guy works:\n\nMap = events => from entry in events select new { entry.Date.Year, entry.Date.Month, Count = 1 };\n'"
2549150,409,b'Studio - allow delete all documents be deleting a collection',"b""Allow deleting a collection with all of it's documents.\n"""
2449408,407,b'Have a capitalized IDs',"b'Add a way to have a capitalized IDs. This make it much more easy to look on this id: \n""PostComments/1234"" vs ""postcomments/1234"".\n'"
2448967,406,b'Studio - Querying - show terms',b''
2448954,405,b'Studio - Querying - display mapped results',b'Only for map/recduce indexes\n'
2367865,404,b'Create an extension method for indexes: WhereNotNull',b'Instead of writing .Where(x => x != null).FirstOrDefault(); everywhere\n'
2338652,403,"b""dictionary of date time doesn't serialize correcltion""","b'We have a Dictionary<Datetime, int>\n\nIt get serialized as:\n\n  ""NumberOfDownloadsPerMonth"": {\n    ""11/01/2011 00:00:0""0: 12\n  },\n\nWhich loses the dateness on the server\n'"
2284284,402,b'Calling Database.Get from an override of AbstractReadTrigger.OnRead causes Smuggler to fail',"b""If we implement an `AbstractReadTrigger` as shown in [this documentation](http://ravendb.net/documentation/triggers/read), we notice that Raven.Smuggler.exe fails to export all documents. After some digging, we believe this has to do with the `Database.Get` call causing the batch read to skip some documents - possibly due to etag of the loaded document interfering with the iteration process?\n\nThis can be reproduced by creating a bundle with an `OnRead` trigger that calls `Database.Get` on an arbitrary document, and then running Raven.Smuggler.exe out. Compare the number of documents exported with and without the bundle installed.\n\nIn our case, we were able to workaround this issue by moving the `Document.Get` calls to the `Initialize` method. This workaround won't be suitable for everyone.\n"""
2271612,401,b'Authorization/versioning bundle compatibility: GetRevisionsFor only returns the first revision',"b""We're only getting the first revision of a document when calling `GetRevisionsFor` after securing a session with `SecureFor`.\n\nIf we check the document by retrieving http://localhost:8080/docs?startsWith=tests/1/revisions/&start=0&pageSize=20 we can see that there are actually 4 revisions.\n- `session.Advanced.GetRevisionsFor` returns 1 document\n- `session.Advanced.DatabaseCommands.StartsWith` returns 1 document\n- http://localhost:8080/docs?startsWith=tests/1/revisions/&start=0&pageSize=20 returns 4 documents\n\nAll 4 revisions have identical authorization metadata (Permissions and Tags). If we remove the call to `SecureFor`, `GetRevisionsFor` returns all 4 documents as expected.\n"""
2212473,400,b'Esent File Acess exception [see info]',"b""Hello, \n\nI'm experiencing a very strange exception on my hosting environment. I have tow instances of RavenDb. First is build 287, and runs fine, the second is #499 and throws the following exception:\n\n[EsentFileAccessDeniedException: Cannot access file, the file is locked or in use]\n   Microsoft.Isam.Esent.Interop.Api.Check(Int32 err) in C:\\Work\\ravendb\\SharedLibs\\Sources\\managedesent-61618\\EsentInterop\\Api.cs:2739\n   Microsoft.Isam.Esent.Interop.Api.JetInit(JET_INSTANCE& instance) in C:\\Work\\ravendb\\SharedLibs\\Sources\\managedesent-61618\\EsentInterop\\Api.cs:131\n   Raven.Storage.Esent.TransactionalStorage.Initialize(IUuidGenerator uuidGenerator) in c:\\Builds\\raven\\Raven.Storage.Esent\\TransactionalStorage.cs:207\n\n[InvalidOperationException: Could not open transactional storage: d:\\inetpub\\vhosts\\aapostolov.com\\subdomains\\ravendvera\\httpdocs\\Data\\Data]\n   Raven.Storage.Esent.TransactionalStorage.Initialize(IUuidGenerator uuidGenerator) in c:\\Builds\\raven\\Raven.Storage.Esent\\TransactionalStorage.cs:220\n   Raven.Database.DocumentDatabase..ctor(InMemoryRavenConfiguration configuration) in c:\\Builds\\raven\\Raven.Database\\DocumentDatabase.cs:148\n   Raven.Web.ForwardToRavenRespondersFactory..cctor() in c:\\Builds\\raven\\Raven.Web\\ForwardToRavenRespondersFactory.cs:30\n\n[TypeInitializationException: The type initializer for 'Raven.Web.ForwardToRavenRespondersFactory' threw an exception.]\n   Raven.Web.ForwardToRavenRespondersFactory..ctor() +0\n\n[TargetInvocationException: Exception has been thrown by the target of an invocation.]\n   System.RuntimeTypeHandle.CreateInstance(RuntimeType type, Boolean publicOnly, Boolean noCheck, Boolean& canBeCached, RuntimeMethodHandleInternal& ctor, Boolean& bNeedSecurityCheck) +0\n   System.RuntimeType.CreateInstanceSlow(Boolean publicOnly, Boolean skipCheckThis, Boolean fillCache) +98\n   System.RuntimeType.CreateInstanceDefaultCtor(Boolean publicOnly, Boolean skipVisibilityChecks, Boolean skipCheckThis, Boolean fillCache) +241\n   System.Activator.CreateInstance(Type type, Boolean nonPublic) +69\n   System.RuntimeType.CreateInstanceImpl(BindingFlags bindingAttr, Binder binder, Object[] args, CultureInfo culture, Object[] activationAttributes) +1136\n   System.Activator.CreateInstance(Type type, BindingFlags bindingAttr, Binder binder, Object[] args, CultureInfo culture, Object[] activationAttributes) +111\n   System.Activator.CreateInstance(Type type, BindingFlags bindingAttr, Binder binder, Object[] args, CultureInfo culture) +23\n   System.Web.HttpRuntime.CreateNonPublicInstance(Type type, Object[] args) +60\n   System.Web.Configuration.HandlerFactoryCache..ctor(String type) +46\n   System.Web.HttpApplication.GetFactory(String type) +81\n   System.Web.MaterializeHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute() +223\n   System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) +184\n\nThe strange thing is if I run a second server with build 287 - the two 287 are fine, and #499 crashes. Even if I stop all the 287, the #499 still gives the error.\n\nHope you can reproduce this and fix it.\n"""
2146992,398,b'Add support for Indexing of DateTime values',b''
2145771,397,"b""Dynamic Indexes don't work (from Ayende)""","b'As per Ayende in Training class,  there is an issue with Dynamic Indexes.\n'"
2103547,395,"b'Figure out SetBoost, OmitNorms, OmitTf'","b'Field-based boosting can be made on query time, so no need to support this on indexing time.\n\nFor Multi-Map, we want to be able to support boosting. This way we can do a multi-map on the same collection and boost different sets of documents based on different queries. This will be extremely useful for multi-maps on different collections, when docs in one are known to be more important than the other.\n\nFor this to work efficiently we need to figure out how to use OmitNorms correctly - when to set it and when not to. While at it we should also do OmitTf on fields like __document_id to reduce disk and memory costs.\n\nAPI would be AddMap<>(expression, boost = 1.0)\n'"
2087913,394,b'Docs: Elaborate on Spatial API',b'SortByDistance\ncan use AddOrder and other Where... operators\n'
2064557,393,b'Document Raven/Authorization/Windows/RequiredGroups',b''
2026116,391,"b'when putting an index, clear all its errors'",b''
2026113,390,b'Indexing array of potentially null',"b'public class Orders_Search : AbstractIndexCreationTask<Order>\n{\n    public class ReduceResult\n    {\n        public string Query { get; set; }\n        public DateTime OrderedAt { get;set; }\n    }\n    public Orders_Search()\n    {\n        Map = orders => from order in orders\n                        select new\n                        {\n                            Query = new[]\n                            {\n                                order.FirstName, \n                                order.LastName, \n                                order.OrderNumber, \n                                order.Email, \n                                order.CompanyName\n                            },\n                            order.OrderedAt\n                        };\n    }\n}\n\nwhen Order Number is null, we get an error\n'"
2025994,389,b'Async session - cannot use Search',"b'   Session.Query<Orders_Search.ReduceResult>(""Orders/Search"")\n                .Search(x=>x.Query, searchValue) <-- doesn\'t compile\n                .As<Order>()\n                .ToListAsync()\n                .ContinueOnSuccess(orders => Orders.Match(orders));\n'"
2025993,388,b'Async session - cannot specify index type',"b'   Session.Query<Orders_Search.ReduceResult>(""Orders/Search"")\n                .Where(x=>x.Query == searchValue)\n                .As<Order>()\n                .ToListAsync()\n                .ContinueOnSuccess(orders => Orders.Match(orders));\n'"
1856085,386,b'Document Search() method',b'Document the Search option and the Title:<<dynamic search>> option\n'
1802555,382,b'Package versions for ravenDB do not follow semver.org',"b'Some customers are reporting that, because all packages in RavenDB come with 1.0.0.x, they cannot take dependencies on a specific version, and breaking changes get introduced between revisions.\n\nFollowing semver.org for versioning (aka introducing breaking changes in 1.0.X) would allow openwrap consumers to select w which versions they want to work with and would follow the conventions that the industry is moving towards.\n'"
1765424,377,b'Sharding: rewrite to use IDatabaseCommands',"b'Right now we are using stupid way of nested sessions, we should be using IDatabsaeCommands and inheriting from InMemorySessionOperations\n'"
1697488,375,"b'GetRevisionsFor in versioning bundle prohibits retrieving the ""Last-Modified"" metadata of the revisions'","b'When you retrieve all revisions of a document using GetRevisionsFor\n\nIn VersioningClientExtensions.cs \n\n``` c#\nvar inMemoryDocumentSessionOperations = ((InMemoryDocumentSessionOperations)session);\n            var jsonDocuments = session.DatabaseCommands.StartsWith(id + ""/revisions/"", start, pageSize);\n            return jsonDocuments\n                .Select(jsonDocument => inMemoryDocumentSessionOperations.TrackEntity<T>(jsonDocument.Key, jsonDocument.DataAsJson, jsonDocument.Metadata))\n                .ToArray();\n```\n\nThe public track entity overload is directly called on InMemoryDocumentSessionOperations\n\n``` c#\npublic T TrackEntity<T>(string key, RavenJObject document, RavenJObject metadata)\n```\n\nThis misses out the population of the ""Last-Modified"" metadata value achieved when Load is called as this uses this overload:\n\n``` c#\nprotected internal T TrackEntity<T>(JsonDocument documentFound)\n{\n...\n    if (!documentFound.Metadata.ContainsKey(Constants.LastModified))\n    {    \n        documentFound.Metadata[Constants.LastModified] = documentFound.LastModified;\n    }\n...\n    return TrackEntity<T>(documentFound.Key, documentFound.DataAsJson, documentFound.Metadata);\n...\n}\n```\n\nIt is therefore not possible to retrieve the Last-Modified metadata in the same session, as the entity metadata is already being tracked by the session. The TrackEntity method that performs that populates the Last-Modified metadata is internal, and therefore cannot be accessed by the versioning bundle\'s client extension method.\n'"
1686371,374,b'Document Recurse',"b'public class CategoryWithParentsAndChildren : AbstractIndexCreationTask<Category>\n{\n    public CategoryWithParentsAndChildren()\n    {\n        Map = categories => from category in categories\n                            select new {category.Id, category.Name, category.ParentId};\n        TransformResults = (database, categories) =>\n                           from category in categories\n                           let parentCategories = Recurse(category, c => database.Load<Category>(c.ParentId))\n                           select new\n                           {\n                            category.Id,\n                            category.Name,\n                            Parents =\n                            (\n                                from parent in parentCategories\n                                select new {parent.Id, parent.Name}\n                            )\n                           };\n    }\n}\n'"
1671545,373,b'TransactionScope causes sessions to be isolated from each other.',"b""Running Raven Server v472 on .NET 4.0 and I'm hitting some unexpected behavior.  You can find the example code to reproduce the behavior here: https://gist.github.com/1224679\n\nEssentially, when you have multiple scopes which are ultimately participating in the same transaction, each scope seems to be isolated such that any work performed by the one is inaccessible to the other.\n"""
1655139,372,b'Enable Aggressive caching for GetTerms',b''
1639287,371,b'Support Random(int) in IDocumentSession',"b'Need to implement this on the server side using custom Lucene Sort object, to make sure all possible results participate, not only the first page\n'"
1596025,370,"b""Samples don't build or run correctly""","b'As of build 465, the samples don\'t build or run correctly.\n\nRepro steps:\n1. Download and unzip build 465.\n2. Run "".\\RavenDB\\Samples\\Raven.Sample.EventSourcing\\Start Raven.ps1""\n3. Observe that the script throws an error about not finding log4net.dll, while the server process throws an error about not finding NLog.dll.\n4. Load "".\\RavenDB\\Samples\\Raven.Sample.EventSourcing\\Raven.Sample.EventSourcing.csproj"" into Visual Studio.\n5. Observe that none of the project load due to errors about ""The imported project \'.\\RavenDB\\Tools\\StyleCop\\StyleCop.Targets\' was not found.""\n\nJudging from recent commits these problems are being worked on, I guess, but they\'re not yet fixed in the resulting build.\n'"
1561283,368,b'Add ToFacetsAsync',b'For silverlight support\n'
1561274,366,b'Document facets',b''
1561272,365,b'Document multi maps',b''
1560556,364,b'Support multi maps in the SL UI',b'Currently we only support the map/reduce/transform results option. We also need to support multi maps.\n'
1538724,361,b'Replication + OAuth',"b'We should have some way to provide a solution for that, currently, OAuth + Replication do not mix very well (or at all, actually).\n'"
1503652,360,b'Support OAuth for Delete / Put / Patch',"b'Right now they are only supported in batch mode, but not when you make individual actions.\nNeeds to do that for both sync & aysnc versions.\n'"
1477393,359,b'querying from the admin does not work with single quotes',"b'for example, when querying the sample database\n\nName: ""Rock"" works but\nName: \'Rock\' does not\n\nShould there be a difference between single and double quotes?\n'"
1418834,356,b'Querying nested dictionaries in RavenDB throws exception',"b'Problem also posted here: http://stackoverflow.com/questions/7050250/querying-nested-dictionaries-in-ravendb\n\nCLASS DEFINITIONS:\n\npublic class Style\n{\n    public string Name { get; set; }\n    public Dictionary<string, Sku> Skus = new Dictionary<string, Sku>();\n}\npublic class Sku\n{\n    public string Name { get; set; }\n    public Dictionary<string, Colli> Collis = new Dictionary<string, Colli>();\n}\npublic class Colli\n{\n    public string Name { get; set; }\n}\n\n// VALID QUERIES:\n// (Ask for style with skus of specific names)\nvar existingStyleWithSku1 = session.Query<Style>().Where(s => s.Skus[""Sku1""] != null).ToList();\nvar nonexistingStyleWithSku4 = session.Query<Style>().Where(s => s.Skus[""Sku4""] != null).ToList();\n\n// INVALID NESTED QUERY\n// (Ask for style containing a sku named ""Sku1"" that contains a colli named ""Right"")\nvar styleWithSpecificColli = session.Query<Style>().Where(s => s.Skus[""Sku1""].Collis[""Right""] != null).ToList();\n\nWhen i attempt to execute the last query, I get the message:\n\n{ ""Url"": ""/indexes/dynamic/Styles?query=-Skus.get_Item(%2522Sku1%2522).Collis.Right%253A%255B%255BNULL_VALUE%255D%255D%2520AND%2520Skus.get_Item(%2522Sku1%2522).Collis.Right%253A*&start=0&pageSize=128&aggregation=None"", ""Error"": ""System.ArgumentException: The field \')CollisRight\' is not indexed, cannot query on fields that are not indexed\\r\\n at Raven.Database.Indexing.Index.IndexQueryOperation.AssertQueryDoesNotContainFieldsThatAreNotIndexes() in c:\\Builds\\raven\\Raven.Database\\Indexing\\Index.cs:line 628\\r\\n at Raven.Database.Indexing.Index.IndexQueryOperation.d__1c.MoveNext() in c:\\Builds\\raven\\Raven.Database\\Indexing\\Index.cs:line 542\\r\\n at System.Linq.Enumerable.WhereSelectEnumerableIterator2.MoveNext()\\r\\n at System.Linq.Enumerable.WhereSelectEnumerableIterator2.MoveNext()\\r\\n at System.Collections.Generic.List1.InsertRange(Int32 index, IEnumerable1 collection)\\r\\n at ........\n'"
1415001,355,b'Null reference exception when accessing getter of DocumentStore.DatabaseCommands',"b'The following code gives a NULL reference exception in my case (The exception is thrown in the getter of DatabaseCommands. I use version 1.0.0.426):\nThe code:\n\npublic DocumentStore GetDocumentStore()\n        {\n            var doc = new DocumentStore();\n            doc.Url = _ravenUrl;\n            doc.Conventions = new DocumentConvention()\n                                {\n                                    FindIdentityProperty = p => p.Name.Equals(""RavenDocumentId"")\n                                };\n            return doc;\n        }\n\n```\n    public void EnsureDatabaseExists()\n    {\n        using(var store = GetDocumentStore())\n        {\n            store.Initialize();\n            store.DatabaseCommands.EnsureDatabaseExists(_ravenDatabaseName);\n        }\n    }\n```\n\nThe stack trace:\n\n[NullReferenceException: Object reference not set to an instance of an object.]\n   Raven.Client.Connection.ServerClient..ctor(String url, DocumentConvention convention, ICredentials credentials, ReplicationInformer replicationInformer, HttpJsonRequestFactory jsonRequestFactory, Nullable`1 currentSessionId) in c:\\Builds\\raven\\Raven.Client.Lightweight\\Connection\\ServerClient.cs:60\n   Raven.Client.Document.<>c__DisplayClass5.<InitializeInternal>b__3() in c:\\Builds\\raven\\Raven.Client.Lightweight\\Document\\DocumentStore.cs:469\n   Raven.Client.Document.DocumentStore.get_DatabaseCommands() in c:\\Builds\\raven\\Raven.Client.Lightweight\\Document\\DocumentStore.cs:77\n   XXXXX.YYYYYY.Entities.Raven.RavenDataAccess.EnsureDatabaseExists() in D:\\Projects\\Tradelink4\\Branches\\GenericEntityTypes_2\\XXXXXX.YYYYYYY.Entities.Raven\\RavenDataAccess.cs:189\n   XXXXXXXX.CustomerName.Website.Global.Application_Start(Object sender, EventArgs e) in D:\\Projects\\CustomerName\\trunk\\src\\Website\\Global.asax.cs:37\n\n[HttpException (0x80004005): Object reference not set to an instance of an object.]\n   System.Web.HttpApplicationFactory.EnsureAppStartCalledForIntegratedMode(HttpContext context, HttpApplication app) +4051717\n   System.Web.HttpApplication.RegisterEventSubscriptionsWithIIS(IntPtr appContext, HttpContext context, MethodInfo[] handlers) +191\n   System.Web.HttpApplication.InitSpecial(HttpApplicationState state, MethodInfo[] handlers, IntPtr appContext, HttpContext context) +352\n   System.Web.HttpApplicationFactory.GetSpecialApplicationInstance(IntPtr appContext, HttpContext context) +407\n   System.Web.Hosting.PipelineRuntime.InitializeApplication(IntPtr appContext) +375\n\n[HttpException (0x80004005): Object reference not set to an instance of an object.]\n   System.Web.HttpRuntime.FirstRequestInit(HttpContext context) +11642112\n   System.Web.HttpRuntime.EnsureFirstRequestInit(HttpContext context) +141\n   System.Web.HttpRuntime.ProcessRequestNotificationPrivate(IIS7WorkerRequest wr, HttpContext context) +4865877\n'"
1414439,354,b'Creating a database with invalid name',"b'In the RavenStudio UI, one can create a database with an invalid name i.e. ""Damo/Test""\n\nClicking on it gives an ""Unable to connect to server!"" message:\n\nThe remote server returned an error: Bad Request\n{\n   ""Url"":""/databases/Damo/Test/stats?nocache=-613153477"",\n   ""Message"":""Could not find a database named: Damo"",\n   ""Error"":""Cound not find a database named: Damo"",\n}\n\nPortion of JSON doc from /databases :\n\n[{""Id"":null,""Settings"":{""Raven/DataDir"":""~\\Tenants\\Damo/Test""},""@metadata"":{""@id"":""Raven/Databases/Damo/Test"",""Last-Modified"":""2011-08-16T10:56:44.7110000+01:00"",""@etag"":""00000000-0000-0900-0000-000000000002"",""Non-Authoritive-Information"":false}},\n\nThe DataDir doesn\'t exist on disk.\n'"
1397228,353,b'Provide query text to shard selection strategy',b'So we can make shard selection based on the actual query.\n'
1387303,352,b'Compilation error GlobalFilters',"b""When project is compiled the error below is thrown:\n\nC:\\Program Files (x86)\\RavenDev\\Raven.Client.MvcIntegration\\RavenProfiler.cs(45,4): error CS0103: The name 'GlobalFilters' does not exist in the current context\n"""
1364201,349,b'SL UI - Error on deleting document',"b'- Select a document, go into edit mode.\n- Delete that document\n- You get the following error:\n\nException has been thrown by the target of an invocation.\n\n   at System.RuntimeMethodHandle._InvokeMethodFast(IRuntimeMethodInfo method, Object target, Object[] arguments, SignatureStruct& sig, MethodAttributes methodAttributes, RuntimeType typeOwner)\n   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture, Boolean skipVisibilityChecks)\n   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)\n   at Caliburn.Micro.Screen.<>c__DisplayClass1c.<GetViewCloseAction>b__14()\n   at Caliburn.Micro.Screen.<TryClose>b__1e()\n   at Caliburn.Micro.Execute.<>c__DisplayClass2.<InitializeWithDispatcher>b__0(Action action)\n   at Caliburn.Micro.Execute.OnUIThread(Action action)\n   at Caliburn.Micro.Screen.TryClose()\n   at Raven.Studio.Shell.MessageBox.MessageBoxViewModel.Ok()\n'"
1317613,347,b'Test fails occasionally ',b'Raven.Bundles.Tests.Authorization.Bugs.LoadingSavedInfo.BugWhenSavingDocumentWithPreviousAuthorization_WithQuery\n\nUsually with a timeout for the query to become non stale\n'
1304147,346,b'Readd ValidateExpressionMap',"b'Used to ensure that map/reduce indexes have the same format, currently breaks the build\n'"
1302103,345,b'Look into creating a RavenDB applet for IIS',"b'To allow users to manage configs, view stats, access the UI etc from the IIS control panel\n'"
1301745,344,b'Feature: Prioritizing indexes',"b'Being able to define priorities for indexes, so indexing could use a PQ to first index more important indexes\n'"
1288335,343,"b""The RavenDB Embedded nuget package doesn't depend on NLog but log4net""","b'RavenDB moved to NLog with build 410, but the embedded package still has a dependency on log4net. Instead, add a NLog dependency.\n'"
1261897,341,b'Prevent DateTime.Now from appearing in indexes',"b""DateTime.Now\nDateTime.UtcNow\nDateTimeOffset.Now\n\nEtc\n\nThey shouldn't be there, since they are mutated\n"""
1249808,340,b'Fix parallel multi get',"b'When we enable it, we get test failures.\n'"
1248848,339,b'Document caching limits',b''
1248106,338,b'Adding profiling info for too many requests',b'That should make it easier to figure out why this is happening\n'
1194361,337,b'Querying for Id GreatherThanOrEqualTo',b'Question asked on Stackoverflow.\n\nhttp://stackoverflow.com/questions/6626697/predicate-in-ravendb-dynamic-query-not-working-correctly\n\nI created a failing test.\n\nhttps://github.com/csainty/ravendb/commit/c8b376f159331ba67a18cccfb2d8345fee427660\n\nI am guessing this is unsupported?\nCould it be detected in the Query parser and an Exception presetned instead of simply returning no results.\n'
1175712,336,b'Parallel multi get',b''
1173236,335,b'Multi Get - Support single doc load',b''
1172965,334,b'Stopwatch for SL',b'Remove a lot of #if def for that\n'
1170145,333,b'Multi Get - test with non authoritive information',b''
1169367,332,b'Multi Get - test caching with tenant db',b''
1169364,331,b'Multi Get - test with tenants db',b''
1167666,330,b'Multi get - ensure that it is treated as a GET',"b'even though it is a post, from security persepctive\n'"
