pull_no,comment_no,comment_body
627,48158388,"b""Hmm... I don't see separate branch for that, so I assume you want me to send same PR simply later in time, is that correct?\nIs there any roadmap and dates when 4.x release is scheduled?\n"""
627,48224327,b'Here the the 4.0 branch: https://github.com/ayende/ravendb/tree/v4.0\n'
687,84258088,"b'Not sure that this is a good idea. In fact, this is probably a bad idea.\nWe want to avoid exposing ourselves over the network unless the admin explicitly said so, no?\n'"
683,84289161,b'Did you remove them completely? Why was this removed?\n'
683,84289264,"b'This is duplicate code, need to have only just one version of this.\n'"
683,84289486,b'Method casing should match .NET conventions\n'
698,84576574,"b""Why do we even care about this now?\nSince we aren't allocating, can't we just always use the default value?\n"""
698,84582237,"b""This code does look the latest. We moved the branch to the constructor. No the cost is not in allocations but in runtime. 128 for long lived is fine, 16 for short lived is too. You don't want to scan a big cache when the probability of hits is very low.\n"""
703,84899648,"b'Idan, Did you also update place where space was appended to id? I assume this issue was created during some experiments and you noticed you have id with spaces in handler. \n'"
703,84900997,"b""No I did not. I made this issue after a mail we receive \nhttps://groups.google.com/forum/#!topic/ravendb/gm-DFrPfu-s.\nDidn't see where we add spaces to id in my checks\n"""
703,84901673,"b'Oh, sorry it is for v3.5. I thought it was for v4.0. \n'"
705,84969843,b'I think it will be better to move this code here somewhere around here\nhttps://github.com/ravendb/ravendb/blob/v3.5/Raven.Database/Actions/DocumentActions.cs#L292\nby doing this you will not iterate twice the docsToInsert\n\nAlso do we want to support Guid.NewGuid() ? This is not part of the issue and I do not see a test for this case. This line was throwing if the key was null and now it will be false always: https://github.com/ravendb/ravendb/blob/v3.5/Raven.Database/Actions/DocumentActions.cs#L293\n'
705,84973941,"b'I think you are right, we should move the code to the next loop.\nFor the new Guid we work like this in the session.Store we put\na new Guid if the key is null. For the consistency I think this should stay and I will delete the if statement\n'"
705,84982847,"b'IMO the Guid should be removed because:\na) http://ravendb.net/docs/article-page/3.5/Csharp/client-api/bulk-insert/how-to-work-with-bulk-insert-operation#limitations\n""Entity Id must be provided by the client. The client by default will use the HiLo generator in order to generate the Id.""\nb) https://github.com/ravendb/ravendb/blob/v3.5/Raven.Client.Lightweight/Document/RemoteBulkInsertOperation.cs#L285\n\nso you will insert a dead code.\n\nThe best option (I think) will be to change\nhttps://github.com/ravendb/ravendb/blob/v3.5/Raven.Database/Actions/DocumentActions.cs#L292\nto IsNullOrWhiteSpace and normalize in other case\n'"
726,85494271,b'Use DocumentDatabase.Time.UtcNow instead of DateTime.Now\n'
726,85494622,b'rename to DocumentCount\n'
726,85494671,b'use nameof(DocumentCount)\n'
726,85495196,b'Detect if the file contains any invalid file name chars (check 3.5 - StudioTasksController)\n'
726,85495534,"b'Options can be null, but later I do not see any NRE checks. Probably if they are null then you want to create new instance with default values.\n'"
726,85496104,b'Should we have DocumentLimit option? I do not understand the usability and it was problematic in the past. @ayende ?\n'
726,85496310,"b""I think if the result is null then you must filter-out this document. You need to test this and check 3.5 if I'm right.\n"""
726,85496461,"b""You can't do this. You are changing in-memory index instances.\n"""
726,85496788,"b'remove the start, you cannot handle this properly without iterating half of the database and you will be setting 0 here always.\n\ntake needs to be handled in the inner loop. Currently you will take N x take where N - number of collections\n'"
726,85636181,"b'In general, in our entire codebase, we should never use DateTime.Now\n'"
726,85636183,"b'No, we had to do that to avoid problems in the way we were using the smuggler, makes no sense to do so now\n'"
730,85668352,"b""you need to handle 'take' manually. Consider a situation when you have take = 1024 and you have 10 collections. You do not want to export 10 x 1024 docs. Just 1024.\n"""
730,85668364,b'What is a RevisionDocumentsLimit? If this is equivalent to DocumentsLimit then we need to remove it also.\n'
740,85768183,"b""This doesn't belong here, you are trying to do something local in a shared space, and that isn't the place to do it.\n"""
740,85769080,"b'Inconsistent naming, why not `nameof(Message)`\n'"
740,85769378,"b'If the filename is invalid, we don\'t care. We are sending it to the browser, to handle that.\nMore to the point, this code is just asking to get a bug report about ""ravendb is ignoring my custom name""\n'"
740,85769630,"b'Bad idea, instead of doing it like this, have progress class hold the number of exported documents, and generate it on the fly when the client requesting it.\n'"
740,85769840,"b'This is bad, you are leaking this on error\n'"
740,85770228,b'Why are you doing it like this?\nWhy pass form variables anyway? Just have then sent as the request body and that is it.\n'
740,85770315,"b""You didn't fix the name in JsonDeserialization\n"""
739,85771720,"b'You are allocating a string, then a byte array, then computing manually the size you have here.\nThat is not needed and probably costly. We have the BlittableJsonTextWriter for those things,and that is what you should be using here.\n'"
739,85771889,"b'By convention, the sender (the session) should be the first item in all those events\n'"
739,85771982,b'We should be able to register to those events either at the session level or at the store level\n'
739,85772329,"b'You are already scanning through all the entities in the session, thee is no need to add another property that you would scan separately.\nDo it in the `PrepareForEntitiesPuts` \n'"
739,85772600,b'Missing the session\n'
739,85772637,b'Missing the session\n'
739,85772934,"b'We can probably skip the Lazy here, there is no concurrent access or anything like that.\nWe can just store a null reference and create it when needed\n'"
739,85773710,"b""I don't understand this at all. This look like it will only ever happen for a particular database.\n"""
749,86012158,"b'What happens when a user does a Search on: ""Hello! There!"" ? \nIt should be a single phrase, no?\n'"
753,86017969,b'Why do you need those?\n'
753,86018078,"b'This needs to be removed, there is not need of it\n'"
753,86018450,"b""Here you are doing work that you probably won't need if no one is lisetning\n"""
753,86018714,b'This also need to get the session as well\n'
753,86018768,"b""Doing work that you probably won't need here as well\n"""
753,86018832,b'Need to know on what session it operates here\n'
751,86027072,b'Do we still need BatchSize? What will happen if we will have more then BatchSize (1024) docs?\n'
753,86134934,b' I can check if BeforeStoreEvent  is null Only in DocumentStoreBase\n'
753,86136640,"b""This is pretty much only relevant if you need to do some amount of work before calling the event, so it isn't worth it if there are no subscribers\n"""
768,86306142,b'What happens if file name is null?\n'
768,86307474,b'what is the error?\n'
769,86312243,"b""Why aren't you checking the beforeStoreEventArgs.EntitySerializionRequired here?\n"""
748,86010718,"b""Shouldn't we have a generic error here? For all kinds of errors that can happen, so the user will now about it?\n"""
748,86347761,b'Use TryXX\n'
748,86347783,b'Use TryXXX\n'
784,86624552,b'lower case cellTemplate? \n'
784,86624874,b'Can we make this interface generic to avoid any[]? \n'
784,86624996,b'Generic class? \n'
784,86625139,"b'in 4.0 we have convention to start jquery selector property with $, so it should be $gridElement\n'"
784,86625542,b'Can you use let or const and avoid keyword var ? (it is actually global note)\n'
784,86625702,b'Mark this method as returning void. \n'
784,86626376,"b""If it is only internal usage you can use es6 set or map (we already have shim for this). Unfortunately we can't use es6 set/maps with knockout. \n"""
790,86685208,b'Need to add a warning here.\n'
790,86685215,"b""You shouldn't have to do that, consume the value in the BuildVersion section\n"""
790,86686490,b'You are also skipping transformers\n'
790,86686595,"b'You need to put exact reason here. Maybe ""Detected 4.x file format. Automatically disabled index and transformer import."" ?\n'"
790,86686636,b'Why you added this?\n'
790,86686643,"b""So we'll have nicer syntax for 4.0\n"""
790,86686663,b'But we are not importing 4.0 transformers?\n'
790,86686694,b'We are now\n'
834,87062798,"b'Why are you using buffered output here, and not actually gzip? The code seems to suggest that you would gzip it, and certainly that is what the content type you set says.\n'"
834,87073047,"b'@maximburyak this is wrong, DetectServerSupportedFeatures returns serverVersion (25, 30, 35, etc) not buildVersion (35180 etc)\n'"
846,87248426,b'What about this in the middle of the term?\n'
846,87350129,b'if it is in the middle of a term without whitespace before it then it is a legit part of the term. hello//world is a valid term\n'
853,87390783,b'Add which db that was\n'
853,87390837,b'db name\n'
853,87390844,b'db name\n'
853,87390886,b'Looks like bad formatting\n'
853,87392041,b'what do you mean?\n'
853,87392561,b'You added an if statement on a big statement without {}\n'
854,87409811,"b""This isn't thread safe.\nwhat is going to happen to queries that are currently running? Or indexing that is currently using?\nYou are pulling the carpet on them by disposing the environment, and then making the memory they use invalid.\n\nYou need to add a reader / writer lock here to ensure that we are the only one accessing it.\n"""
854,87709182,"b""You are sleeping while holding the lock, that isn't a very good idea.\n"""
854,87709208,"b""There is a race here, a user can check the `_isCompactionInProgress` in `AssertIndexState`, see it is valid, and then start querying, and we check if there are running queries before that. \nYou can't rely on this\n"""
854,87709366,b'Who is this reporting to? It looks like this goes into the void.\n'
854,87709372,b'I think you meant to add this to the operations?\n'
854,87710455,"b'It is added to the operations, check https://github.com/ppekrol/ravendb/blob/v4.0/src/Raven.Server/Documents/Handlers/Admin/AdminIndexHandler.cs#L28\n'"
854,87710462,b'Fixed\n'
854,87710464,b'Fixed\n'
879,88251735,b'You cannot do that. When you will close the read transaction you have no guarantees that the data that document is pointing too will not change\n'
879,88252076,b'batch.Count ?\n'
879,88252367,b'we should use RateGate with MaxOpsPerSecond probably like in index batch operations\n'
879,88252644,b'there is an extension for writer: WriteOperationId IIRC\n'
867,88330679,b'Does the conditional property applies to derived methods?\n'
867,88330784,"b'I assume that this is only ever called IFF the VALIDATION is setup, right?\n'"
867,88457576,"b'Yes. 17.4.2.1 of the C# spec says: ""The conditional method must not be marked with the override modifier. A conditional method may be marked with the virtual modifier, however. Overrides of such a method are implicitly conditional, and must not be explicitly marked with a Conditional attribute.""\n'"
867,88457755,"b'See above, but yes.\n'"
867,88467565,"b'Debugger.Break while an interesting thing to happen, will have impact on CI server if we have such an error.  I would remove it.\n'"
899,89078286,b'Should we install this extension each time we create view? '
899,89078478,b'public is default in typescript so there is no need to write this. (we are following the default resharper code style suggestions except class names starts with lower case)'
899,89078670,b'Do we need this empty constructor?'
899,89078807,b'class hyperlink Column? '
899,89078854,b'remove public'
899,89079155,b'remove public'
899,89079235,b'maybe we should init this in shell? or extensions.ts class? '
899,89079430,b'this file has issues with indentation? '
899,89079599,"b'we should avoid specifing colors directly, @kwiato will change this to variables, so we can later support color themes. '"
895,89078371,b'Should we throw here? No one is going to ever catch that error.'
895,89078403,b'Same'
895,89078800,"b'I know, but thought that it would be better to set task state to faulty?'"
895,89079604,"b'The problem is that then this raised the UnhandledTaskException, and we get bug reports on that.'"
895,89079850,"b""removed 'throw'"""
899,89131975,"b""That, or we can install it once (maybe in shell). It only needs to be installed once. Install will do nothing if it's already installed."""
899,89132318,"b""Sure, I'll remove it. p.s. I agree with Resharper we should eventually move class names to start with upper case. That seems to be the emerging standard for TypeScript anyways."""
899,89132407,"b""Nope. I'll remove it."""
899,89132641,"b""Oh, that's...weird. I'll fix that."""
899,89132708,"b""Yep, that's fine. We can do a one-time initialization in shell. I'll do that."""
899,89152201,b'I agree but it is a lot of work and we went with this convention due to pvc / windows path issues. so before changing this we have to investigate potential issues.  '
899,89153203,"b'Yep, understood. I suggest we move to upper case classes at the time we migrate the Studio to Angular/React/Aurelia post-4.0.'"
903,89182502,b'Why? We already have mutliple ways to do this. '
888,88849814,b'Why use two transactions here?'
896,88974809,b'typo'
896,88975234,b'Any reason to do .ToList() and then foreach?'
896,88975956,"b'Nvm, the iterator is the reason'"
896,88976147,b'Inconsistent with UpdateByIndex. Should be UpdateByCollection? Or the other way...'
896,88976397,"b""There is also a method in this controller 'DeleteCollectionDocuments'. Maybe it is redundant now?"""
903,89302306,"b""Haven't found a function that writes the @metadata/@etag properties except for the one written specifically for a Document class..."""
904,89294102,b'This will be handled properly by @gregolsky http://issues.hibernatingrhinos.com/issue/RavenDB-5665'
917,89390297,b'Should we log this?'
918,89393253,b'if (callValue) '
918,89394333,"b'I thought that at first, too. But on closer inspection, we actually want the null check: consider if the value is false-y (e.g. zero), we still want to display it.'"
918,89394512,"b'Then use !== , right?'"
918,89397191,"b""I considered that as well, but we also want to filter out undefined, in case the row data doesn't have that cell property defined. I could have written if (cellValue !== null && cellValue !== undefined), but (cellValue != null) covers both cases. One of those rare times JavaScript's loose equality (double equals) is actually useful. :-)"""
918,89404199,b'I have to agree with you.  javascript never stops amazing me. just like adding 2 empty arrays produce an empty string.  '
920,89409315,"b""Why is this static? Isn't it better to do it at the level of the Environment?\r\n\r\nMy concern is that it is quite easy to have more than 30 storage environments, and then we'll have a lot of churn. \r\n"""
920,89410247,b'Thats actually a good idea. In that way each pool will behave closely to its typical use. And we can also react to low memory conditions'
920,89410306,"b'Okay, I got something imlemented'"
925,89648351,"b""_I_ don't understand the meaning of this error, and I'm pretty sure any user will not be able to either."""
925,89648417,"b'When passing Boolean parameters, use named value to explain what they are to readers.'"
925,89648969,"b""Isn't this duplicated exactly from DocumentsStorage?"""
925,89648981,"b""Isn't it duplicated code from DocumentStorage?"""
925,89649193,"b'This is on hot code paths, make sure that exception throwing is in separate methods to avoid making the code too big.'"
925,89649296,"b'It is also valid under certain conditions to have a table without a primary key, for example, if it holds data that might be duplicated.'"
925,89649384,"b'* Exception throwing in hot path.\r\n* _dirtyPages is set in ctor and is readonly, it cannot be null'"
925,89649569,"b""Please try to describe what _happened_ in the commit. Something like WIP doesn't tell anything to the reviewer."""
925,89649606,b'What happens if the user want to resolve in favor of the existing index? How do we prevent reset?'
925,89649627,"b'When a statement has multiple line, please make sure to wrap it in {}'"
925,89649755,"b'Same comment WRT to the commit, WIP 2 is even less helpful. And what *stuff* should work?'"
925,89649829,"b""This isn't thread safe, if another write transaction is open, it will use that, leading to hard to discover concurrency issues"""
925,89649932,"b""You set it here, but never clear it, so once we have ANY write transaction, we'll be exposing this to the world, leading to bad behavior on our part."""
925,89650137,b'Under what scenario is this a good thing? The deserializer NEVER return null.'
925,89650228,"b""You only did it half way, you need to also handle the scenario where it didn't work, otherwise you'll try to start it twice\r\n"""
925,89650326,"b""This is actually pretty expected, no? Shouldn't we ignore this error entirely? Or report this as just connection closed?"""
925,89650537,"b'This assumes that no one ever uses the LowLevelTransaction directly, which is wrong.'"
938,89655207,b'What about the JIT copy?'
938,89655680,"b""Isn't this a lot of conditionals that we can skip? What if we did it in groups of four, and then group of 1 in the end?"""
938,89659452,"b'Nope. They cannot be done that way. If we dont check we are guaranteed to touch memory which is out of bounds, and you dont want to :D '"
938,89659488,"b'Problem is, this is not a copy... It is a repeater (mascareding as copy). Changing the behavior implies trying to find if we have overlaps and that incurr cost we cannot afford to pay (we went -2x trying to do that). '"
955,89950017,"b'`IsNoneVoter` is a strange property name, should probably be `IsNotVoting` or something like that'"
961,90021339,"b""These comments aren't adding anything to the code"""
961,90021372,b'This one does'
961,90021464,"b""Don't change namespaces of existing classes without talking to someone about it, this will break clients code"""
961,90021720,b'Why do you have this commented code?'
961,90021888,b'`string}end=` missing &'
984,90403857,"b'We removed it completely, do another pull'"
979,90296537,"b'Please log and handle this exception, instead of ignoring it.'"
1025,90784372,b'There is actually a reason for the requirement for quotes.\r\nhttps://www.w3.org/Protocols/rfc2616/rfc2616-sec3.html#sec3.11\r\nSo we have to actually send the quotes'
1034,91024267,b'What this line do?'
1056,91374193,"b'Why do it like this? just do `new DynamicJsonArray(Keys)`, simpler and more robust.'"
1056,91374618,"b'Instead of `null`, need to pass ""Server""'"
1056,91374838,"b""Wouldn't this kill the server?"""
1056,91374863,b'Need to include the license details here.'
1056,91375083,"b""This doesn't actually do registration. It just validate this against remote server.\r\nWe need to be able to update the license itself. Customer may have purchased additional things, or dates have changed, etc."""
1056,91375291,"b""Shouldn't this be a static class?"""
1056,91375381,"b'How do you ensure that the type is actually a `LicenseType` and not a string, for example?'"
1056,91375720,"b'Why?\r\nWe already have a blittable document, and then we can use the `JsonServerDeserialization` there.'"
1056,91375996,"b'What about string, such as `""type"": ""Commercial""` ?'"
1056,91376193,b'Should probably do an alert here.'
1056,91377021,"b""Don't write code like that, use the standard means for generating JSON on 4.0, blittable.\r\nIn this case, using `DynamicJsonObject` to generate the object to write."""
1056,91377403,"b'Also, we probably want a better name for it, `LicenseHandler` is already the name of the request handler.'"
1056,91377526,b'JSON handling'
1056,91377678,"b""This doesn't actually _register_ anything. It just validate the license, nothing more. \r\nWhy is the process split into register / activate?"""
1055,91379250,"b""This might actually cause issues.\r\nThe problem is that we immediately make this visible, however, the transaction isn't committed yet.\r\nSo it is possible that an read transaction will see the in memory value saying no conflicts, and won't see the conflicts, even though it should (it won't see the resolution).\r\nI suggest doing something like `noConflictsAsOfTxId`, which will be set here if `_hasConflicts` is zeroed.\r\nThis way, we'll have to do two checks, the general one, and then one for our trasaction\r\n"""
1055,91379319,b'Same note regarding concurrency'
1055,91379372,"b'Same note regarding concurrency, and it is probably better to make this a method, rather than expose internal state'"
1054,91382240,b'What about Linux here?'
1054,91382287,"b'We might be able to use Dns.GetHostName, instead?'"
1053,91384639,"b""Isn't this potentially very expensive? \r\nDuring this time, new transactions are blocked after all, and that means that under indexing load, we'll have hiccups during index, no?"""
1056,91386324,"b""Register:\r\n- collect name, email and company from customer and send to server\r\n- as side effect it sends e-mail with actual license\r\n\r\nActivate:\r\n- send license (received via e-mail) to server and 'consume' this license \r\n\r\nBy doing 2 steps we make sure users enter valid e-mail address."""
1056,91386782,"b""Okay, maybe `RegisterTrial` or `RegisterFreeLicense` - I couldn't figure out what it was registering for. I though it was registering the license in RavenDB."""
1056,91386866,"b'Note that even in activate, we need to hit the license server to validate it.'"
1053,91389224,"b""No, this is cheap operation because we changed things that the actual searcher recreation is performed when a first query attempts to get the searcher (2933eadce5ffa313a7), instead of creating it after every indexing run. Underneath it's a lazy value:\r\nhttps://github.com/ravendb/ravendb/blob/v4.0/src/Raven.Server/Documents/Indexes/Persistence/Lucene/IndexSearcherHolder.cs#L89"""
1053,91389357,"b""But aren't you still taking a lock here? """
1053,91389953,b'Do you mean this one?:\r\nhttps://github.com/arekpalinski/ravendb/blob/RavenDB-5733/src/Raven.Server/Documents/Indexes/Persistence/Lucene/IndexSearcherHolder.cs#L33-L43'
1053,91390245,"b""Yes, that means that we'll have to stop all queries for the duration. And if we have a lot of queries, we'll have to wait for them to complete (and new queries are now waiting for _us_)."""
1053,91392585,b'Do you have any suggestion how to handle that without taking a lock?'
1053,91392709,b'Maybe using an immutable list?'
1053,91397198,"b""I will try that. We shouldn't expect large number of items there so the performance of an immutable collection shouldn't be an issue here. Would `System.Collections.Immutable.ImmutableList` be fine here or would we be better off  using our `ImmutableAppendOnlyList` which has only `RemoveWhile` allowing to remove a specific item?"""
1053,91397474,"b'The common behavior is adding to head and removing from tail, the standard `ImmutableList` should be enough'"
1055,91407917,b'this also sounds error prone.\r\nIn raven 3.0 we had the option to subscribe some logic to run after the transaction is committed do we have similar mechanism in v4.0? \r\n'
1055,91455280,"b'Hm... yes, that would be better. See the AfterCommitWhenNewReadTransactionsPrevented event.'"
1043,91392372,b'W.A. ? \r\n\r\nWhy are you doing something like that? Why is there different behavior between the clients?'
1043,91458373,"b""When requestring Lazily.LoadStartingWith in the old client, it's being sent as part of a multi-get (Post) operation, then the multi-get handler redirects it to the normal document handler (Get) and the request looks exactly (!) like a request from the new client but the result is in a different structure (object vs array). I needed a way to tell between them"""
1043,91458708,"b""Don't do it like that, change the old client to support the new way.\r\nI don't want to have this kind of stuff in our codebase if we can avoid it, and we can do that if we change both."""
1050,91387738,"b""You aren't saving this value. On restart, we'll lose this value.\r\nSee `PeriodicExportRunner.WriteStatus`"""
1047,91304446,b'Promote to parameter externally'
1047,91304824,"b'Removed `forCache` if not used, YAGNI for now'"
1047,91305505,"b""Here delete this on load, so we'll only have this for dbs that were successfully shutdown."""
1074,91596382,b'`LoggingFilter` typo in class name'
1074,91596511,"b'Please use full words for methods names, `Delete`, here'"
1074,91596788,"b""Here you are operating on the hard coded string fields, but earlier you are generating them at runtime. This is a recipe for errors down the lines. Make it all hard coded (it isn't meant to changed often), and it will be obvious that it won't auto update."""
1074,91596934,"b'This is bad. You are doing multiple allocations here, for the `Any` call, for the `ToLower`, etc.\r\nThis is also done elsewhere, but those happen much more rarely. Here this is called every single log entry, which means that you need to consider performance.'"
1074,91597190,"b'This allocates multiple objects on every call, we want to make sure that they are allocated once, per connection'"
1074,91597403,"b'What is this for? You are going to be adding to this all the time, why not just do that on the entry when you call `WriteToListeningWebSockets`'"
1063,91598735,"b'You actually do care, another write transaction may also be doing this, which will lead to unexpected values.\r\nNote that this is actually pretty rare thing to have, and we are fine paying the perf for that.'"
1067,91603669,b'Can never be null'
1067,91604525,b'It would actually be cheaper to do this in a single formatted string line rather than these appends.'
1067,91604561,b'Same issue with multiple calls vs single format string'
1067,91605589,"b'You are in the middle of an async task, and you are doing a sync wait here, that is a bad idea.'"
1067,91606119,b'Missing `ConfigureAwait`'
1043,91670927,b'This introduces inconsistency. Endpoints that are returning documents return them in different JSON format depending of the option used. We should not go this way in our opinion.'
1043,91670985,b'I will fix this as a part of: RavenDB-5796'
1075,91702332,"b'This is wrong on several levels. You should be use the UTF8Enocding for this, instead.'"
1098,92141901,"b""shouldn't this be `({2})`"""
1098,92263301,b'Yes. I saw you already fixed that. Thanks.'
1106,92371692,"b""We don't want to use any json.net stuff, use the `DynamicJsonValue`, instead"""
1115,92402086,b'remove { return'
1115,92402194,"b'inputItems.map((x) => ({ startTime: x[0].getTime(), endTime: x[1].getTime() }));\r\n\r\nyou have to enclose object in () to make it work. '"
1115,92402331,b'rename: brushChartStrokeColor'
1115,92402485,"b'reformat to:\r\nd3.scale.linear()\r\n.domain([0, maxConcurrentIndexes])\r\n.range([0, metrics.brushSectionIndexesWorkHeight]);'"
1115,92402558,b'var -> let '
1115,92403125,"b""move those interfaces to viewmodel class - they are private, so we don't pollute dto.d.ts."""
1115,92406170,b'done'
1115,92406189,b'done'
1115,92406596,b'done'
1115,92406686,b'done'
1115,92407764,b'Both rangeAggregator.ts & the viewModel class use them'
1111,92448028,b'You have to return to the right location first.'
1111,92448384,b'You leaked the file handle here.'
1111,92448512,b'Why not use unlink here?'
1111,92448632,"b""This shouldn't have  default handler"""
1111,92460254,b'it is fatal error any how.. '
1111,92460430,b'will be fixed\r\n'
1111,92460559,"b""we don't want the user to see the file at all"""
1111,92460677,b'Where to add an handler for this one ? (and what to do inside of it?)'
1111,92616645,b'You are missing the _reason_ for the error.'
1111,92616761,"b'No, it _should_ throw if no one is actually listening. This is a problem that we will handle in `ServerStore`'"
1121,92618748,"b""We probably shouldn't be doing much in the old client, it is going away soon."""
1121,92619018,b'Why reset here? Because we might have documents that we failed to index?'
1121,92623501,"b""I know, but it would be hard to implement this without touching the old client. I'm skipping my next two issues, waiting for the NewClient."""
1121,92623534,b'Yes.'
1130,92972812,"b""I don't think that we need to do an alert here.\r\nWe already are going to have replication topology that will report the status of replication.\r\n\r\nFor that matter, we already have the live state of the connections that we can report, without needing to leave the server.\r\n\r\nAlert is for something that is high severity and isn't auto resolving."""
1131,92984547,"b'GetPageSize() contains defaultValue, you should only pass int.Max there and it will work'"
1131,92984565,b'Both of those changes are not needed'
1131,92985165,"b'Yes - I did that first, but then I changed. \r\nI can switch back.'"
1158,93322395,b'Why do we have this? How does this differ from `None`?'
1158,93322495,"b""Not sure that I like the name. It _isn't_ manual, it is automated by the fact that they provided a script to do so."""
1158,93322748,"b'Why are we saving this as its own thing? Why not just make this part of the replication configuration document?\r\nThat way, users have the normal ways to work with it, and it simplify what we need to do by quite a bit.'"
1158,93323231,"b'This seems like a lot of code duplication with `PatchDocument`. On the other hand in `SqlReplicationPatchDocument`, we inherited from `PatchDocument` and avoided duplicating all this code.'"
