issue_id,issue_no,title,body
560786071,4788,b'Enable parallelism in Windows test agent if parallelism not causing network issue',"b""Related to this PR: https://github.com/dotnet/machinelearning/pull/4776 \r\n\r\nWe met download/restore timeout issue on some build agent, one possible reason cause this is restore consuming too much connections and affected the network performance.\r\n\r\nIn this PR we are trying to disable parallelism in all test agents to see if we mitigate the issue, otherwise we should enable parallelism again in windows test agent as according to @sharwell 's experience parallelism should not cause problem.\r\n"""
559827625,4778,b'Re-training an ImageClassificationTrainer',"b'### System information\r\n\r\n- **OS version**: Windows 10 Pro 18363\r\n- **.NET version**: Core 2.1\r\n- **Platform**: x64\r\n- **ML.NET version**: 0.15-preview\r\n\r\n### Issue\r\n\r\n- **What did you do?**\r\nI started working from [this example](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.visioncatalog.imageclassification?view=ml-dotnet#Microsoft_ML_VisionCatalog_ImageClassification_Microsoft_ML_MulticlassClassificationCatalog_MulticlassClassificationTrainers_Microsoft_ML_Vision_ImageClassificationTrainer_Options_), to perform multiclass classification using transfer learning.\r\nTraining, saving, loading, and consuming the model works as intended.\r\nNow I am trying to train further on that trained model (re-training), using these 2 steps:\r\n  * [Extract pre-trained model parameters](https://docs.microsoft.com/en-us/dotnet/machine-learning/how-to-guides/retrain-model-ml-net#re-train-model)\r\n  * [Re-train model](https://docs.microsoft.com/en-us/dotnet/machine-learning/how-to-guides/retrain-model-ml-net#re-train-model)\r\n\r\n  Similar to those steps, I came up with this piece of code:\r\n\r\n```csharp\r\n // Extract trained model parameters\r\nImageClassificationModelParameters originalParameters = ((ISingleFeaturePredictionTransformer<object>)trainedModel).Model as ImageClassificationModelParameters;\r\n// Retrain model\r\nMulticlassPredictionTransformer<ImageClassificationModelParameters> trainedModelFurther = mlContext.MulticlassClassification.Trainers.ImageClassification().Fit(trainImages, originalParameters);\r\n```\r\n\r\n- **What happened?**\r\nAt the end of the last line, the method `Fit(IDataView, ImageClassificationModelParameters)` does not exist ([docs](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.vision.imageclassificationtrainer?view=ml-dotnet#methods)).\r\n\r\n- **What did you expect?**\r\n  * First of all, I expected a similar method as `Fit(IDataView, LinearModelParameters)` in `OnlineGradientDescentTrainer` ([docs](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.trainers.onlinelineartrainer-2.fit?view=ml-dotnet#Microsoft_ML_Trainers_OnlineLinearTrainer_2_Fit_Microsoft_ML_IDataView_Microsoft_ML_Trainers_LinearModelParameters_)), `Fit(IDataView, MaximumEntropyModelParameters)` in `LbfgsMaximumEntropyMulticlassTrainer` ([docs](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.trainers.lbfgsmaximumentropymulticlasstrainer.fit?view=ml-dotnet#Microsoft_ML_Trainers_LbfgsMaximumEntropyMulticlassTrainer_Fit_Microsoft_ML_IDataView_Microsoft_ML_Trainers_MaximumEntropyModelParameters_)), or other trainers to exist.\r\nI believe the `ImageClassificationTrainer` makes use of an `LbfgsMaximumEntropyMulticlassTrainer` behind the scenes, to classify the extracted features from the images.\r\n\r\n  * Secondly (unrelated), the method `Fit(IDataView, IDataView)` in `ImageClassificationTrainer` seems unnecessary, as you can already specify the validation set (or a fraction of the training set to use for validation) in `ImageClassificationTrainer.Options`.\r\n\r\n### Question\r\n\r\nIs it possible to re-train this model on new data, maybe using some extra steps to convert the `ImageClassificationTrainer` to an `LbfgsMaximumEntropyMulticlassTrainer`? If not, when is this functionality expected?'"
559700004,4777,b'How to determine optimal number of clusters with K-Mean',"b'### System information\r\n\r\nML.NET 1.4.0\r\n\r\n### Issue\r\n\r\nI need to know how to find optimal number of clusters for K-Mean for the dataset, there are some methods that can be used like Silhouette Method or Gap analysis or Elbow methods. Does ML.NET have any API that i can use for identifying optimal K for the dataset or any way i can find.  Attaching my dataset also. It will be very helpful for my use case.\r\n\r\n[InputforClustering.xlsx](https://github.com/dotnet/machinelearning/files/4153355/InputforClustering.xlsx)\r\n\r\n\r\n### Source code / logs\r\n\r\n'"
559379667,4773,b'async code will cause dead lock with xunit',b'https://github.com/xunit/xunit/issues/864\r\nhttps://github.com/xunit/xunit/issues/1935\r\n\r\nCalling .Wait() causes deadlocks.\r\nCalling .Result causes deadlocks.\r\nCalling .GetAwaiter().GetResult() causes deadlocks.\r\n\r\nwe need to fix the way we use in async to prevent dead lock with xunit'
558998101,4769,b'Issue on MacOs',"b""There's an issue on MacOs while trying to replicate the example.\n\nException has occurred: CLR/System.DllNotFoundException\nAn unhandled exception of type 'System.DllNotFoundException' occurred in Microsoft.ML.TimeSeries.dll: 'Unable to load shared library 'MklImports' or one of its dependencies. In order to help diagnose loading problems, consider setting the DYLD_PRINT_LIBRARIES environment variable: dlopen(libMklImports, 1): image not found'\n\n---\n#### Document Details\n\n\xe2\x9a\xa0 *Do not edit this section. It is required for docs.microsoft.com \xe2\x9e\x9f GitHub issue linking.*\n\n* ID: be5ae8c9-5caa-4f64-8587-d8f8910ce911\n* Version Independent ID: 0810e529-6f15-d64d-94a3-7e93c1b67daa\n* Content: [TimeSeriesCatalog.ForecastBySsa(ForecastingCatalog, String, String, Int32, Int32, Int32, Int32, Boolean, Single, RankSelectionMethod, Nullable&lt;Int32&gt;, Nullable&lt;Int32&gt;, Boolean, Boolean, Nullable&lt;GrowthRatio&gt;, String, String, Single, Boolean) Method (Microsoft.ML)](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.timeseriescatalog.forecastbyssa?view=ml-dotnet#feedback)\n* Content Source: [dotnet/xml/Microsoft.ML/TimeSeriesCatalog.xml](https://github.com/dotnet/ml-api-docs/blob/live/dotnet/xml/Microsoft.ML/TimeSeriesCatalog.xml)\n* Product: **dotnet-ml-api**\n* GitHub Login: @natke\n* Microsoft Alias: **nakersha**"""
558886255,4768,b'KMean clustering ML.Net vs scikit-learn (Python)',"b'### System information\r\n\r\nML.NET version is 1.4.0\r\n[PresentationMatrix.xlsx](https://github.com/dotnet/machinelearning/files/4146625/PresentationMatrix.xlsx)\r\n\r\n\r\n\r\n### Issue\r\n\r\nWe try to do KMean clustering for the attached data (PresentationMatrix.csv) while doing so seeing a difference in behavior between ML.Net and scikit-learn (Python).  With ML.net i am keep getting error ""Failed to initialize clusters: too few examples"", when i try number of clusters as 60 or above, sometimes even with lesser number of clusters, where as with Scikit-learn able to proceed with out any error for more than 60 Clusters.\r\n\r\n### Source code / logs\r\n\r\nPlease paste or attach the code or logs or traces that would be helpful to diagnose the issue you are reporting.\r\n'"
558815683,4767,b'SDCA seems to contain a livelock',"b'### System information\r\n\r\n- **OS version/distro**: Windows 10\r\n- **.NET Version (eg., dotnet --info)**: 4.6.1\r\n\r\n### Issue\r\n\r\n- **What did you do?** I tried to call the SDCA method and fit the model.\r\n- **What happened?**  When I call the SDCA method in the pipeline, the code wont get past the Fit method. Noticeable is the fact that the CPU percentage wont go down, so its still calculating\r\n\r\nHowever there is no exception. The program just freezes\r\n\r\n### Source code / logs\r\n![grafik](https://user-images.githubusercontent.com/48481041/73623012-b14f4b00-463b-11ea-9531-7d7390a4980f.png)\r\n\r\nCPU usage:\r\n![grafik](https://user-images.githubusercontent.com/48481041/73623037-cd52ec80-463b-11ea-9ed8-3f6a0122564d.png)\r\n\r\n'"
558404588,4760,b'Set seed in PredictorTests',"b'All the tests in [TestPredictors.cs](https://github.com/dotnet/machinelearning/blob/master/test/Microsoft.ML.Predictor.Tests/TestPredictors.cs) call some combination of `RunAllTests`, `RunOneAllTests`, `Run_TrainTest`, and `Run_CV`.\r\nhttps://github.com/dotnet/machinelearning/blob/76777592cf7e094f5361285bc64111d09d5bdb7c/test/Microsoft.ML.TestFramework/BaseTestPredictorsMaml.cs#L95\r\nwhere `ctx.ExtraArgs` is used to add additional arguments when building the `maml` command to be run\r\nhttps://github.com/dotnet/machinelearning/blob/76777592cf7e094f5361285bc64111d09d5bdb7c/test/Microsoft.ML.TestFramework/BaseTestPredictorsMaml.cs#L143-L147\r\n\r\nThis can be used to set the seed for `maml`. All calls to `Run*` in `TestPredictiors.cs` should pass `extraSettings: new[] { ""seed=1"" }` to set the seed.\r\n\r\ncc: @harishsk  '"
557885514,4752,b'Default seed is not propagated from MLContext',"b""In theory, the seed set in `MLContext` is intended to provide the global seed for all components and operations requiring randomness, e.g. sampling, permutation, etc. In practice, this doesn't always hold true.\r\n\r\n`TrainTestSplit`, `CrossValidationSplit`, and `CrossValidate` all have a user specified seed and call `EnsureGroupPreservationColumn`, which in turn uses `GenerateNumberTransform` and `HashingEstimator`.\r\n\r\nWhen the seed is not specified by the user, it is not derived from `MLContext`. Instead, `GenerateNumberTransform` and `HashingEstimator` use their own defaults, so that if a user doesn't specify a seed to `TrainTestSplit`, `CrossValidationSplit`, or `CrossValidate`, they will always get a deterministic split regardless of the seed in `MLContext`.\r\n\r\nhttps://github.com/dotnet/machinelearning/blob/24c827416d23a6a74f16f71ec9123ca15e0e12fd/src/Microsoft.ML.Data/DataLoadSave/DataOperationsCatalog.cs#L496-L505\r\nhttps://github.com/dotnet/machinelearning/blob/24c827416d23a6a74f16f71ec9123ca15e0e12fd/src/Microsoft.ML.Data/DataLoadSave/DataOperationsCatalog.cs#L521-L525\r\n\r\ncc: @harishsk @justinormont """
557845624,4749,b'[Meta Issue] Changing defaults',"b""First of all, is this a breaking change? @terrajobst suggested it is an acceptable breaking change https://github.com/dotnet/machinelearning/issues/2305#issuecomment-508197927, @eerhardt commented that is was decided that changing defaults is acceptable https://github.com/dotnet/machinelearning/issues/2305#issuecomment-509289908\r\n\r\n- Change the following defaults based on results from @justinormont:\r\n\r\n  - #2870 `FeatirizeText` default n-grams lengths to match default text recipe:\r\n    - word: 1 -> 2\r\n    - char: no change\r\n    - @justinormont correct me if I am wrong: was the default weighting TF-IDF in TLC? It is currently TF\r\n\r\n  - #2305 `AveragedPerceptron` default iterations from 1 to 10\r\n\r\n- #3365 `RowGroupColumnName` in `FastTree` and `LightGbm` ranking trainer `Options` classes: `null` -> `'GroupId'`\r\n  - This won't actually break anything since a ranking trainer would throw anyway if there was no group ID column specified https://github.com/dotnet/machinelearning/issues/3365#issuecomment-497775736\r\n  - This would make it consistent with the API for the rankers without the `Options` class, where the default is `'GroupId'`\r\n  - They should be consistent, at least. Either `null` everywhere or `'GroupId'` everywhere.\r\n\r\ncc: @harishsk @justinormont @gvashishtha @eerhardt """
557833624,4748,b'[Meta Issue] LDA topic word summary and other enhancements',"b'This issue summarizes many user requests for exposing or adding functionality to Latent Dirichlet Allocation (LDA) model, as well as some nits.\r\n\r\n## P1: LDA model generates inconsistent result after model save and load\r\n#1004\r\n\r\n## P1: Topic Word Summary\r\nAlready existing functionality not working as advertised.\r\n\r\nThe `LatentDirichletAllocation` transform provides a popular topic modeling algorithm. It learns a model to categorize a document into `n` topics, and outputs an n-dimensional topic vector for each document, with scores for the document belonging to each topic.\r\n```\r\nTopic1  Topic2  Topic3\r\n0.6364  0.2727  0.0909\r\n0.5455  0.1818  0.2727\r\n```\r\nThere are two use cases for this:\r\n\r\n1. Use the topic vector as a featurizer for a trainer.\r\n2. Predict which topic a document belongs to directly from the LDA model, for example ""Cat related"", ""Dog related"", ""Tech news"", etc.\r\n\r\n(1) works fine as is, but (2) has usability issues related to interpretibility of the learned topics. The topic vector doesn\'t actually name the topics so it is not possible to tell what a topic actually is.\r\n\r\nLDA has a parameter `numberOfSummaryTermsPerTopic`, which in theory is supposed to provide a list of most important terms for each topic. These terms would identify what a topic learned by the model actually is. However, there is no way to get this summary from the model currently, as the model parameters are not exposed, and is therefore misleading the user into thinking that this is possible.\r\n\r\nIt used to be accessible in the old PigSty API (#1411) but that has since been removed. It was also present in TLC as a text file in the model.zip, which wasn\'t a particularly user friendly way anyway https://github.com/dotnet/machinelearning/issues/4322#issuecomment-572333759. This should be made accessible to the user by extracting the parameters from `LdaState` https://github.com/dotnet/machinelearning/issues/1411#issue-374603754.\r\n\r\nMain issue containing the discussion: #4322 \r\nDuplicate issues with the same ask: #1411 #2197 #3092 #4328 #4735 \r\n\r\n## P2: Export Full Model\r\nNew feature request: #3092 \r\n\r\nThis ask is to expose more model parameters than just topic word summary.\r\n\r\n## P2: Seeded LDA\r\nNew feature request: #4143 \r\n\r\nSeed each topic with a list of words, which will make the topic words converge in that direction. May not be present in [LightLDA](https://github.com/microsoft/LightLDA), which ML.NET wraps.\r\n\r\n## P3: Nits\r\nLDA always prints to console: #3192\r\n\r\nThank you to our users who have brought these to our attention:\r\n@hobbsa @IvanAntipov @MagicMaxxx @nukeandserve @PaulDMendoza\r\n\r\ncc: @harishsk @justinormont @yaeldekel @antoniovs1029 @gvashishtha '"
557678434,4742,b'Remove extraSettings param in unit test datasets',"b""Various of the unit test datasets reference `extraSettings`. I think this is vestigial and unused any more. The language within there (e.g. `/cacheinst- /inst`) is for a very old version of TLC that doesn't exist any more either externally or internally (tl.exe not maml.exe or tlc.exe).\r\n\r\nI believe it's safe to remove the `extraSettings` from the test dataset settings and from the test framework. Blanking them and seeing that no unit tests fail is likely a quick test to see that they are no longer used in ML\xe2\x80\xa4NET.\r\n\r\nhttps://github.com/dotnet/machinelearning/blob/36fab9b6806260e64e50992450a219e869c7f74a/test/Microsoft.ML.TestFrameworkCommon/Datasets.cs#L90-L99"""
557633231,4741,b'Fix net461/netstandard2.0 incompatibility',"b""net461 isn't compatible with netstandard2.0. In the netfx build configurations, some projects target net461 and reference Microsoft.ML.Core, which only targets netstandard2.0. There are a few options:\r\n\r\n1. Multitarget the projects that currently target netstandard2.0 to also target net461\r\n1. Update the netfx build to use net46 instead of net461, and multitarget the netstandard projects to also target netstandard1.3\r\n1. Update the netfx build to use net472 instead of net461\r\n\r\nWe used option 2 in Roslyn 1.x and 2.x, and switched to option 3 in Roslyn 3."""
557382564,4739,b'how we show permutation slot associated with feature so end user easily identify?',"b'@yaeldekel,@eerhardt,@najeeb-kazmi,@justinormont,@CESARDELATORRE \r\n\r\nwe required deep PFI and FCC on feature of their values.\r\nwe calculate PFI as per below link-\r\nhttps://devblogs.microsoft.com/premier-developer/permutation-implementation-with-ml-net/\r\nfollowing top 4 feature we got and we draw bar charts.\r\n\r\nTop 4   Features | Comments of   this Observation\r\n-- | --\r\nOvertime | Higher\xc2\xa0reported   Overtime, employees are\xc2\xa0more\xc2\xa0likely to leave.\r\n**Marital Status** | Certain\xc2\xa0group   of marital status is more likely to leave than the other group. As far as   which group, it could be identified through the debugging of each permutation   slot associated.\r\nDepartment | Certain   department employees are more likely leave than other departments. Again, the   identification could have been done as well.\r\nYears At   Company | Number   of years at the same company are factored. Again, is it more   years\xc2\xa0more\xc2\xa0likely to leave or\xc2\xa0less\xc2\xa0likely to leave?\r\n\r\nnow if you see comments on related Marital Status feature, we want to show permutation slot associated Marital Status so end user easily identify which Certain\xc2\xa0group of marital status is more likely to leave than the other group.\r\n\r\nThanks and Regards,\r\nAtul\r\n![PFI slot](https://user-images.githubusercontent.com/37444019/73481000-f1ef6000-43c0-11ea-9b4b-102a297c9ed7.png)\r\n[attrition.xlsx](https://github.com/dotnet/machinelearning/files/4135819/attrition.xlsx)\r\n\r\n'"
557233165,4738,b'PredictionEngine.Predict locks file even after disposing and going out of context',"b'### System information\r\n\r\n- **OS version/distro**: Win10\r\n- **.NET Version (eg., dotnet --info)**:  .NET 4.7.2\r\n- **ML.NET**: 1.4.0\r\n\r\n### Issue\r\n\r\nCreating PredictionEngine and using Predict on an Image data locks the image file.\r\nDisposing the prediction engine has no effect as well.\r\n\r\n~~ImageLoadingEstimator locks the image file and does not release the lock even after going out of\r\ncontext.~~\r\n\r\n\r\n'"
557108438,4735,"b'I am working with the LDA functionality of ML.NET. How can I see the summary terms for a topic. I have the default 10 summary terms per topic set, but after fitting I cannot find the terms.'","b'### System information\r\n\r\n- **OS version/distro**:\r\n- **.NET Version (eg., dotnet --info)**: \r\n\r\n### Issue\r\n\r\n- **What did you do?**\r\n- **What happened?**\r\n- **What did you expect?**\r\n\r\n### Source code / logs\r\n\r\nPlease paste or attach the code or logs or traces that would be helpful to diagnose the issue you are reporting.\r\n'"
556922207,4730,b'TensorFlow exception triggered while loading Inception model in a Jupyter C# notebook',"b'### System information\r\n\r\n- **OS version/distro**: Windows 10 Pro Build 19008 (x64)\r\n- **.NET Version (eg., dotnet --info)**: NET Core SDK 3.0.100\r\n- !!! **I am hosting my code in a C# kernel in Jupyter on Anaconda 4.8.1** !!!\r\n\r\n### Issue\r\n\r\n- **What did you do?**\r\n\r\nI\'m running a C# kernel in an Anaconda3 Jupyter server as per these instructions: https://www.hanselman.com/blog/AnnouncingNETJupyterNotebooks.aspx. This works great and my notebooks can run most ML.NET demos without any trouble.\r\n\r\nI am now buildingt a C# Jupyter notebook that demonstrates the object detection capabilities of the ML.NET library. I\'m trying to run the DeepLearning_ImageClassification_TensorFlow demo (here: https://github.com/dotnet/machinelearning-samples/tree/master/samples/csharp/getting-started/DeepLearning_ImageClassification_TensorFlow). \r\n\r\n- **What happened?**\r\n\r\nEverything works fine up until this point in the code:\r\n\r\n`var temp = mlContext.Model.LoadTensorFlowModel(""models/tensorflow_inception_graph.pb"");\r\n`\r\n\r\nThis method LoadTensorFlowModel throws an exception: System.FormatException: Tensorflow exception triggered while loading model.\r\n\r\n- **What did you expect?**\r\n\r\nI expected the method to load the tensorflow inception graph. This is what happens when running the same code on the Windows command line.\r\n\r\n### Source code / logs\r\n\r\nPlease paste or attach the code or logs or traces that would be helpful to diagnose the issue you are reporting.\r\n\r\nThe following is a minimal Jupyter C# notebook with only 2 code cells to reproduce the issue:\r\n\r\nCode cell 1\r\n```\r\n#r nuget:Microsoft.ML\r\n#r nuget:Microsoft.ML.ImageAnalytics\r\n#r nuget:Microsoft.ML.TensorFlow\r\n```\r\n\r\nCode cell 2\r\n```\r\nusing Microsoft.ML;\r\nusing Microsoft.ML.Data;\r\nusing System.IO;\r\n\r\n// create a machine learning context\r\nvar mlContext = new MLContext();\r\n\r\n// load the inception graph\r\nvar temp = mlContext.Model.LoadTensorFlowModel(""models/tensorflow_inception_graph.pb"");\r\n```\r\n\r\nThe full exception is:\r\n\r\n```\r\nSystem.FormatException: Tensorflow exception triggered while loading model.\r\n ---> System.ArgumentNullException: Value cannot be null. (Parameter \'libraryPath\')\r\n   at System.Runtime.InteropServices.NativeLibrary.Load(String libraryPath)\r\n   at MLS.Agent.NativeAssemblyLoadHelper.Resolve(String libraryName, Assembly assembly, Nullable`1 searchPath) in F:\\workspace\\_work\\1\\s\\MLS.Agent\\NativeAssemblyLoadHelper.cs:line 47\r\n   at System.Runtime.InteropServices.NativeLibrary.LoadLibraryCallbackStub(String libraryName, Assembly assembly, Boolean hasDllImportSearchPathFlags, UInt32 dllImportSearchPathFlags)\r\n   at Tensorflow.c_api.TF_NewGraph()\r\n   at Tensorflow.Graph..ctor()\r\n   at Microsoft.ML.TensorFlow.TensorFlowUtils.LoadTFSessionByModelFilePath(IExceptionContext ectx, String modelFile, Boolean metaGraph)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.ML.TensorFlow.TensorFlowUtils.LoadTFSessionByModelFilePath(IExceptionContext ectx, String modelFile, Boolean metaGraph)\r\n   at Microsoft.ML.TensorFlow.TensorFlowUtils.GetSession(IHostEnvironment env, String modelPath, Boolean metaGraph)\r\n   at Microsoft.ML.TensorFlow.TensorFlowUtils.LoadTensorFlowModel(IHostEnvironment env, String modelPath)\r\n   at Microsoft.ML.TensorflowCatalog.LoadTensorFlowModel(ModelOperationsCatalog catalog, String modelLocation)\r\n   at Submission#11.<<Initialize>>d__0.MoveNext()\r\n```\r\n\r\nAnd the inner exception is:\r\n\r\n```\r\nSystem.ArgumentNullException: Value cannot be null. (Parameter \'libraryPath\')\r\n   at System.Runtime.InteropServices.NativeLibrary.Load(String libraryPath)\r\n   at MLS.Agent.NativeAssemblyLoadHelper.Resolve(String libraryName, Assembly assembly, Nullable`1 searchPath) in F:\\workspace\\_work\\1\\s\\MLS.Agent\\NativeAssemblyLoadHelper.cs:line 47\r\n   at System.Runtime.InteropServices.NativeLibrary.LoadLibraryCallbackStub(String libraryName, Assembly assembly, Boolean hasDllImportSearchPathFlags, UInt32 dllImportSearchPathFlags)\r\n   at Tensorflow.c_api.TF_NewGraph()\r\n   at Tensorflow.Graph..ctor()\r\n   at Microsoft.ML.TensorFlow.TensorFlowUtils.LoadTFSessionByModelFilePath(IExceptionContext ectx, String modelFile, Boolean metaGraph)\r\n```\r\n\r\nI installed the Tensorflow package in Anaconda3, but my hunch is that the wrapper code in ML.NET is somehow not able to find the native library, possibly because dotnet-try is hosting the C# code.\r\n\r\nI realize this is an unconventional configuration, but I\'m trying to get as much of ML.NET as possible working in Jupyter notebooks so that C# becomes a viable language for ML training. \r\n '"
556904758,4729,"b""Any plans to include DBSCAN algorithm for clustering? DBSCAN doesn't need the cluster number before clustering.""",b'### Issue\r\n\r\n- **I have tried to cluster some dense vectors using KMeans**\r\n- **The number of clusters is needed**\r\n- **I have made some research and I have found DBSCAN which works with unknown number of clusters. Any plans to include DBSCAN in ML.NET? https://en.wikipedia.org/wiki/DBSCAN**'
556639076,4725,b'object detection training ',"b""Is there a possibility to do object detection training with ml.net comparable to the custom vision object detection services (azure)? If yes, is there a tutorial / sample out there? I couldn't find any object detection training sample. """
556557772,4719,b'ExpressionEstimator Description Too Long',b'Most of this page is taken up by the ExpressionEstimator description. \n\n---\n#### Document Details\n\n\xe2\x9a\xa0 *Do not edit this section. It is required for docs.microsoft.com \xe2\x9e\x9f GitHub issue linking.*\n\n* ID: 881dc206-da7e-738d-4fb2-5f792163ab89\n* Version Independent ID: a6456027-81b5-faa0-2d6a-d37099133234\n* Content: [Microsoft.ML.Transforms Namespace](https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.transforms?view=ml-dotnet#feedback)\n* Content Source: [dotnet/xml/ns-Microsoft.ML.Transforms.xml](https://github.com/dotnet/ml-api-docs/blob/live/dotnet/xml/ns-Microsoft.ML.Transforms.xml)\n* Product: **dotnet-ml-api**\n* GitHub Login: @natke\n* Microsoft Alias: **nakersha**'
555456797,4713,"b'If evaluation data has only one class, how should we compute AUC?'","b'Currently if there is only data from one class, we throw an exception (see issue #4692 ).\r\nIt might make more sense to return NaN instead of that.'"
555380328,4712,"b""DllNotFoundException: Unable to load DLL 'tensorflow': The specified module could not be found. (Exception from HRESULT: 0x8007007E)""","b'I am trying to Consume the ML.NET model to predict the results via following code \r\n\r\n\r\npublic static ModelOutput Predict(ModelInput input)\r\n        {\r\n\r\n\r\n            // Create new MLContext\r\n            MLContext mlContext = new MLContext();\r\n            ModelOutput result = new ModelOutput();\r\n            try\r\n            {\r\n\r\n\r\n                Load model &create prediction engine\r\n                string modelPath = AppDomain.CurrentDomain.BaseDirectory + ""MLModel.zip"";\r\n                ITransformer mlModel = mlContext.Model.Load(modelPath, out var modelInputSchema);\r\n                var predEngine = mlContext.Model.CreatePredictionEngine<ModelInput, ModelOutput>(mlModel);\r\n\r\n                Use model to make prediction on input dataDllNotFoundException: Unable to load DLL \'tensorflow\': The specified module could not be found. (Exception from HRESULT: 0x8007007E)\r\n\r\n                result = predEngine.Predict(input);\r\n                Console.WriteLine(result);\r\n\r\n            }\r\n            catch (Exception e)\r\n            {\r\n                Console.WriteLine(e.ToString());\r\n            }\r\n            return result;\r\n        }\r\n\r\n\r\n\r\nI am having tensorflow.dll error while it is installed and present in respective folder too. '"
555241878,4711,b'Q: PCA Anomaly Detection - Time series data possible?',"b'Hi all,\r\n\r\nI have been trying unsuccessfully to do PCA on time series based data to identify anomalies.\r\n\r\nI see that the PCA credit card fraud example and scenario uses a bool and is credit card data (not time based).\r\n\r\nMy question is whether this is possible using time series data in principle or is the scenario inappropriate? I have floats, must they be transformed?\r\n\r\nThanks\r\n\r\nFig'"
555099972,4709,b'Save method on asp.net core get an error that access denied path',"b'### System information\r\n\r\n- **OS version/distro**: Windows 10\r\n- **.NET Version (eg., dotnet --info)**:  .NetCore 3.1.1\r\n\r\n### Issue\r\n\r\nWhen I want save trained model with the Save Method on asp.net core, I get an error that access denied path. I used other way instead of it.\r\n[Follow here](https://github.com/Cyrus-Sushiant/MLDotNetTitanic/blob/master/MLDotNetTitanic/ML/ModelBuilder.cs#L68).\r\n\r\n### Source code / logs\r\n\r\n`mlContext.Model.Save(mlModel, modelInputSchema, modelPath);`\r\n'"
555056662,4708,"b""Tensorflow.TensorflowException Can't copy 64064 bytes of a tensor into another with 32032 bytes buffer""","b""### System information\r\n\r\n- **Windows 10 pro**:\r\n- **.NET Version .net core 3.1**: \r\n\r\n### Issue\r\n\r\n- **I've generated model for image classification by using ML.Net Model builder , 2 labels (OK & NG) 10 images in total , model was correctly created together with the C# code **\r\n- **I've checked that everything was working fine then i've added SciSharp.TensorFlow.Redist-Windows-GPU in order to check the behavior with GPU**\r\n- **I was expecting that the model will be generated just simply more fast by using GPU , unfortunately it goes in error . attached source code and snip of the error .*\r\n\r\n[ML.zip](https://github.com/dotnet/machinelearning/files/4111726/ML.zip)\r\n"""
554985537,4707,b'OnnxTransformer docs xml code sample should use latest dynamic API',b'It currently uses the old static API\r\n\r\nhttps://github.com/dotnet/machinelearning/blob/53fba319042f27efc64ef45889c9d9467ac20785/src/Microsoft.ML.OnnxTransformer/doc.xml#L49-L62\r\n'
