pull_id,pull_no,title,body
699329802,13533,b'[master] Update dependencies from dotnet/roslyn',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:4e2127c6-ddee-47cc-71b4-08d8080280bd)\r\n## From https://github.com/dotnet/roslyn\r\n- **Subscription**: 4e2127c6-ddee-47cc-71b4-08d8080280bd\r\n- **Build**: 20200911.3\r\n- **Date Produced**: 9/11/2020 1:02 PM\r\n- **Commit**: 70e1ef8236999a82883832ed1f925cdb9e4a16df\r\n- **Branch**: refs/heads/master-vs-deps\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.Net.Compilers.Toolset**: [from 3.8.0-4.20461.1 to 3.8.0-4.20461.3][1]\r\n\r\n[1]: https://github.com/dotnet/roslyn/compare/d885b79...70e1ef8\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:4e2127c6-ddee-47cc-71b4-08d8080280bd)\r\n\r\n'
699305675,13532,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/roslyn-analyzers',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:ad1b4588-4385-429c-5716-08d854f2f47d)\r\n## From https://github.com/dotnet/roslyn-analyzers\r\n- **Subscription**: ad1b4588-4385-429c-5716-08d854f2f47d\r\n- **Build**: 20200910.4\r\n- **Date Produced**: 9/11/2020 7:23 AM\r\n- **Commit**: 5d36c653629f6bbcc575f86dc7506cce24ff2220\r\n- **Branch**: refs/heads/release/dotnet5-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.CodeAnalysis.NetAnalyzers**: [from 5.0.0-rc1.20428.12 to 5.0.0-rc2.20460.4][1]\r\n\r\n[1]: https://github.com/dotnet/roslyn-analyzers/compare/e856dc1...5d36c65\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:ad1b4588-4385-429c-5716-08d854f2f47d)\r\n\r\n'
699252137,13531,b'[master] Update dependencies from dotnet/fsharp',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:42347601-5838-4322-3219-08d8080363b6)\r\n## From https://github.com/dotnet/fsharp\r\n- **Subscription**: 42347601-5838-4322-3219-08d8080363b6\r\n- **Build**: 20200910.6\r\n- **Date Produced**: 9/11/2020 12:45 AM\r\n- **Commit**: 183ab3a82559908b1b1d477fb3ced179617f4e8d\r\n- **Branch**: refs/heads/release/dev16.8\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.FSharp.Compiler**: [from 11.0.0-beta.20459.7 to 11.0.0-beta.20460.6][1]\r\n\r\n[1]: https://github.com/dotnet/fsharp/compare/8f22066...183ab3a\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:42347601-5838-4322-3219-08d8080363b6)\r\n\r\n'
699230257,13530,b'[master] Update dependencies from dotnet/arcade',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:daa187e0-7e60-4c7a-c1ac-08d6354da8a8)\r\n## From https://github.com/dotnet/arcade\r\n- **Subscription**: daa187e0-7e60-4c7a-c1ac-08d6354da8a8\r\n- **Build**: 20200909.8\r\n- **Date Produced**: 9/10/2020 1:18 AM\r\n- **Commit**: 91470b0b14ba016c1fb78211b12775287c17b34e\r\n- **Branch**: refs/heads/master\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.DotNet.XUnitExtensions**: [from 5.0.0-beta.20453.7 to 5.0.0-beta.20459.8][1]\r\n  - **Microsoft.DotNet.Arcade.Sdk**: [from 5.0.0-beta.20453.7 to 5.0.0-beta.20459.8][1]\r\n  - **Microsoft.DotNet.Helix.Sdk**: [from 5.0.0-beta.20453.7 to 5.0.0-beta.20459.8][1]\r\n  - **Microsoft.DotNet.SignTool**: [from 5.0.0-beta.20453.7 to 5.0.0-beta.20459.8][1]\r\n\r\n[1]: https://github.com/dotnet/arcade/compare/16b71a2...91470b0\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:daa187e0-7e60-4c7a-c1ac-08d6354da8a8)\r\n\r\n'
699139490,13529,b'[master] Update dependencies from dotnet/roslyn',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:4e2127c6-ddee-47cc-71b4-08d8080280bd)\r\n## From https://github.com/dotnet/roslyn\r\n- **Subscription**: 4e2127c6-ddee-47cc-71b4-08d8080280bd\r\n- **Build**: 20200911.1\r\n- **Date Produced**: 9/11/2020 9:44 AM\r\n- **Commit**: d885b7981da9296e91ca3bfb081564bb38407c2c\r\n- **Branch**: refs/heads/master-vs-deps\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.Net.Compilers.Toolset**: [from 3.8.0-4.20460.4 to 3.8.0-4.20461.1][1]\r\n\r\n[1]: https://github.com/dotnet/roslyn/compare/64f2392...d885b79\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:4e2127c6-ddee-47cc-71b4-08d8080280bd)\r\n\r\n'
699133738,13528,b'[master] Update dependencies from mono/linker',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:9ac01057-d33d-4509-c9e1-08d846b6e5b9)\r\n## From https://github.com/mono/linker\r\n- **Subscription**: 9ac01057-d33d-4509-c9e1-08d846b6e5b9\r\n- **Build**: 20200911.3\r\n- **Date Produced**: 9/11/2020 1:12 PM\r\n- **Commit**: fcc4a2721a38f28a88cec671d2262052eae48281\r\n- **Branch**: refs/heads/master\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.NET.ILLink.Tasks**: [from 6.0.0-alpha.1.20460.3 to 6.0.0-alpha.1.20461.3][1]\r\n\r\n[1]: https://github.com/mono/linker/compare/4f11a35...fcc4a27\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:9ac01057-d33d-4509-c9e1-08d846b6e5b9)\r\n\r\n\r\n\r\n'
699107225,13527,b'[release/5.0.1xx-rc2] Update dependencies from mono/linker',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:b10cb26c-d99d-4c7c-c2a6-08d849f40056)\r\n## From https://github.com/mono/linker\r\n- **Subscription**: b10cb26c-d99d-4c7c-c2a6-08d849f40056\r\n- **Build**: 20200911.1\r\n- **Date Produced**: 9/11/2020 9:44 AM\r\n- **Commit**: c1de87e49fd158526a337c4da32d3d12c5eb1251\r\n- **Branch**: refs/heads/release/5.0\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.NET.ILLink.Tasks**: [from 5.0.0-rc.1.20460.4 to 5.0.0-rc.1.20461.1][1]\r\n\r\n[1]: https://github.com/mono/linker/compare/ec64f67...c1de87e\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:b10cb26c-d99d-4c7c-c2a6-08d849f40056)\r\n\r\n'
699029373,13526,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/aspnetcore',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:417b2982-fde8-462c-a3ba-08d849eee92a)\r\n## From https://github.com/dotnet/aspnetcore\r\n- **Subscription**: 417b2982-fde8-462c-a3ba-08d849eee92a\r\n- **Build**: 20200910.25\r\n- **Date Produced**: 9/11/2020 6:33 AM\r\n- **Commit**: 7a74a1bb682b4a94e1dc6b2d6a654c6d6140517e\r\n- **Branch**: refs/heads/release/5.0-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **VS.Redist.Common.AspNetCore.TargetingPack.x64.5.0**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.NET.Sdk.Razor**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **dotnet-dev-certs**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **dotnet-user-secrets**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **dotnet-watch**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.App.Ref**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.Analyzers**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.NET.Sdk.BlazorWebAssembly**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.Components.Analyzers**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.Mvc.Api.Analyzers**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.DeveloperCertificates.XPlat**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n  - **Microsoft.AspNetCore.Mvc.Analyzers**: [from 5.0.0-rc.2.20460.24 to 5.0.0-rc.2.20460.25][1]\r\n\r\n[1]: https://github.com/dotnet/aspnetcore/compare/11b85eb...7a74a1b\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:417b2982-fde8-462c-a3ba-08d849eee92a)\r\n\r\n'
698921142,13525,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/windowsdesktop',"b""This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:2218df13-7bfe-419a-a3bb-08d849eee92a)\r\n## From https://github.com/dotnet/windowsdesktop\r\n- **Subscription**: 2218df13-7bfe-419a-a3bb-08d849eee92a\r\n- **Build**: 20200910.13\r\n- **Date Produced**: 9/11/2020 6:18 AM\r\n- **Commit**: 3b432fcf3ca1020b07b8ccbdd7cbcef569e53323\r\n- **Branch**: refs/heads/release/5.0-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.WindowsDesktop.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.12 to 5.0.0-rc.2.20460.13][1]\r\n  - **Microsoft.WindowsDesktop.App.Ref**: [from 5.0.0-rc.2.20460.12 to 5.0.0-rc.2.20460.13][1]\r\n  - **Microsoft.WindowsDesktop.App**: [from 5.0.0-rc.2.20460.12 to 5.0.0-rc.2.20460.13][1]\r\n\r\n[1]: https://github.com/dotnet/windowsdesktop/compare/24d8ff2...3b432fc\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:2218df13-7bfe-419a-a3bb-08d849eee92a)\r\n\r\n\r\n\r\n[marker]: <> (Begin:Coherency Updates)\r\n## Coherency Updates\r\n\r\nThe following updates ensure that dependencies with a *CoherentParentDependency*\r\nattribute were produced in a build used as input to the parent dependency's build.\r\nSee [Dependency Description Format](https://github.com/dotnet/arcade/blob/master/Documentation/DependencyDescriptionFormat.md#dependency-description-overview)\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Coherency Updates**:\r\n  - **Microsoft.NET.Sdk.WindowsDesktop**: from 5.0.0-rc.2.20460.5 to 5.0.0-rc.2.20460.7 (parent: Microsoft.WindowsDesktop.App)\r\n  - **Microsoft.DotNet.Wpf.ProjectTemplates**: from 5.0.0-rc.2.20460.5 to 5.0.0-rc.2.20460.7 (parent: Microsoft.WindowsDesktop.App)\r\n  - **Microsoft.Dotnet.WinForms.ProjectTemplates**: from 5.0.0-rc.2.20460.2 to 5.0.0-rc.2.20460.3 (parent: Microsoft.WindowsDesktop.App)\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n[marker]: <> (End:Coherency Updates)\r\n\r\n"""
698883426,13524,b'[master] Update dependencies from dotnet/aspnetcore',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:c0c2be01-34a3-46d9-31fe-08d7a4f3bc87)\r\n## From https://github.com/dotnet/aspnetcore\r\n- **Subscription**: c0c2be01-34a3-46d9-31fe-08d7a4f3bc87\r\n- **Build**: 20200910.23\r\n- **Date Produced**: 9/11/2020 4:08 AM\r\n- **Commit**: 360914cb0b2f467504a59b39464da642982c738f\r\n- **Branch**: refs/heads/master\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **dotnet-watch**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **dotnet-user-secrets**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **dotnet-dev-certs**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.Analyzers**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.App.Ref**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.Components.Analyzers**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.NET.Sdk.Razor**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.NET.Sdk.BlazorWebAssembly**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.DeveloperCertificates.XPlat**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.Mvc.Api.Analyzers**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n  - **Microsoft.AspNetCore.Mvc.Analyzers**: [from 5.0.0-rc.2.20460.20 to 5.0.0-rc.2.20460.23][1]\r\n\r\n[1]: https://github.com/dotnet/aspnetcore/compare/e8b8066...360914c\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:c0c2be01-34a3-46d9-31fe-08d7a4f3bc87)\r\n\r\n'
698875340,13523,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/aspnetcore',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:417b2982-fde8-462c-a3ba-08d849eee92a)\r\n## From https://github.com/dotnet/aspnetcore\r\n- **Subscription**: 417b2982-fde8-462c-a3ba-08d849eee92a\r\n- **Build**: 20200910.24\r\n- **Date Produced**: 9/11/2020 4:46 AM\r\n- **Commit**: 11b85eb7e277d288def26b3b325a5f1c53733e17\r\n- **Branch**: refs/heads/release/5.0-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **VS.Redist.Common.AspNetCore.TargetingPack.x64.5.0**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.NET.Sdk.Razor**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **dotnet-dev-certs**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **dotnet-user-secrets**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **dotnet-watch**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.App.Ref**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.Analyzers**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.NET.Sdk.BlazorWebAssembly**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.Components.Analyzers**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.Mvc.Api.Analyzers**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.DeveloperCertificates.XPlat**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n  - **Microsoft.AspNetCore.Mvc.Analyzers**: [from 5.0.0-rc.2.20460.22 to 5.0.0-rc.2.20460.24][1]\r\n\r\n[1]: https://github.com/dotnet/aspnetcore/compare/5aa4a7c...11b85eb\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:417b2982-fde8-462c-a3ba-08d849eee92a)\r\n\r\n\r\n\r\n'
698810307,13522,"b""[automated] Merge branch 'release/3.1.1xx' => 'release/3.1.4xx'""","b'I detected changes in the release/3.1.1xx branch which have not been merged yet to release/3.1.4xx. I\'m a robot and am configured to help you automatically keep release/3.1.4xx up to date, so I\'ve opened this PR.\r\n\r\nThis PR merges commits made on release/3.1.1xx by the following committers:\n\n* wli3\n* marcpopMSFT\n* joeloff\n* dotnet-bot\n* wtgodbe\n* dsplaisted\n* dotnet-maestro[bot]\n* mmitche\r\n\r\n## Instructions for merging from UI\r\n\r\nThis PR will not be auto-merged. When pull request checks pass, complete this PR by creating a merge commit, *not* a squash or rebase commit.\r\n\r\n<img alt=""merge button instructions"" src=""https://i.imgur.com/GepcNJV.png"" width=""300"" />\r\n\r\nIf this repo does not allow creating merge commits from the GitHub UI, use command line instructions.\r\n\r\n## Instructions for merging via command line\r\n\r\nRun these commands to merge this pull request from the command line.\r\n\r\n``` sh\r\ngit fetch\r\ngit checkout release/3.1.1xx\r\ngit pull --ff-only\r\ngit checkout release/3.1.4xx\r\ngit pull --ff-only\r\ngit merge --no-ff release/3.1.1xx\r\n\r\n# If there are merge conflicts, resolve them and then run git merge --continue to complete the merge\r\n# Pushing the changes to the PR branch will re-trigger PR validation.\r\ngit push https://github.com/dotnet-maestro-bot/sdk HEAD:merge/release/3.1.1xx-to-release/3.1.4xx\r\n```\r\n\r\n<details>\r\n<summary>or if you are using SSH</summary>\r\n\r\n```\r\ngit push git@github.com:dotnet-maestro-bot/sdk HEAD:merge/release/3.1.1xx-to-release/3.1.4xx\r\n```\r\n\r\n</details>\r\n\r\n\r\nAfter PR checks are complete push the branch\r\n```\r\ngit push\r\n```\r\n\r\n## Instructions for resolving conflicts\r\n\r\n:warning: If there are merge conflicts, you will need to resolve them manually before merging. You can do this [using GitHub][resolve-github] or using the [command line][resolve-cli].\r\n\r\n[resolve-github]: https://help.github.com/articles/resolving-a-merge-conflict-on-github/\r\n[resolve-cli]: https://help.github.com/articles/resolving-a-merge-conflict-using-the-command-line/\r\n\r\n## Instructions for updating this pull request\r\n\r\nContributors to this repo have permission update this pull request by pushing to the branch \'merge/release/3.1.1xx-to-release/3.1.4xx\'. This can be done to resolve conflicts or make other changes to this pull request before it is merged.\r\n\r\n```\r\ngit checkout -b merge/release/3.1.1xx-to-release/3.1.4xx release/3.1.4xx\r\ngit pull https://github.com/dotnet-maestro-bot/sdk merge/release/3.1.1xx-to-release/3.1.4xx\r\n(make changes)\r\ngit commit -m ""Updated PR with my changes""\r\ngit push https://github.com/dotnet-maestro-bot/sdk HEAD:merge/release/3.1.1xx-to-release/3.1.4xx\r\n```\r\n\r\n<details>\r\n    <summary>or if you are using SSH</summary>\r\n\r\n```\r\ngit checkout -b merge/release/3.1.1xx-to-release/3.1.4xx release/3.1.4xx\r\ngit pull git@github.com:dotnet-maestro-bot/sdk merge/release/3.1.1xx-to-release/3.1.4xx\r\n(make changes)\r\ngit commit -m ""Updated PR with my changes""\r\ngit push git@github.com:dotnet-maestro-bot/sdk HEAD:merge/release/3.1.1xx-to-release/3.1.4xx\r\n```\r\n\r\n</details>\r\n\r\nContact .NET Core Engineering if you have questions or issues.\r\nAlso, if this PR was generated incorrectly, help us fix it. See https://github.com/dotnet/arcade/blob/master/scripts/GitHubMergeBranches.ps1.\r\n'"
698802435,13521,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/runtime',b'This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:6d454d19-9114-480c-4ffc-08d849ef93df)\r\n## From https://github.com/dotnet/runtime\r\n- **Subscription**: 6d454d19-9114-480c-4ffc-08d849ef93df\r\n- **Build**: 20200910.15\r\n- **Date Produced**: 9/11/2020 3:08 AM\r\n- **Commit**: e3a1128fc78c2836c899bc5099d7e0261888f08f\r\n- **Branch**: refs/heads/release/5.0-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **System.CodeDom**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NET.HostModel**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.Extensions.DependencyModel**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.Platforms**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.DotNetHostResolver**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.App.Host.win-x64**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.App.Internal**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **Microsoft.NETCore.App.Ref**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **System.Text.Encoding.CodePages**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **System.Security.Cryptography.ProtectedData**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n  - **System.Resources.Extensions**: [from 5.0.0-rc.2.20460.10 to 5.0.0-rc.2.20460.15][1]\r\n\r\n[1]: https://github.com/dotnet/runtime/compare/3802520...e3a1128\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:6d454d19-9114-480c-4ffc-08d849ef93df)\r\n\r\n'
698774609,13520,b'[release/5.0.1xx-rc2] Update dependencies from dotnet/windowsdesktop',"b""This pull request updates the following dependencies\r\n\r\n[marker]: <> (Begin:Coherency Updates)\r\n## Coherency Updates\r\n\r\nThe following updates ensure that dependencies with a *CoherentParentDependency*\r\nattribute were produced in a build used as input to the parent dependency's build.\r\nSee [Dependency Description Format](https://github.com/dotnet/arcade/blob/master/Documentation/DependencyDescriptionFormat.md#dependency-description-overview)\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Coherency Updates**:\r\n  - **Microsoft.NET.Sdk.WindowsDesktop**: from 5.0.0-rc.2.20460.4 to 5.0.0-rc.2.20460.5 (parent: Microsoft.WindowsDesktop.App)\r\n  - **Microsoft.DotNet.Wpf.ProjectTemplates**: from 5.0.0-rc.2.20460.4 to 5.0.0-rc.2.20460.5 (parent: Microsoft.WindowsDesktop.App)\r\n  - **Microsoft.Dotnet.WinForms.ProjectTemplates**: from 5.0.0-rc.2.20460.1 to 5.0.0-rc.2.20460.2 (parent: Microsoft.WindowsDesktop.App)\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n[marker]: <> (End:Coherency Updates)\r\n\r\n[marker]: <> (Begin:2218df13-7bfe-419a-a3bb-08d849eee92a)\r\n## From https://github.com/dotnet/windowsdesktop\r\n- **Subscription**: 2218df13-7bfe-419a-a3bb-08d849eee92a\r\n- **Build**: 20200910.11\r\n- **Date Produced**: 9/11/2020 12:46 AM\r\n- **Commit**: 6a6d6faa7f4e4a191e2812b62528c76c748e1d45\r\n- **Branch**: refs/heads/release/5.0-rc2\r\n\r\n[DependencyUpdate]: <> (Begin)\r\n\r\n- **Updates**:\r\n  - **Microsoft.WindowsDesktop.App.Runtime.win-x64**: [from 5.0.0-rc.2.20460.9 to 5.0.0-rc.2.20460.11][1]\r\n  - **Microsoft.WindowsDesktop.App.Ref**: [from 5.0.0-rc.2.20460.9 to 5.0.0-rc.2.20460.11][1]\r\n  - **Microsoft.WindowsDesktop.App**: [from 5.0.0-rc.2.20460.9 to 5.0.0-rc.2.20460.11][1]\r\n  - **Microsoft.NET.Sdk.WindowsDesktop**: [from 5.0.0-rc.2.20460.4 to 5.0.0-rc.2.20460.5][2]\r\n  - **Microsoft.DotNet.Wpf.ProjectTemplates**: [from 5.0.0-rc.2.20460.4 to 5.0.0-rc.2.20460.5][2]\r\n  - **Microsoft.Dotnet.WinForms.ProjectTemplates**: [from 5.0.0-rc.2.20460.1 to 5.0.0-rc.2.20460.2][3]\r\n\r\n[1]: https://github.com/dotnet/windowsdesktop/compare/c62a29b...6a6d6fa\r\n[2]: https://github.com/dotnet/wpf/compare/66fadb5...940d0da\r\n[3]: https://github.com/dotnet/winforms/compare/9c7b5cc...83168ff\r\n\r\n[DependencyUpdate]: <> (End)\r\n\r\n\r\n[marker]: <> (End:2218df13-7bfe-419a-a3bb-08d849eee92a)\r\n\r\n"""
