pull_no,comment_no,comment_body
163,80253130,"b""There are two reasons for the cross-targeting test failure:\n- The test currently calls restore instead of restore3 which means a lock.json is generated instead of project.assets.json. Since this project has the TargetFrameworks property we expect project.assets.json. The test needs to call restore3. I have a change that switches all tests to restore3 but that revealed another issue in restore3. I've sent mail to @emgarten about that.\n-  Even if that issue is fixed, we need the latest CLI with the latest restore3 for the cross-targeting test to succeed.\n\nI'm thinking of filing a bug and disabling this test to let the merge go through and then follow up with a PR that switches tests to restore3 which can merge when we have all the restore3 fixes. This way we can atleast use the SDK to test PackageReference for non cross targeting scenarios. Any objections?\n"""
163,80276626,"b""Yes, brought this up NuGet yesterday. Currently restore couples TargetFrameworks with PackageReferences - meaning the assets.json is only generated for a project that has TargetFrameworks. This is incorrect since as you point out not all core projects need to have it and also that property has nothing to do with whether PackageReferences are read from a project file. This will need to be fixed when PackageReferences are enable for UWP for eg. I'll file a bug to track as well.\n"""
163,80277756,"b""This build will still have the restore3 bug that's causing tests to fail. So i'll take a drop of the new CLI in #164.\n"""
163,80278502,b'Yes - https://github.com/NuGet/Home/issues/3501\n'
186,80809086,b'These are the project jsons for the project that builds the template - it pulls in the VS SDK to build the template. This is not the template.\n'
188,81014311,b'The entrypoint emit is controlled by `<OutputType>Exe  vs <OutputType>Library`\n'
192,81871984,b'Was this the only change needed to get projects to target desktop?\n'
192,81876404,b'Ah ok. Makes sense.\n'
242,82893215,b'Oops :)\n'
262,83122285,b'Can we just make this bin\\$(Configuration)\\ unconditionally in all places? so that adding new configurations is not busted?\n'
282,83466697,b'Not sure I understand - This is just a discussion what the test should do right?- the change to the package will make it applicable for any TFM. Correct?\n'
331,85589831,b'This project builds the template vsix (on windows). The actual template Is https://github.com/codito/dotnet-sdk/blob/8ea2957a740f419b6df7213090eb2d65b1a48aec/src/Templates/ProjectTemplates/CSharp/.NETCore/CSharpXUnitTest/ProjectTemplate.csproj\n'
425,90174409,"b""The version folder won't be there now right?"""
425,90177683,b'Can we instead use $(MSBuildSDKsPath)\\nuget.build.tasks.pack\\.. to import?'
425,90177830,b'Why not just delete it instead of the TODO?'
425,90177862,b'Change name'
425,90177883,b'Change name'
425,90405668,"b""We still need ToolsVersion. Not having it makes VS pop up an upgrade dialog at the beginning and the change to fix that is not yet in. Let's separate the removal of ToolsVersion into a separate change"""
444,90558465,b'Fixed.'
444,90687742,b'Done'
461,91211580,"b'Per discussion on another thread, this should be conditioned on the TFM.'"
468,92012532,"b""Including *.cs means that every language that wants globs (like VB) will need to override. I like Nick's suggestion of moving this to the CSharp props file."""
505,92751151,"b""I don't understand - SigningConfig is moving from an item to a property? It should be $(SigningConfig) here then right? I don't understand why this needs to be a property instead of an item - what's broken?"""
510,92788990,b'Yes. Can we also make the project name\\folder name be CSharpNetStandardTemplatesSetup?'
510,92789621,b'Call these projects CSharpNetStandardClassLibrary as well?'
510,92881991,"b""Normally yes (in the extension manager dialog). However since these VSIXes will be marked as Productcomponent they won't show up in the package manager dialog. So no."""
461,92898642,"b""Not sure. I don't think anyone has tested that enough to enable it though. We can add it back if needed."""
465,92899089,b'Hmm.. Not sure. I think @natidea tried this but had to switch to desktop msbuild for some reason. Nat do you remember?'
510,93083697,"b""This shouldn't include the NET SDK - otherwise the same component is being included in two vsmanprojs. Ideally we should split out the SDK into a separate vsmanproj later when we move to the model for pulling in unzipped sdks."""
505,93087610,b'Ok this line needs to change then.'
489,93312306,b'NerCore.App is needed for netcore projects (even if the SDK is present). This is however a Desktop project - so not needed here.'
468,94067654,b'Is there an issue tracking this?'
468,94067830,b'Remove from here and get the PR ready for merging in?'
450,94210004,b'No check for DisableImplicitFrameworkReferences?'
450,94210013,b'Should this also be ReadOnly=true?'
450,94210051,"b""Where is this property defined and what's the relevance of adding this property to this change?"""
450,94514944,b'This ItemGroup should be deleted'
450,94515003,b'This too.'
576,94518974,b'Can you document this over at https://github.com/Microsoft/VSProjectSystem/blob/master/doc/overview/project_capabilities.md?'
582,94880451,b'Do we intend to add these back? can you file an issue for that?'
582,94880541,b'Again please file a bug on this.'
597,94912274,b'Isnt this line the only change you need to remove the node in the UI? I like having the folder in our repo to organize it better.'
608,95431720,b'If you sync this has already been fixed.'
608,95431974,"b""Actually no it's fixed in master but by using the new named parameter rootPath. Can you switch to that so that it's more self documenting?"""
608,95456861,"b""I think that just hides problems. Also longer term it's better to use the parameter name to document the code better."""
645,96108656,b'Did you mean to put this in the targets file?'
645,96108667,b'@davkean - will this make the tree show the properties node? You had some reservations against adding it. '
675,96720497,"b""A customer ran into a similar issue - https://github.com/dotnet/sdk/issues/679. Basically they had different casing for NetStandard.Library and we weren't deduping."""
687,96810117,b'Do you have to update the authoring in https://github.com/dotnet/sdk/blob/master/src/VsixV3/Microsoft.Net.Sdk.swr? Did the layout change?'
727,97837391,"b""You seem to fixed merge conflicts incorrectly. This change and the netci.groovy change shouldn't be there."""
762,98709532,"b""So in VS both 6.0.4 and 8 will get loaded or will the binding redirect be respected and only 8 will get loaded? \r\n\r\nAlso, the first time we tried multi-targeting, the deps file task blew up saying it can't find 9.0.1 because it was trying to load 9.0.1 right? Isn't that going to happen again?"""
797,99342508,"b""If a SDK-based project doesn't define a TargetFramework, do we issue an error today? I'm thinking if someone takes an existing project where TFI, TFV are set and makes it use the SDK and doesn't set TargetFramework, will we now think of them as not-single-targeting projects? """
805,99410304,"b""I think I'd say something like:\r\n\r\nProject '{0}' targets '{2}' but is being referenced from a project targeting '{1}' which is incompatible''"""
813,99447760,"b""Is there a way to know that this is the exhaustive list? Can you make sure to play with each property with the CPS Visible=False to make sure that it doesn't crash?"""
870,101404364,"b""Full msbuild means the one in VS. Pasting my comment to this thread as well:\r\n\r\nI assume it's not failing because the Jenkins machines won't have the corresponding change in NuGet.targets that adds a condition to skip import with these properties. When we move Jenkins to a build with the VS side change then it'll start failing"""
878,101816342,"b""Let's add a better comment here explaining why we are doing this."""
935,104208601,b'I think we can remove the comment. @emgarten is getting the nuget changes merged into the 15.3 VS branch today'
1090,110458234,"b""@abpiskunov I think you are thinking of the ResolvePackageReferences target. `CollectPackageReferences` is a separate target that currently just returns all the PackageReference items from evaluation. It is an extensibility point for some other tools\\package managers (say like Paket) to inject unresolved PackageReferences dynamically. It still requires a DT build (which is being performed anyway to run this target) but doesn't read the assets file and is quick. """
1140,112780209,"b""You'll need to delete this line."""
1173,114645286,b'It would be nice if we can detect the semicolon and issue a different error that says they probably should use TargetFrameworks instead of TargetFramework.'
1188,115321009,"b""The condition on TFM doesn't sound right. So netstandard libraries don't get these default imports?"""
1188,115321110,b'For that reason you probably also want a different property to disable the default imports.'
1188,115321449,"b""I'd say just drop System.Data altogether since that's not in the default set of referneces for netstandard\\netcore"""
1188,115331935,"b'We should use some new property instead of DisableImplicitFrameworkReferences - probably something like DisableImplicitImports. However for .NETFramework, we should check both properties.'"
1330,121233873,"b""It's not just facades - netstandard.dll for example won't have the Fa\xc3\xa7ade metadata but that needs to be reparented as well. Also why do we need to explicit check for NETStandard.Library? Can we just reparent items with NuGetPackageId and NuGetPackageVersion metadata under that package id,version?"""
1329,121481188,"b""The reason we decided to do that was because the same properties are used by analyzers as well and for C#\\VB those fields can have arbitrary error codes. From a user standpoint - it's easier to think of it as one place to suppress warnings coming from build than have one for each tool (given there's UI for these properties). \r\n\r\nWe hadn't considered F#. Should we maybe default these only for C#\\VB? """
1329,121531950,"b""We can always make up a new property but there's no UI for anything else."""
1330,121829576,b'I agree - I see nothing wrong with supporting a NuGetPackageId\\Version metadata property.'
1330,121829636,b'Why make it specific to 2.0? '
1330,122082765,b'There is code that was added in VS to see if an item is defined in the project and if not then make it unremovable. So not sure if this is still used.'
1352,122830887,b'@nguerrera mentioned that this should NuGetTargetMoniker to account for UWP? '
1373,124712722,"b""This shouldn't be conditioned on IsCrossTargetingBuild"""
1702,149508082,"b'>UsingToolSourceLink [](start = 5, length = 19)\r\n\r\nWhy disable source link?'"
1702,149508588,"b'><RoslynToolsMicrosoftSignToolVersion>0.3.7-beta</RoslynToolsMicrosoftSignToolVersion> [](start = 4, length = 85)\r\n\r\nNot necessary. The toolset itself references version that it needs to do signing.'"
1702,149508690,"b""><SourceLinkCreateCommandLineVersion>2.5.0</SourceLinkCreateCommandLineVersion> [](start = 4, length = 78)\r\n\r\nNot necessary. We don't use the SourceLink.Create package."""
1702,149509073,"b'>DotNetXUnitVersion [](start = 5, length = 18)\r\n\r\nNot necessary. The toolset defines default XUnit version'"
1702,149509110,b'ditto'
1702,149511680,"b'><NonShipping>true</NonShipping> [](start = 4, length = 31)\r\n\r\nNonShipping is not used'"
1702,149512062,"b"">Tests [](start = 16, length = 5)\r\n\r\nI'd remove this. What's the benefit of building tests to a Tests subdirectory?"""
1702,149512456,b'I see. Ok.\r\n\r\n---\r\nIn reply to: [149512347](https://github.com/dotnet/sdk/pull/1702#discussion_r149512347) [](ancestors = 149512347)'
1702,149516282,b'I think you want to do this only if $restore is true.'
1702,149516974,"b""The toolset makes it work automatically if you don't disable it."""
1702,149518768,"b'The toolset uses 2.3.0:\r\n```\r\n<XUnitVersion Condition=""\'$(XUnitVersion)\' == \'\'"">2.3.0</XUnitVersion>\r\n<XUnitRunnerConsoleVersion Condition=""\'$(XUnitRunnerConsoleVersion)\' == \'\'"">$(XUnitVersion)</XUnitRunnerConsoleVersion>\r\n<XUnitRunnerVisualStudioVersion Condition=""\'$(XUnitRunnerVisualStudioVersion)\' == \'\'"">2.3.0</XUnitRunnerVisualStudioVersion>\r\n```'"
1702,149518984,"b""Actually, ```DotNetXUnitVersion``` doesn't seem to be used at all."""
1702,149519084,b'The Core runner is in the same package as desktop runner.'
1702,149519208,"b""So we don't need tow different versions."""
1702,149519406,b'Feel free to update the toolset to this version.'
1796,156802423,b'Add a variable $(XUnitPerformanceApiVersion)'
1818,157025518,b'Which one is absolute? ```<Import>``` paths do not need to be absolute as they are evaluated relative to the containing file.'
1818,157032250,"b""That one points to a directory that's not in the source repo (it's in the toolset nuget package)"""
1818,157032650,b'in other words in this case ```$(RepoToolsetDir)Settings.props``` is not the same as ```Settings.props``` while in the previous case ```$(MSBuildThisFileDirectory)..\\Directory.Build.props``` is equivalent to ```..\\Directory.Build.props```.'
2000,171042549,b'I guess we can OR it. '
2028,173028222,"b'Is there a better syntax to use for the revision? I believe Nerdbank.GitVersioning uses `g+` and assume `g` stands for git. `SourceRevisionId` could be commit hash, TFVC changeset number, etc. '"
2028,173067931,"b""Ah, yes, forgot to add SourceRevisionId != '' to the condition. \r\nIt's set by InitializeSourceControlInformation target that is provided by a source control package."""
2028,173229394,"b'Yeah, i would not include the `g` in the version. Just `x.y.z+sha` seems good enough.'"
2028,173229804,b'How do we detect that though? Look for `+` in `InformationalVersion`?'
2028,173241876,"b""> But that isn't foolproof due to ordering and possible SHA abbreviation.\r\n\r\nYup, that's the problem. """
2028,173611195,"b""@AArnott We need the guarantee that `InitializeSourceControlInformation` runs.\r\n\r\n@nguerrera Yes, I agree we need to be careful about the dependency. Let's discuss it next week."""
2028,173611438,b'@nguerrera I have an idea how to avoid the break. Let me check with msbuild team.'
2028,174892544,"b""That's an interesting point. Can we run tests against older msbuild common targets? Ideally we would test against the current and a fixed previous version that doesn't have these."""
2028,174892628,b'OK.'
2028,174892978,b'OK.'
2028,174900822,"b""If that's the case wouldn't we want to remove the condition on `SourceControlInformationFeatureSupported` from the product as well?"""
2028,174939112,b'Removed.'
2028,174939628,b'Changed the names.'
2028,174940306,"b""The tests define different XML elements. I'd rather leave them separate."""
2028,174940394,b'OK'
2028,174940723,b'Filed https://github.com/dotnet/sdk/issues/2051'
2113,179810624,"b'No, these are overridden by the toolset when building offline. https://github.com/dotnet/roslyn-tools/blob/master/sdks/RepoToolset/tools/DefaultVersions.props#L63'"
2113,183802622,"b""Isn't `release/2.1.3xx-src` used for source build currently?"""
2113,183823411,"b""I'm saying that we should merge `release/2.1.3xx-src` into `release/2.1.3xx` if it is possible to do so now. Then delete `release/2.1.3xx-src`."""
2113,183828388,"b'I guess it is, but there might have been more changes in the -src branch since this PR was created. I think it would be better to create a new PR that merges the branch.'"
2113,183840163,"b'Yeah, I can do it today.'"
2178,184188669,"b'You mean the test projects in src\\Assets pull in nuget.config? Should we add an empty nuget.config to that directory then? Alternatively, I think that setting `RestoreSources` property causes restore to ignore nuget.config, so perhaps the test projects should set that property?\r\n\r\n---\r\nIn reply to: [184184799](https://github.com/dotnet/sdk/pull/2178#discussion_r184184799) [](ancestors = 184184799)'"
2178,184189137,"b""I'm not sure I follow why that would be the case. Shouldn't every file be adding itself?\r\n\r\n---\r\nIn reply to: [184184946](https://github.com/dotnet/sdk/pull/2178#discussion_r184184946) [](ancestors = 184184946)"""
2178,184189471,"b""Because it's are not under artifacts anymore. Artifacts are meant for artifacts produced by the build, not by tools the build uses.\r\n\r\n---\r\nIn reply to: [184185423](https://github.com/dotnet/sdk/pull/2178#discussion_r184185423) [](ancestors = 184185423)"""
2178,184189802,b'DOTNET_SDK_ARTIFACTS_DIR is no longer needed.\r\n\r\n---\r\nIn reply to: [184185770](https://github.com/dotnet/sdk/pull/2178#discussion_r184185770) [](ancestors = 184185770)'
2178,184189951,"b'Yes, the install dir environment variable is set by build.ps1, if not set already.\r\n\r\n---\r\nIn reply to: [184185819](https://github.com/dotnet/sdk/pull/2178#discussion_r184185819) [](ancestors = 184185819)'"
2178,184190115,b'The build now always produces binlog.\r\n\r\n---\r\nIn reply to: [184189056](https://github.com/dotnet/sdk/pull/2178#discussion_r184189056) [](ancestors = 184189056)'
2178,184197962,"b""`git clean -xfd` cleans everything if that's what you want to do.\r\n\r\nCleaning up the dotnet installation is not common. Deleting artifacts without deleting dotnet is more common. Downloading and installing dotnet takes long time and is only needed when the version changes.\r\n\r\n\r\n---\r\nIn reply to: [184195237](https://github.com/dotnet/sdk/pull/2178#discussion_r184195237) [](ancestors = 184195237)"""
2178,184199294,b'I see. Will fix. Thanks for pointing it out!\r\n\r\n---\r\nIn reply to: [184193805](https://github.com/dotnet/sdk/pull/2178#discussion_r184193805) [](ancestors = 184193805)'
2178,184200532,b'Yes.\r\n\r\n---\r\nIn reply to: [184186017](https://github.com/dotnet/sdk/pull/2178#discussion_r184186017) [](ancestors = 184186017)'
2178,184203817,"b""That still needs to be cleaned up (I'll follow up on that later). It's used as an optional override of the artifacts directory path here:\r\n\r\n[https://github.com/dotnet/sdk/blob/9cf7788e45687df15dae183dc9277ac690528062/src/Tests/Microsoft.NET.TestFramework/TestContext.cs#L100-L104](https://github.com/dotnet/sdk/blob/9cf7788e45687df15dae183dc9277ac690528062/src/Tests/Microsoft.NET.TestFramework/TestContext.cs#L100-L104)\r\n\r\nBased on discussion with @dsplaisted the scenario this was needed for was to switch to a different version of dotnet SDK. This can be done by setting `DOTNET_INSTALL_DIR` instead. So `DOTNET_SDK_ARTIFACTS_DIR` is not needed anymore.\r\n\r\n---\r\nIn reply to: [184195832](https://github.com/dotnet/sdk/pull/2178#discussion_r184195832) [](ancestors = 184195832)"""
2178,184225825,b'This is the current design. We can discuss changes in future.'
2264,190046155,"b'Yes, we are using it in other repos already without the condition. Not sure if we have actually shipped any of those yet...'"
2530,217519897,b'This package does not ship?'
2530,217536862,"b'This flag is passed to PushToBlobFeed task that uploads all assets to blob storage. \r\n\r\nhttps://github.com/dotnet/arcade/blob/master/src/Microsoft.DotNet.Arcade.Sdk/tools/Publish.proj#L70\r\n\r\nBy shipping to NuGet.org I mean to an official channel (as opposed to unofficial channel like myget). I\'ll reword the guidelines to be more clear. \r\n\r\n@mmitche to comment on what exactly PushToBlobFeed does with the ""NonShipping"" flag in artifact manifest.'"
2530,217537457,"b""Another thing that's controlled by the flag is localization. We only import XliffTasks for shipping components."""
2530,217539062,"b""@mmitche So what should we set for Microsoft.NET.Sdk? It's not shipping as a separate package to nuget.org, but it's included in the .NET Core installer. So it is a shipping component but the final publisher should not publish it to nuget.org"""
2530,217539391,"b'I think it would be reasonable to set IsShipping=true for this package and then in the publishing configuration have a setting that says ""do not publish"".'"
2530,217539846,"b'In other worlds, the project would declare IsShipping=true since we do ship the bits to an official channel. The fact that the package ships as a part of an installer and not standalone is a publishing detail.'"
2530,217544808,"b'@mmitche \r\n> Really this is saying whether it\'s an independent shipping unit or not\r\n\r\nWhat do you mean by ""this""? The value in the manifest?'"
2530,217545921,"b'> Do not publish is confusing, since you do have to publish for dependency uptake reaosns.\r\n\r\nWherever you specify the channel to be nuget.org for pushing various components to, we would specify ""no channel"" for Microsoft.NET.Sdk.'"
2530,217546877,"b'We do not specify what channel a particular component should end up in on project level. Therefore the fact that the component should not be published to any official channel should also not be specified on project level.\r\n\r\nIn other words, the result of the build (the bits) does not depend on where the component is being published. On the other hand the result of the build depends on whether we consider the component a shipping component or not (e.g. we do localization only for shipping components, we repack the shipping packages to have final pre-release and release version, etc.).'"
2530,217771556,"b""> It's up to the release process to interpret that information.\r\n\r\nHow is the release process defined? Could it decide not to publish certain packages?"""
2530,217803793,b'Do we have a way to specify for some packages that they need to be published somewhere else than to the dotnet-core feed? Or do we expect repos that want to publish somewhere else as well to do that independently? \r\n\r\nWhat about publishing to Visual Studio? Do we expect to have a different process?\r\n\r\n@jaredpar '
2530,217846946,"b'Currently we have this in Roslyn: https://github.com/dotnet/roslyn/blob/master/build/config/PublishData.json\r\n\r\nIt specifies where each kind of artifact should be published. I though we might have something similar on ProdCon v2 level. That\'s where I was thinking we could also have some exclusions - like  ""all shipping packages go here, except for these that are not published as standalone packages""'"
2530,217919787,"b""To close on this PR - `IsShipping` should be true here. We might need to add another property or specify somewhere else that the package is not published as a standalone package. But that'd be a new feature we'd need to add to the SDK first."""
2585,225722481,"b""I see. Then you'll want to keep `-msbuildEngine dotnet`. I'm working on another change that will allow to select the test runtime `/p:TestRuntime=core|full|mono`"""
2740,240761643,"b"">$RepoRoot\\.dotnet [](start = 15, length = 17)\r\n\r\nI'd avoid hardcoding the path. You can call `InitializeDotNetCli` function to get the directory if you're on the latest Arcade, or use `$env:DOTNET_INSTALL_DIR`"""
2740,240762423,"b'>$RepoRoot/.dotnet [](start = 13, length = 17)\r\n\r\nuse `$DOTNET_INSTALL_DIR`'"
2740,240762991,"b'>$(RepoRoot).dotnet [](start = 25, length = 18)\r\n\r\nCan we not hardocde `.dotnet` here? '"
2740,240787738,"b""Couldn't you call `Path.GetDirectoryName($(DotNetTool))`? """
2740,240790518,"b""Actually... it is somewhat more complicated :(. Remember how we discussed how to find the `dotnet.exe`? We concluded that we don't need the path since `Exec` resolves it on `PATH`. So the value of `DotNetTool` may be just `dotnet.exe`. In your case it won't though, since you always install it to the repo. Hmm... maybe keep the hardcoded `.dotnet` and file an issue to follow up."""
3099,273265500,"b'I think it would be sufficient to check RVA != 0 for all method defs (no need to decode their bodies).\r\nUnfortunately, there is no ""IL stream"" directory entry in the headers that would specify where to find the IL stream.\r\n\r\n---\r\nIn reply to: [273174990](https://github.com/dotnet/sdk/pull/3099#discussion_r273174990) [](ancestors = 273174990)'"
54,75021280,"b""My (possibly wrong) understanding is that this is slightly safer than  because build.ps1 still couldn't pull a remote unsigned script.\n\nI'm not understanding what user intervention is required with the way I have it.\n"""
54,75023629,"b'> The user has to call Set-ExecutionPolicy RemoteSigned \n\nI don\'t think so. That\'s exactly what I\'m trying to fix. I have not set anything on my machine. This is setting the policy to remotesigned for the execution of the script without affecting the global registry setting.\n\n```\n>powershell .\\build.ps1\n.\\build.ps1 : File D:\\Src\\sdk\\build.ps1 cannot be loaded because running scripts is disabled on this system. For more\ninformation, see about_Execution_Policies at http://go.microsoft.com/fwlink/?LinkID=135170.\nAt line:1 char:1\n+ .\\build.ps1\n+ ~~~~~~~~~~~\n    + CategoryInfo          : SecurityError: (:) [], PSSecurityException\n    + FullyQualifiedErrorId : UnauthorizedAccess\n```\n\n```\n>powershell -ExecutionPolicy RemoteSigned .\\build.ps1\nVERBOSE: dotnet-install: Get-Azure-Channel-From-Channel -Channel ""rel-1.0.0""\nVERBOSE: dotnet-install: Get-CLIArchitecture-From-Architecture -Architecture ""<auto>""\nVERBOSE: dotnet-install: Get-Machine-Architecture\n<snip>\n```\n\n> build.ps1 does pull a remote script. See:\n\nLol. AFAICT, it does so by copying it to a local file and then executing it as a local script, so RemoteSigned doesn\'t impede it. \n'"
54,75028673,"b""Hmm, I see https://github.com/dotnet/roslyn/pull/13121. I guess I'll go ahead and use bypass because (1) like @jaredpar I've already spent too much time on this :grin: and (2) this particular script actually does download ps1 from the internet so any lesser privilege that happens to work is just cheating anyhow.\n"""
44,75766979,b'Noted. Thanks.\n'
81,75905846,b'Looks like this is the first custom error message. Thoughts on localization for this assembly?\n'
81,75908439,"b""OK, I'll add a TODO with reference to #33.\n"""
81,75909020,"b'In this case, $(Version) does not parse as a semantic version. \n'"
81,75909154,"b'Oh, you mean the errors preventing loc. #33 has some details.\n'"
81,75913657,"b""I'd be fine with that. I'll do it unless someone pushes back.\n"""
81,75913719,b'Yes. Dropped it accidentally during some refactoring\n'
81,75914424,"b'Yep. Decided to just use Version directly, which corresponds precisely to #2 spec\n'"
81,75915588,b'I think I misunderstood how Returns works. ;) I can drop it.\n'
81,75916289,"b'I think we should discuss other default possibilities on #2, but not attempt to come up with something better as part of the initial PR. This is indeed hard.\n'"
86,76094479,"b""Nit: strange whitespace here. I'd say either line it with first attribute on same line or put first attribute on its own line with standard indentation.\n"""
89,76148297,"b""Only slightly related: I'm actually concerned about $(VersionPrefix) even being a thing in the customer-facing targets. The weird thing is that this will be 1.0.0 and have no relationship to $(Version) if customer sets $(Version) in csporoj. If we want to have $(VersionPrefix) always available, it should be computed from $(Version), ditto for $(VersionSuffix).\n"""
89,76148694,"b""I'm going to make a slight change where we only set $(VersionPrefix) if no $(Version) is set.\n"""
89,76149778,"b""So, right now. If you have say `<Version>4.5.6-beta</Version>`, `<VersionPrefix>` is defaulted 1.0.0. This can lead to bugs if we start using VersionPrefix elsewhere in targets.\n\nWe can continue to support specifying a prefix and a suffix as we do today, but we should leave VersionPrefix unset if it didn't come from the user..\n"""
89,76152009,b'My bad for discussing this inline. I was aware and did that anyway. Sorry. I am going to file a bug.\n'
89,76314718,b'Filed https://github.com/dotnet/sdk/issues/93\n'
81,76334669,b'Oops.\n'
81,76335227,b'This exposed a UNIX bug in FileVersionInfo: https://github.com/dotnet/corefx/issues/11163\n'
103,76834945,"b'What happens if ProjectLockFile is deleted between check and here? As general best practice, we should probably handle FileNotFoundException same as !File.Exists.\n'"
137,79658279,"b'In inner builds, IntermediateOutputPath will include $(TargetFramework) (short folder name of TFM). #Resolved\n'"
137,79658532,b'This should be $(IntermediateOutputPath)NuGet (no slash) The targets are very careful to add trailing slashes.  #Resolved\n'
152,79659062,"b""https://github.com/dotnet/sdk/pull/154 is out though I'm still working on tests. Would it help to merge early to Restore3 branch?\n"""
137,79659745,"b'Sorry, it should $(IntermediateOutputPath)NuGet\\ (no slash in the middle but one at the end) so that consumption can follow the same appending without slash model.  #Resolved\n'"
