pull_no,comment_no,comment_body
3,9279385,"b""These are harmless code annotations that allow R# to do a better analysis of our surface. In practice, it means that R# users get squigglies/warnings etc. if they make a mistake. I think they add value but if you don't think we would ever consider using them then I will remove.\n"""
3,9279410,b'Think that one can be removed.\n'
3,9279431,"b""These extensions shouldn't be public.\n"""
3,9279540,b'Will do.\n'
3,9279844,b'This is how we have traditionally done strongly typed resources with intellisense. We have found it valuable but could easily use something else.\n'
3,9279911,"b""Traditionally it's done with VS's ResXSingleFileGenerator. Of course, I have no idea how that will work in the new build system... so I'm not sure what realistic options we have right now that will work both in VS and from command line builds (such as CI).\n"""
3,9280126,"b""What is the consistent model? I can't actually find any arg validation in Logging/DI etc. One concern we have is that if arg. validation is ugly or hard, then it will be more likely to be missed.\n"""
3,9280146,b'This is how we agreed to do internal pre-conditions.\n'
3,9280205,b'These are intended to be shared across all of the EF assemblies. \n'
3,9280222,b'This is intended to be shared across all of the EF assemblies. \n'
3,9280338,b'We use these primarily to enforce localization consistency. Disagree that var adds mystery to the code. We use var exclusively:\n- It is refactor friendly\n- It promotes better variable names\n- You can easily determine type by holding mouse over var.\n'
3,9280342,b'These are intended to be shared across all of the EF assemblies. \n'
3,9280421,"b""My initial thought was also EntityType, but I'm willing to try without the type for now and see how it ends up feeling.\n"""
3,9280489,"b""I think that there is a lot of value in having tools like ReSharper help create correct, solid code in a productive way.. I don't really see the value of forbidding this kind of thing.\n"""
3,9280595,b'It seems to me that as a team/org we should figure out which patterns/conventions help produce high quality code in the most productive and maintainable manner. These patterns have worked very well for us in that respect so it seems to me that they should at least be considered.\n'
3,9280670,"b'One of my college professors always insisted on using the proper terminologies, so anything but entity type just feels wrong to me. I also got a little confused in the Model class at first thinking it was the change tracker (since it was adding entities and not entity types).\n'"
3,9280673,b'Totally agree with Andrew. Using var has worked very well for us and many others inside and outside Microsoft.\n'
3,9280711,b'One of the advantages of our approach over ResXSingleFileGenerator is that we pull out string format parameters and make them args to the helper method. \n'
3,9280741,b'If necessary we could look at using visible internals.\n'
3,9280804,"b'But the current fluent api also doesn\'t feel wrong since I read `mb.Entity<Person>()` as ""Entities of type Person...""\n'"
3,9280919,"b'When we moved out of the DevDiv branches, this is the solution our team came up with to replace ResXSingleFileGenerator.\n'"
3,9280955,b'These utilities are just a different syntax for something that is already super familiar to all .NET devs. There is argument validation to do in a method and it is only that method that should throw exceptions.\n'
3,9280976,b'Not sure who agreed to this - we need to have consistent standards on this and I have never seen this before.\n'
3,9281144,"b""Hmm very interesting. I remember that from back in the .NET 1.0 days. I guess we have a broader work item to figure out how to do resources in general. I'll add this to the engineering discussion notes.\n"""
3,9281148,"b'Or linked files, copy/paste :-/\n'"
3,9281176,b'Use InternalsVisibleTo. They should not be exposed as public APIs to customers.\n'
3,9281185,b'I believe that there needs to be a wider discussion on this.\n'
3,9281294,b'It involves adding public API surface of another product into our code base.\n'
3,9281323,b'I meant the EF6 discussion you mention above.\n'
3,9281394,"b'@bricelam Are you arguing that it is not ""mathematically correct""? :-P\n'"
3,9281595,"b'Yes, but I was very careful to avoid that phrase. ;)\n'"
3,9281614,"b'No, these are specifically designed to be added to the code base. R# even has a button for it :-)\n'"
3,9281730,b'Will change.\n'
3,9281748,"b""Per Eilon's directive, will use IVT.\n"""
7,9644333,b'Async only?\n'
7,9644359,b'Could this namespace be confusing with regard to ASP.NET Identity providers?\n'
7,9644393,"b'Curious: is this the recommended way to do sequential GUIDs? Which ""part"" of the GUID gets incremented?\n'"
7,9647048,b'See here: http://sqlblog.com/blogs/alberto_ferrari/archive/2007/08/31/how-are-guids-sorted-by-sql-server.aspx\n'
7,9648160,"b""I had the same impression. If we can find something in the lines of auto-generated or key generation that doesn't sound too artificial I would go with that. \n"""
7,9648372,"b'It is a bit unfortunate that we have to do the async dance (i.e. allocating a Task, possibly having the compiler setup a state machine) even for things that will end up happening in-memory. On the other hand I see the benefit of keeping the contract simple for these low level components and if we are going to have only one signature it should return a Task. Seems fine for now, just not sure it is the right compromise. \n'"
7,9648936,b'Agree it seem fine for now.\n'
7,9649775,b'I was curious so ran some numbers. Using sync I was able to generate 100000 guids in ~50ms whereas the async version took ~100ms. \n'
7,9649974,"b'Just a suggestion, but it might be nice to make this a [Theory] test and pass in the fluent API type as a parameter. That way the failures will appear more specific in the unit test runner. Or not? :question: \n'"
7,9650181,"b'That is great data, and it seems to support that this is fine for now (and that ""for now"" may mean a long time :) )\n'"
7,9650380,b'I think that the principle that comes out of this is that we should do async only unless:\n- There is a usability/experience reason for doing sync as well (e.g. LINQ)\n- Perf is measurably an issue\n\nThis means that for most low-level components we can probably do async only.\n'
7,9650459,"b""Nice idea, but theories are part of xunit.extensions, which we don't have a dependency on (yet).\n"""
7,9650490,b'+1\n'
7,9650570,b'Sounds good.\n'
7,9650644,"b""Ah, so it's a good idea, in theory :smile: Any reason not to use xunit.extensions? Will we need it soon anyway? I know in WSR it's used extremely extensively - not sure about EF.\n"""
7,9651711,b'Will try it out :smile: \n'
7,9736754,"b'@Eilon, going to hold off on this as Brice is making good progress with PCL xunit and it will be version 2.0, which has the theory stuff in-the-box.\n'"
7,9739204,"b""Sounds awesome, thanks! @bricelam can't wait to see what you cook up!\n"""
9,9756946,b'Nit: Given that little endian is going to be the most common maybe do the reverse when big endian instead?\n'
9,9757287,b'Nevermind--misread the code.\n'
13,9807412,b'This will silently succeed if number of elements in names and values is different.\n'
13,9807697,b'If we expect lots of instances of this class this may be too much wrapping that adds unnecessary memory overhead. The lazy creation can be done with a static method.\n'
13,9807721,b'Is there a reason why you prefer returning IEnumerable<IAnnotation> instead of CompiledAnnotationsBase : IEnumerable<IAnnotation>?\n'
13,9807826,"b""I can add a check, but the intention is that this is only called from Roslyn generated code so I'm trying to avoid doing anything unnecessary. I'm not even sure that the null checks should be there.\n"""
13,9807861,"b""We covered this at the design meeting I think. I prototyped a static version and it does have slightly better memory characteristics, but it doesn't allow for garbage collection later so it seemed this was the better option.\n"""
13,9807879,b'Can Enumerable.Empty<TResult> be used here?\n'
13,9807908,"b""This doesn't seem to provide any value at the moment.\n"""
13,9807933,"b""I'm not sure I really follow the question, but this property is ultimately the implementation of the Annotations property on IEntityType and so must have the same signature.\n"""
13,9808009,b'Will do.\n'
13,9808023,"b""Which bit doesn't provide value?\n"""
13,9808242,b'Fine to avoid null checks here.\n'
13,9808324,b'Any value in a separate namespace either for the interfaces or impls?\n'
13,9808419,b'I would like to understand why the Immutable collections are needed here. I did not look at how they are implemented but I am guessing Add/Remove methods come with overhead.\n'
13,9808428,"b""I can remove them, but they will get auto-generated when the Roslyn null-check stuff gets checked in. That's really why I put them in--they will ultimately be there unless we do something special to avoid putting them on this surface. (We could use [CanBeNull] but that's not really true.)\n"""
13,9808481,"b""I considered it and I'm open to it, but didn't do it since both the interfaces and normal implementations will be used by application code and at the moment there aren't that many classes here. But like I said, I'm open to it. We always end up changing namespaces during API review anyway. :-)\n"""
13,9808492,b'What is the advantage of coupling these two things?\n'
13,9808517,b'Which methods are hitting this?\n'
13,9808527,"b'@anpete @ajcvickers yeah we\'ll no doubt do full API reviews of everything in the project eventually anyway. It\'s often good to put the most common types in the ""main"" namespace and put stuff that only ""extenders"" or ""customizers"" need to use in sub-namespaces. MVC is a great example of how _not_ to do it :smile: and Web API is a great example of a much better way to do it :smile: \n'"
13,9808535,"b""Andrew may have more context, but this is basically a way of doing thread-safe collections where all the overhead is in building the collections and none for runtime access to the collections. It's a pattern being used more and more and is favored in newer BCL surfaces over thread-safe collections with locks like ConcurrentDictionaary.\n"""
13,9808580,"b""Do you mean coupling name and storage name? If so, it's the same pattern that was in MetadataBase where storage name is always the same as name unless storage name is set explicitly. As discussed last week this got removed from the base class because it doesn't really fit for Model, but I still wanted to reuse the logic for other places that need it--tables and properties for now.\n"""
13,9808610,"b'The methods in the ""Compiled"" classes. I could make them virtual, but given that the intention is for them to be used by fast, generated code, and already form an interface implementation which is good for test doubles, it made sense to keep them non-virtual and avoid the indirection cost. I don\'t feel strongly about this though.\n'"
13,9808650,b'Depends how the Roslyn null-check stuff works :-)\n'
13,9808711,"b'Yes, we are using them for lock-free concurrency, which we may yet not need - depends on what we decide re model mutability. See here for the impl/perf info: http://blogs.msdn.com/b/bclteam/archive/2012/12/18/preview-of-immutable-collections-released-on-nuget.aspx\n'"
13,9808909,"b""This is a tighter coupling in that it's an explicit new type. Is this just for DRY? If so I would rather this just be in-lined because I don't think this represents a real concept in metadata.\n"""
13,9808914,"b""Okay. I'll remove them. If they get added back automatically it's unlikely to matter.\n"""
13,9808921,b'Makes sense. I will exclude them when/if I fix the other issue :smile: \n'
13,9809013,"b""It's an internal class and maybe the class name could be better. Either way, I have no problem inlining.\n"""
13,9809470,b':thumbsup: \n:shipit: \n'
13,9835951,b'... but the class does not implement IEntityType. Am I missing something?\n'
13,9836025,b'It is used as a base type to provide part of the implementation of IEntityType.\n'
13,9836955,"b'I am not sure I understand what ""doesn\'t allow for garbage collection"". \nOn 64bit platforms there are 24 bytes overhead for each LazyMetadataRef instance, which adds up to megabytes if there are lots of instances. I guess it depends on how lean we want this to be. Also it can be changed later if memory turns to be an issue.\n'"
13,9837187,b'I think I need some background on what these classes are for. At first glance a property with a getter that returns null all the time seems useless.\n'
13,9838201,"b""I understand their general purpose but I don't know why we need to use them in EntityType. Usually we should start with the simplest and fastest collections possible and then add thread safety where needed. Is the plan to make the metadata model thread safe in any scenario? I doubt that that is needed.\n"""
13,9838714,b'I guess I am missing information about how this is used.\n'
13,9838966,"b""Maybe I'm misunderstanding what you mean by using statics. I was referring to having a class with static properties such that the first time the class is used the static properties will be initialized. This works, but once those static properties are initialized they remain initialized for the lifetime of the app domain/equivalent. This means that once you have loaded metadata for property A then that metadata will remain loaded and can never be garbage collected. This might be okay for some scenarios, but other scenarios can be envisioned where it is not okay. When we discussed this in the design meeting and elsewhere the general impression was that the improvement in memory usage was not good enough to forgo garbage collection of metadata that is no longer being used. But maybe I am missing what you suggestion for statics really is?\n"""
13,9839038,"b""It is a base class implementation of the Annotations property and annotations indexer of IProperty for properties that don't have any annotations.\n"""
13,9839158,"b""My understanding is that some limited form of mutability is going to be required. However, if we don't need it now I'm okay with using a different implementation for now. @anpete did this as an initial implementation but it could be changed if we can do it better--I suggest a team room discussion.\n"""
13,9840915,"b'If we just gen classes that implement the interfaces, then we can perfectly tune object creation. Maybe another reason to not have any framework types for compiled models?\n'"
13,9841929,"b'Possibly, but there is also a concern about the increase in size of the application assembly. I think these are all things that we can change quite easily later. The important thing for now is having the metadata defined in a way that it can be implemented in the application assembly in some form. That form can be tuned to whatever makes sense as we develop dependencies on it.\n'"
13,9877998,"b'I meant static method, not class. Something like this:\n\npublic T Property { get { return LazyInitializer.EnsureInitialized(ref _field); } }\n'"
13,9879391,b'To be more precise:\nprivate TAnnotations _annotations;\nprotected TAnnotations LazyAnnotations { get { return LazyInitializer.EnsureInitialized(ref _annotations); } }\n'
13,9885894,"b'Ah, I see. Yes, that could work.\n'"
15,9888369,b'parameterName checks should be compiled out in Release build ;-) (I love my bikeshed!)\n'
15,9888449,b'There is no Release build. :tongue: \n'
17,9916354,"b'I think there is an overload of EnsureInitialized that takes just ""ref T target"" and uses the type\'s default constructor, which may be a tiny bit faster, depending on what the compiler does with ""() => new T()"".\n'"
23,10002025,b'Would we also need a constructor where we pass a model but not an identity generator?\n'
23,10002359,b'Do we ever plan to have value types as entities?\n'
23,10002774,"b""Suggestion: Keep it simple if this is the only check we'll be doing here. IOE seems fine.\n"""
23,10003034,"b""I know we don't have proper tracing yet, but once we do: Suggestion - trace where the entry is not found in the change tracker which could be helpful during dev.\n"""
23,10003253,b'Will we need this be virtual for testing purposes?\n'
23,10005146,b'Not currently.\n'
23,10005217,"b""I think that it is unlikely, but I don't think we have explicitly disabled this yet.\n"""
23,10005226,b'I will make it virtual.\n'
23,10005286,"b'It is the only check now, but there will likely be more checks and also this code could end up being called from other paths. In the current stack we always just throw IOE, which is sometimes limiting in handling of specific error conditions. This could be a case where a more specific exception would allow you to do some form of identity resolution and retry.\n'"
23,10005317,b'Sounds reasonable.\n'
23,10005521,"b'@muratg Presume you mean structs? If so, then I agree we likely don\'t want to do this. The problem is that it would make change tracking a lot harder because we would potentially need to worry about multiple ""copies"" of the object within a single UOW.\n'"
25,10051615,b'I think a delegate object is created each time this is called. That can probably be avoided if we want.\n'
29,10139476,b'Nice.\n'
29,10139561,b'Abstract activation as service? \n'
29,10139614,"b'Yeah, that could be good. Not going to do it right now.\n'"
30,10172761,"b'This is cool. However, I think you should split it out into a separate data structure so that the bit twiddling stuff is nicely encapsulated, testable etc.\n'"
30,10173485,"b""Agreed. I'll look into it.\n"""
31,10182202,b'We should try to get consistent code cleanup across machines.\n'
31,10185283,"b""@ajcvickers That's what the change to Data.sln.DotSettings in this PR is for (hopefully).\n"""
34,10222005,"b""I did some quite extensive refactoring of this class in my change which included making this public and changing the name. I don't see anything here that conflicts, so this is just an FYI for the merge depending on who commits first.\n"""
35,10223852,b'Eschew checks when no impl.\n'
35,10223881,b'Nest this class?\n'
35,10224067,b'Would impl of SetOrAdd be different here? \n'
35,10224177,b'Why this vs. an optional list of principal properties on the FK? The advantage of the list is that in the common case it could just be a delegation to principal.key.\n'
35,10224981,b'Okay\n'
35,10225007,b'Considered doing so--will take another look.\n'
35,10225025,"b'Note sure what you mean by ""here""?\n'"
35,10225062,"b'Yeah, could do it that way instead.\n'"
35,10225099,"b'Sorry, meant in the compiled model impl. I think there is some benefit to keeping these interfaces purely metadata related.\n'"
35,10225188,"b""This is really just a placeholder. I'm planning to look at the whole area of storing/getting data soon, especially as it relates to both shadow state and the ability to use non-default strategies such as collections that are not simply ICollection.\n"""
35,10231210,b'Done\n'
33,10220135,b'Consider splitting these out into a separate class for SQL gen.\n'
33,10220291,b'Yeah. I thought about this since it got big. I could also make it public virtual instead of protected virtual when it is separated...\n'
33,10220375,b'Use Check for pre-conditions on public surface (stop gap until the automation is available).\n'
33,10229788,b'Will do.\n'
38,10392880,b'Should add a break if count ever reaches 2? No point checking any further? Similarly in CountAsync() below.\n'
38,10393508,"b""Maybe add a test that GetDeclaredConstructor(new[] {typeof(int), typeof(int)}) does _not_ match i.e. it doesn't just check the first type but compares the sequence of types?\n"""
38,10393735,"b'Is this just to test that the InMemoryDataStore is _not_ changed if you don\'t save? I wasn\'t quite sure what it was for as it isn\'t referenced anywhere else - maybe worth adding a comment or just change the value to ""Change that will not be saved to store""?\n'"
38,10394006,"b""No, it's to check that the values saved are actual copies - Wouldn't be the case if we were storing the actual instances directly.\n"""
41,10442156,b'Can or cannot be null?\n'
42,10442624,"b'Consider adding a constructor per used operations, add/update/delete\n'"
41,10442672,b'Missing arg check?\n'
42,10442673,b'Consider caching on construction\n'
42,10442682,b'Will this be provider specific? (IOW will it ever be overridden?)\n'
41,10443156,"b'Ah, I see now it is an override.\n'"
41,10443622,b'Fixed.\n'
41,10443726,"b""This still needs a check call even though it doesn't need an attribute. (At least until the equivalent of the check call is done automatically.) I have added it.\n"""
42,10444012,"b""Don't know at the moment. For instance SqlServer allows just a new line to separate commands in a batch\n"""
42,10444166,b'I did consider it but there is a conflict due to parameters being of the same types so you cannot use overloads. As a result I would have to add the ModificationOperation flag as a parameter which is kind of redundant because can be inferred from values (agree that it could improve readability of the code).\n'
42,10444294,"b'I would have to add variable for something that is readily available - note that I just compare references to null so it is cheap to calculate, so I decided against it (it is also kind of related to the other comment where if we passed the kind of operation it would probably make sense to store it - otherwise it would only be used in asserts since this class is internal and it does not make sense to spend cycles on parameter validation in ret builds)\n'"
44,10455507,b'No documentation for this?\n'
44,10455562,b'No documentation for most things yet...\n'
44,10455612,b'Ok. For some reason I failed to notice that :)\n'
45,10481921,"b'So, if _table is null, then there will be an assert if an attempt is made to set it to some non-null value. Why is this?\n'"
45,10481949,b'Use Check.NotEmpty for strings.\n'
45,10482139,"b'Given that it is possible to create a column that is not associated with a table, how can we assert that the column.Table is non-null?\n'"
45,10482261,"b""I'm not a big fan of this pattern where the first column is passed to the constructor, but I'm not sure exactly how this is used. What is the rationale for this?\n"""
45,10482322,b'What makes this always true?\n'
45,10482336,b'Use Contract.Assert in K.\n'
45,10482394,b'We should be consistent about return type of RemoveX methods.\n'
45,10482485,"b""If I am reading this correctly, the caller can call remove on a column that is contained in the columns list, but then we will not remove it if it is the only column in the list. This seems very unintuitive to me. I get that it is useful for Remove calls to be no-op rather than error if the column doesn't exist, but if it does exist it feels like removing it should either succeed or be an error.\n"""
45,10482487,b'We should consider a design that is consistent with similar concepts in Data\\Metadata.\n'
45,10482632,b'What about the case where somebody adds the same column multiple times. Is just adding duplicates the correct behavior?\n'
45,10482728,b'See previous comment on calling Remove but not removing.\n'
45,10482782,"b""I don't mind very much, but I think we had decided to be consistent at least in the Data project on the way tests are named.\n"""
45,10483026,b'I think we should try to keep the DB model pretty simple at this stage. It is mostly just a vehicle for SQL gen.\n'
45,10483066,"b'Agreed, we are using underscores in Data.\n'"
45,10483816,"b'@ajcvickers The assert is supposed to prohibit re-setting _table to not-null if already not null, or re-setting to null if already null.\n@anpete Ok.\n'"
45,10485503,b'Theoretically it makes sense to prohibit the creation of a PrimaryKey using a column that is not assigned to a table. Without that restriction the validation of the column gets more complicated.\n'
45,10485660,b'As far as I understand a PrimaryKey does not make sense without at least one Column. One  way to model that is to have a constructor that requires the column.\n'
45,10485901,"b'I agree that removing the single column should throw exception instead, but was thinking to change that later, after I catch up on latest team conventions/decisions about exceptions.\n'"
45,10485981,"b'I was thinking about having a way to lookup columns, etc, but I did not do that yet for the same reason Andrew mentions. Can add later.\n'"
45,10486067,b'I did not add that test. Can change though.\n'
45,10486108,"b'Yeah, I missed that.\n'"
45,10486211,"b""The assert enforces that the columns added to the primary key are part of the same table? Isn't that correct?\n"""
45,10486295,"b'Returning bool seems to be the .NET pattern, unless you decided otherwise.\n'"
47,10544627,b'.ConfigureAwait(false)\n'
47,10545082,b'fixed.\n'
45,10549409,"b""I don't think we should use assertions as a way of doing validation of public surface. I'm okay with doing it for now to avoid writing validation code and exception messages that we may not need, but if this is the case can you put TODO: comments to indicate that we need to change this before shipping an RTM?\n"""
48,10546695,"b""Seems like too agressive YAGNI, especially because it doesn't save that much.\n"""
48,10546823,b'async?\n'
48,10546832,b'async?\n'
48,10546930,b'CreateSharedAsync\n'
48,10547003,b'Invert condition to remove goto\n'
48,10547109,b'CreateDatabaseIfNotExistsAsync\n'
48,10547234,b'same as above\n'
48,10547377,"b""Which bit? The T wasn't actually needed here.\n"""
48,10547393,b'Naming?\n'
48,10547396,b'Naming?\n'
48,10547406,b'Does this matter for privates?\n'
48,10547428,b'It could be needed elsewhere later with a different value for T\n'
48,10547435,"b'no, OpenAsync()\n'"
48,10547442,b'ExecuteReaderAsync()\n'
48,10547576,"b'for readability, not too important\n'"
48,10547696,"b'Oops, thanks, copy and paste goodness\n'"
48,10547743,b'Will do.\n'
48,10548039,b'You probably figure this out already but you will need to move the case that includes reader initialization into its own real async method in order to use await. Then you can return the task anyway (I did this in EF 6.1).\n'
48,10548097,"b""This reminds me we should discuss this in K engineering (for public surface it matters more and currently we aren't consistent).\n"""
45,10593315,"b'I will either add TODOs or remove these Asserts for now. \nI failed to explain the intent of this whole change. It was not intended to be final but rather something closer to what is needed for migrations.  Mainly I needed the container for tables (Database), an API to retrieve add/remove tables, columns that is closer to what we probably want than just a public List, which was the initial implementation. Then I wrote a unit test and made a copy/paste error and it took me a bit to realize that. The error could have been avoided if some basic validation existed, so I added a few asserts. The references to parents were useful in the initial MigrationOperation functionality that I prototyped, but after a couple of iterations they may not be needed.\n'"
49,10598433,"b'Because the input of GetPrincipal (entry, foreignKey) is also passed to DoFixup, maybe it is worth having a DoFixup(StateManager, ForeignKey, Entry) overload that includes the GetPrincipal call and the null check.\n'"
49,10599890,"b""Hopefully the compiler is smart enough to optimize this to something like:\n\nvar definition = Definition;\ndefinition.DependentPropertyIndexes.Select(i => _model.EntityTypes[definition.DependentIndex]);\n\nand avoid extra calls to virtual Definition and passing the struct through the stack multiple times.\n\nAnd hopefully Enumerable.ToArray in this case is optimized to not enumerate twice (for array length and then reference copy) or do unnecessary allocations (array re-sizing). \n\nPlus I don't know if the delegate passed to Select involves the creation of an object.\n\nThat is why in cases like this I prefer writing the old for loop and not have to worry about magic.\n"""
49,10600787,b'Should this be Empty.Annotations to avoid dependency on ImmutableList?\n'
49,10600802,b'Is EmptyArrays a better name?\n'
49,10601518,"b'Though it will involve a few more lines of code, from an OO perspective it may be conceptually better to inline these methods in each class instead of having the NoAnnotations class. At least theoretically annotations seem to be of secondary importance, so if the need arises to introduce a base class that encapsulates information of primary importance, the NoAnnotations class could stand in the way. \n'"
49,10613179,"b'Feels like the separation of concerns between the two methods is cleaner this way, although I guess to be consistent DoFixup should not be called if dependents is empty.\n'"
49,10613256,b'We can consider optimizing this some more when it gets closer to being more than proof-of-concept.\n'
49,10613311,"b""I'm not sure that there is a problem using ImmutableList here. What is the issue with the dependency?\n"""
49,10613385,"b""Possibly, but it's just a small internal helper class to avoid creating multiple constant values from having them in a generic class, so I don't think it matters that much. I used Empty because Empty.Navigations reads quite nicely.\n"""
49,10613417,"b""It could be refactored in several ways, but as of now I think it's fine like it is.\n"""
49,10618748,"b'There is no reason to use ImmutableList just for .Empty. It creates a dependency on  System.Collections.Immutable.dll that is not really needed here. Plus is inconsistent with other places where you uses Empty.Navigations, etc.\n'"
49,10621021,"b""I created the empty arrays because I needed empty arrays. In this case I need an empty IReadOnly list, which doesn't have to be an array, so I used BCL code rather than adding new code to our assembly,\n"""
51,10621178,b'TODO?\n'
51,10621883,"b'Yeah, will address.\n'"
50,10621254,b'Can you lift Create() outside of test and set loop?\n'
50,10627171,"b'Lifted. As discussed, this could mean that Create happens twice instead of once. In the common case (no contention) either way uses one Create call. But with it lifted there are no cases where we call Create over and over again in the loop. The most important point seems to be to keep the code in the loop fast so that there is less chance of interruption and repeated failures, so it is better do it outside the loop not so much to avoid extra objects being created, but to keep the code in the loop fast.\n'"
52,10630130,"b""stateEntry.Entity can be null if the EntityType is defined with only shadow state. But as far as I can tell the code doesn't use the entity anyway, so it looks like it could be okay to just remove this assert.\n"""
52,10630153,"b'This should use stateEntry.GetPropertyValue, but I think I already checked in the change so you should get it when you merge with my latest commit.\n'"
52,10630161,b'Likewise here.\n'
52,10630237,b'Will fix - I just moved this code from the CommandBatchPreparer and it was added before we had the GetPropertyValue on StateEntry\n'
52,10630245,"b'Nit: typo - should be ""..._separator_...""\n'"
52,10630294,b'fixed\n'
52,10630301,b'fixed\n'
52,10630306,b'done\n'
53,10633149,b'This should use First instead of Single.\n'
53,10663532,"b'I will add the target and inverse logic back in a form or another, removed them because the current implementation does not seem right.\n'"
53,10669259,b'upgrade_or_downgrade\n'
53,10712120,"b""I could be missing something, but are these the migration fluent APIs? They don't look like what we have now..\n"""
53,10712183,b'Delegate to up/down strategy impls instead of switching everywhere.\n'
53,10712320,b'This was based on the current impl. Fine to change it if there is a better way.\n'
53,10713109,"b""I'm not sure about this pattern, what if the object I want to work on isn't part of my model. I know we don't want to optimize for that scenario, but we should definitely still support it.\n"""
53,10722115,b'Will revert to using anonymous types as discussed.\n'
54,10719563,b'But _sets is LazyRef?\n'
53,10722200,"b'It is supported with this model, but will revert to the model in current EF.\n'"
56,10722797,"b'I was avoiding the use of ""shadow"" in the main public APIs because it doesn\'t appear to be a well-known term in the wider community. If you Bing for ""shadow state"" you don\'t get any hits that relate to database mapping.\n'"
56,10722988,"b""Do you think we will use the term as part of the EF domain language; or something else? I'm not sure there is anything better, so perhaps we should just commit (for now)...\n"""
56,10723282,"b""I'm okay with most naming choices we make for now. The term has been creeping in anyway so I think it's okay to use it for now. Whether we ultimately use it or not I think depends on whether or not there is another term for this concept that is more well-known and/or more understandable, and that's something I haven't really looked into. I was hoping you, Diego, Rowan, etc. would know. :-)\n"""
56,10723501,b'None that I know of. :smile: \n'
56,10727379,"b'I am not aware of a better term either. I think it is ok to adopt it provisionally and leave a TODO somewhere in case we do find something better. FWIW, perhaps it is easier to arrive to a term that describes the opposite concept...\n'"
57,10764828,b'I thought this was already the default behavior of .Equals() (and the == operator)\n'
57,10769951,b'You are right. Will remove StringExtensions.\n'
57,10772134,"b'@emilcicos, @bricelam Bear in mind that you still need .Ordinal as donuts for the FxCop.\n'"
57,10774010,"b'Probably we want a ForeignKey in the relational metadata, in which case we can use it here.\n'"
57,10774050,"b'True, was quick to change and forgot that.\n'"
60,10802181,"b'FYI - swapping to this overload of Read because Read(Type, IModel) on the base class just delegates to this one. So Read(IEntityType) used to throw NotImplementedException, but now both will work.\n'"
60,10802540,b'Be explicitly private.\n'
60,10802582,"b""Isn't Context already available on base class?\n"""
60,10802730,"b""Looks like there is a tabs/spaces issue here. Also, curious as to why so much is showing as changed here. Maybe it's all been tabified or vice versa?\n"""
60,10802800,b'Indeed it is... missed that one :)\n'
60,10802838,b'I try to make nested entity classes in tests private if possible. It avoids them showing up elsewhere and keeps them nicely contained in the test that uses them.\n'
60,10802893,"b""Done, swapped to 'private readonly'\n"""
60,10802985,"b'Changes to spaces. Yeah if you look at the full diff it shows as a bunch of delete/add. Not sure why, the other lines are all still spaces.\n'"
60,10803269,"b'Makes sense, done.\n'"
60,10803757,"b""Shouldn't this be an abstract property implemented in the derived class (and then the argument to the ctor would be removed)? Note that this class is already abstract.\n"""
60,10803812,"b""(note to myself) - BatchExecutor (or ExecuteAsync) needs to take the logger. At the moment we don't log anything.\n"""
