issue_id,issue_no,title,body
743041418,11252,b'Crash report from Dynamo 2.5.0.7460',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.5.0.7460`\r\n"""
743027785,11250,b'Crash report from Dynamo 2.5.0.7460',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.5.0.7460`\r\n"""
743020656,11249,b'Crash report from Dynamo 2.5.0.7460',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.5.0.7460`\r\n"""
742968200,11247,b'Import and Remove Imported Library in dynamo Revit',"b'I try to import a .dll (zero touch node library) in dynamo Revit but if i remove it again form list of imported nodes and packages and restart dynamo (not Revit). i Try to load another .dll with the same name, dynamo load it but the old one.\r\n\r\nit works fine if you use dynamo sandbox but if you use dynamo in Revit you have to close dynamo and close Revit to get this result. That means that it works just for dynamo Sandbox and not for Dynmao in Revit '"
740920445,11240,b'Crash report from Dynamo 2.3.0.5885',"b'# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\nNode: **View.IsViewTemplate** doesn\xc2\xb4t work properly. Shows results but changes its color and doesn\'t work with another node List.FilterByBoolMask.\r\n\r\n\r\n### What did you expect to see?\r\nI would expected to see boolean results _(true or false list)_ without a warning message. And then that the node would\'ve worked with the next node as a boolean mask.\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\nThis node is a Dynamo node.\r\n\r\n\r\n### Stack Trace\r\n```\r\n Internal error, please report: Dereferencing a [non-pointer.""]([url](url))\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.19041.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.3.0.5885`\r\n'"
740871574,11239,b'Informe de conflictos de Dynamo 2.3.0.5885',"b""\r\n![1](https://user-images.githubusercontent.com/65350306/98833666-99b0b880-243e-11eb-8e67-395863e08f1d.PNG)\r\n![2](https://user-images.githubusercontent.com/65350306/98833670-9a494f00-243e-11eb-985c-1096abc6fec7.png)\r\n\r\n# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\nThere is no 3D visualization of elements in Dynamo, nor preview 3D elements visualization.\r\n### What did you do?\r\nI configured Nvidia to use Revit as Advanced mode using GPU by default with this program, as well as set the Windows graphic configuration to use Revit with GPU instead of integrated graphics.\r\n\r\n### What did you expect to see?\r\nI expected to have the problem solved.\r\n\r\n### What did you see instead?\r\nDynamo it's not showing the 3D geometry preview.\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.19042.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.3.0.5885`\r\n"""
736565018,11234,b'Crash report from Dynamo 2.3.0.5885',"b""\r\n[PC3 Mechanical Single Zone VRP Tool.zip](https://github.com/DynamoDS/Dynamo/files/5491649/PC3.Mechanical.Single.Zone.VRP.Tool.zip)\r\n\r\n# Issue Description\r\nI have a very large DYN that I'm running in Revit.  It pulls data from the Spaces, Zones, and Mechanical Equipment and use it to perform engineering calculations that determine the required ventilation airflow.\r\n\r\n### What did you do?\r\nThis DYN has been in use before, but I've been making continual changes to it.  It was created in 1.3x and I recently upgraded it to 2.x.  \r\n\r\nIt was working after swapping out the Clockwork nodes for their 2.x versions.\r\n\r\nI tried to use it today and started seeing errors and a dialog box recomending that I restart Dynamo.\r\n\r\n### What did you expect to see?\r\nThe DYN had been completing with no errors.\r\n\r\n### What did you see instead?\r\nNumerous nodes that were working are turning yellow.\r\n\r\n### What packages or external references (if any) were used?\r\nClockwork 2.3\r\nspring nodes\r\n\r\n\r\n### Stack Trace\r\n```\r\nIndex was outside the bounds of the array.\r\n\r\n   at ProtoCore.DSASM.Executive.GetProcedureNode(Int32 blockId, Int32 classIndex, Int32 functionIndex)\r\n   at ProtoCore.DSASM.Executive.UpdateMethodDependencyGraph(Int32 entry, Int32 procIndex, Int32 classIndex)\r\n   at ProtoCore.DSASM.Executive.SetupExecutive(Int32 exeblock, Int32 entry)\r\n   at ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, Language language)\r\n   at ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, List`1 breakpoints, Language language)\r\n   at ProtoCore.DSASM.Executive.BounceUsingExecutive(Executive executive, Int32 exeblock, Int32 entry, StackFrame stackFrame, Int32 locals, Boolean fepRun, Executive exec, List`1 breakpoints)\r\n   at ProtoScript.Runners.ProtoScriptRunner.ExecuteLive(Core core, RuntimeCore runtimeCore)\r\n   at ProtoScript.Runners.LiveRunner.Execute(Boolean isCodeCompiled)\r\n   at ProtoScript.Runners.LiveRunner.CompileAndExecute(List`1 astList)\r\n   at ProtoScript.Runners.LiveRunner.CompileAndExecuteForDeltaExecution(List`1 astList)\r\n   at ProtoScript.Runners.LiveRunner.SynchronizeInternal(GraphSyncData syncData)\r\n   at ProtoScript.Runners.LiveRunner.UpdateGraph(GraphSyncData syncData)\r\n   at Dynamo.Scheduler.UpdateGraphAsyncTask.HandleTaskExecutionCore()\r\n   at Dynamo.Scheduler.AsyncTask.Execute()\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.3.0.5885`\r\n"""
735328479,11229,b'Crash report from Dynamo 2.3.0.5885',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\nTried to add another drive for path to packages - it is a cloud drive location\r\n\r\n### What did you expect to see?\r\nthe path to be acceptable\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\nnothing new here\r\n\r\n### Stack Trace\r\n```\r\ncan't get to anything - appears to have locked up entire Revit 2020\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.19041.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.3.0.5885`\r\n"""
734496581,11225,b'Crash report from Dynamo 2.6.1.8786',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18363.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.6.1.8786`\r\n"""
733302679,11222,b'Curve.Reverse keep crashing Dynamo Sandbox',"b'## Dynamo version\r\n\r\nDynamo Core 2.8.0.2471\r\n\r\n## Operating system\r\n\r\nWindows 10 Home\r\n\r\n## What did you do? \r\n\r\nI have a curve projected on two inclined plans, hence I get two curves after he operation. I want to reverse the direction of one curve, so I decompose the list, and then try to reverse the first curve.  \r\n\r\n\r\n## What did you expect to see?\r\n\r\nThat the curve direction is reversed. \r\n\r\n## What did you see instead?\r\n\r\nDynamo crashing. \r\n\r\n## Error log. \r\nhere is the log I get in the console when running the executable from the terminal. \r\n`Unhandled Exception: System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> System.AccessViolationException: Attempted to read or write protected memory. This is often an indication that other memory is corrupt.\r\n\r\n\r\n   at Autodesk.LibG.LibGPINVOKE.Curve_reverse__SWIG_0(HandleRef jarg1)\r\n   at Autodesk.LibG.Curve.reverse(Curve ptr)\r\n   at Autodesk.LibG.CurveHost.Reverse()\r\n   at Autodesk.DesignScript.Geometry.Curve.Reverse()\r\n   --- End of inner exception stack trace ---\r\n   at System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor)\r\n   at System.Reflection.RuntimeMethodInfo.UnsafeInvokeInternal(Object obj, Object[] parameters, Object[] arguments)\r\n   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)\r\n   at ProtoFFI.FFIMethodInfo.Invoke(Object thisObject, Object[] parameters)\r\n   at ProtoFFI.CLRFFIFunctionPointer.InvokeFunctionPointerNoThrow(Context c, Interpreter dsi, Object thisObject, Object[] parameters)\r\n   at ProtoFFI.CLRFFIFunctionPointer.Execute(Context c, Interpreter dsi, List`1 s)\r\n   at ProtoCore.Lang.FFIFunctionEndPoint.Execute(Context c, List`1 formalParameters, StackFrame stackFrame, RuntimeCore runtimeCore)\r\n   at ProtoCore.CallSite.ExecWithZeroRI(List`1 functionEndPoint, Context c, List`1 formalParameters, StackFrame stackFrame, RuntimeCore runtimeCore, SingleRunTraceData previousTraceData, SingleRunTraceData newTraceData, FunctionEndPoint finalFep)\r\n   at ProtoCore.CallSite.ExecWithRISlowPath(List`1 functionEndPoint, Context c, List`1 formalParameters, List`1 replicationInstructions, StackFrame stackFrame, RuntimeCore runtimeCore, SingleRunTraceData previousTraceData, SingleRunTraceData newTraceData, FunctionEndPoint finalFunctionEndPoint)\r\n   at ProtoCore.CallSite.ExecWithRISlowPath(List`1 functionEndPoint, Context c, List`1 formalParameters, List`1 replicationInstructions, StackFrame stackFrame, RuntimeCore runtimeCore, SingleRunTraceData previousTraceData, SingleRunTraceData newTraceData, FunctionEndPoint finalFunctionEndPoint)\r\n   at ProtoCore.CallSite.Execute(List`1 functionEndPoint, Context c, List`1 formalParameters, List`1 replicationInstructions, StackFrame stackFrame, RuntimeCore runtimeCore)\r\n   at ProtoCore.CallSite.DispatchNew(Context context, List`1 arguments, List`1 partialReplicationGuides, DominantListStructure domintListStructure, StackFrame stackFrame, RuntimeCore runtimeCore)\r\n   at ProtoCore.DSASM.Executive.Callr(Int32 blockDeclId, Int32 functionIndex, Int32 classIndex, Boolean& explicitCall, Boolean isDynamicCall, Boolean hasDebugInfo)\r\n   at ProtoCore.DSASM.Executive.CALLR_Handler(Instruction instruction)\r\n   at ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, Language language)\r\n   at ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, List`1 breakpoints, Language language)\r\n   at ProtoCore.DSASM.Executive.BounceUsingExecutive(Executive executive, Int32 exeblock, Int32 entry, StackFrame stackFrame, Int32 locals, Boolean fepRun, Executive exec, List`1 breakpoints)\r\n   at ProtoScript.Runners.ProtoScriptRunner.ExecuteLive(Core core, RuntimeCore runtimeCore)\r\n   at ProtoScript.Runners.LiveRunner.Execute(Boolean isCodeCompiled)\r\n   at ProtoScript.Runners.LiveRunner.CompileAndExecute(List`1 astList)\r\n   at ProtoScript.Runners.LiveRunner.CompileAndExecuteForDeltaExecution(List`1 astList)\r\n   at ProtoScript.Runners.LiveRunner.SynchronizeInternal(GraphSyncData syncData)\r\n   at ProtoScript.Runners.LiveRunner.UpdateGraph(GraphSyncData syncData)\r\n   at Dynamo.Scheduler.UpdateGraphAsyncTask.HandleTaskExecutionCore()\r\n   at Dynamo.Scheduler.AsyncTask.Execute()\r\n   at Dynamo.Scheduler.DynamoScheduler.ProcessTaskInternal(AsyncTask asyncTask)\r\n   at Dynamo.Scheduler.DynamoScheduler.ProcessNextTask(Boolean waitIfTaskQueueIsEmpty)\r\n   at Dynamo.Scheduler.DynamoSchedulerThread.ThreadProc()\r\n   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)\r\n   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)\r\n   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)\r\n   at System.Threading.ThreadHelper.ThreadStart()\r\n`\r\n## Dynamo Definition\r\nI could not attach the dynamo definition, but I provide here a download link from the google drive. \r\nhttps://drive.google.com/file/d/1TzVmpZge-3Sokpd4dPgPiPKMLi2xhGdH/view?usp=sharing '"
729960124,11206,b'Error: No Module Named shapley.geometry ',"b'\r\n\r\n![image](https://user-images.githubusercontent.com/28829619/97236027-6cf37480-17a1-11eb-82f6-b37c572ae422.png)\r\nI am trying to write a python node in dynamo which tests if a point is within a polygon. To do this I need to import Polygon via \r\n**from shapely.geometry import Point, Polygon**\r\nadding this line to the python node returns the error in the image above. Does anyone have any idea how I might be able to resolve this? I am using Dynamo 2.3  and Windows 10. Thank you! \r\n\r\nIf this issue is with Dynamo for Revit, please post your issue on the [Dynamo for Revit Issues page](https://github.com/DynamoDS/DynamoRevit/issues).\r\n\r\nIf this issue is **not** a bug report or improvement request, please check the [Dynamo forum](https://forum.dynamobim.com/), and start a thread there to discuss your issue.\r\n\r\n\r\n'"
728259426,11199,b'Issue Dynamo 2.5.2.7915',"b'# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\nUsing node ""ScopeIf""\r\n\r\n### What did you expect to see?\r\nHow it works?\r\n\r\n### What did you see instead?\r\nError.\r\n\r\n### What packages or external references (if any) were used?\r\nCivil3DToolkit\r\n\r\n### Stack Trace\r\n```\r\nRuntime exception occured. The Type of StackValue is not Double\r\n\r\n   \xd0\xb2 ProtoCore.DSASM.StackValue.get_DoubleValue()\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.IsNodeModified(StackValue svGraphNode, StackValue svUpdateNode)\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.XLangUpdateDependencyGraph(Int32 currentLangBlock)\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.RestoreFromBounce()\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.RETB_Handler()\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, Language language)\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.Execute(Int32 exeblock, Int32 entry, List`1 breakpoints, Language language)\r\n   \xd0\xb2 ProtoCore.DSASM.Executive.BounceUsingExecutive(Executive executive, Int32 exeblock, Int32 entry, StackFrame stackFrame, Int32 locals, Boolean fepRun, Executive exec, List`1 breakpoints)\r\n   \xd0\xb2 ProtoScript.Runners.ProtoScriptRunner.ExecuteLive(Core core, RuntimeCore runtimeCore)\r\n   \xd0\xb2 ProtoScript.Runners.LiveRunner.Execute(Boolean isCodeCompiled)\r\n   \xd0\xb2 ProtoScript.Runners.LiveRunner.ApplyUpdate()\r\n   \xd0\xb2 ProtoScript.Runners.LiveRunner.CompileAndExecuteForDeltaExecution(List`1 astList)\r\n   \xd0\xb2 ProtoScript.Runners.LiveRunner.SynchronizeInternal(GraphSyncData syncData)\r\n   \xd0\xb2 ProtoScript.Runners.LiveRunner.UpdateGraph(GraphSyncData syncData)\r\n   \xd0\xb2 Dynamo.Scheduler.UpdateGraphAsyncTask.HandleTaskExecutionCore()\r\n   \xd0\xb2 Dynamo.Scheduler.AsyncTask.Execute()\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.5.2.7915`\r\n'"
727507099,11197,b'Crash report from Dynamo 2.6.1.8786',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.19041.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.6.1.8786`\r\n"""
726764975,11194,b'Input and Output Nodes visible in DYN Workspace',"b'\r\n## Dynamo version\r\n2.6.1\r\n\r\n## Operating system\r\nWindows 10\r\n\r\n## What did you do? \r\nExpanded input category in browser\r\n\r\n## What did you expect to see?\r\nInput and Output nodes not showing.\r\n\r\n## What did you see instead?\r\nInput and Output nodes showing. (these are supposed to be for custom node workspaces only, `.DYFs`)\r\n\r\n![image](https://user-images.githubusercontent.com/15744724/96767211-72178480-1399-11eb-867e-f5f8c907827a.png)\r\n\r\n'"
722389547,11185,b'Crash report from Dynamo 2.3.0.5885',"b""# Issue Description\r\nPlease fill in the following information to help us reproduce the issue:\r\n\r\n### What did you do?\r\n(Fill in here)\r\n\r\n### What did you expect to see?\r\n(Fill in here)\r\n\r\n### What did you see instead?\r\n(Fill in here)\r\n\r\n### What packages or external references (if any) were used?\r\n(Fill in here)\r\n\r\n\r\n### Stack Trace\r\n```\r\n(From the Dynamo crash window select 'Details' -> 'Copy' and paste here)\r\n```\r\n\r\n---\r\nOS: `Microsoft Windows NT 10.0.18362.0`\r\nCLR: `4.0.30319.42000`\r\nDynamo: `2.3.0.5885`\r\n"""
721614636,11183,b'crash',"b""If this issue is with Dynamo for Revit, please post your issue on the [Dynamo for Revit Issues page](https://github.com/DynamoDS/DynamoRevit/issues).\r\n\r\nIf this issue is **not** a bug report or improvement request, please check the [Dynamo forum](https://forum.dynamobim.com/), and start a thread there to discuss your issue.\r\nObject reference not set to an instance of an object.\r\n\r\n   at ProtoCore.DSASM.Heap.Sweep()\r\n   at ProtoCore.DSASM.Heap.SingleStep(Boolean forceGC)\r\n   at ProtoCore.DSASM.Heap.FullGC(IEnumerable`1 gcroots, Executive exe)\r\n   at ProtoScript.Runners.LiveRunner.ApplyUpdate()\r\n   at ProtoScript.Runners.LiveRunner.CompileAndExecuteForDeltaExecution(List`1 astList)\r\n   at ProtoScript.Runners.LiveRunner.SynchronizeInternal(GraphSyncData syncData)\r\n   at ProtoScript.Runners.LiveRunner.UpdateGraph(GraphSyncData syncData)\r\n   at Dynamo.Scheduler.UpdateGraphAsyncTask.HandleTaskExecutionCore()\r\n   at Dynamo.Scheduler.AsyncTask.Execute()\r\n![image](https://user-images.githubusercontent.com/72881738/96019232-408f3e00-0e1a-11eb-84e9-79ab3fedf378.png)\r\n\r\n## Dynamo version\r\n2.0.4.12684\r\n(Which version of Dynamo are you using? Go to Help > About if you're not sure.)\r\n\r\n## Operating system\r\nwindows 10\r\n(e.g. Windows 7, Windows 8.1, etc)\r\n\r\n## What did you do? \r\n\r\narchitectural designer\r\n\r\n## What did you expect to see?\r\n\r\nthe graph run, assigned material to my objects\r\n\r\n## What did you see instead?\r\nthe errors above\r\n"""
