pull_id,pull_no,title,body
746611884,8963,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
744324072,8956,b'mrtk_development -> feature/interactive_element',b'merge dev into feature/interactive_element'
744274631,8954,b'Add Active property and Touch state to Interactive Element ',"b""## Overview\r\n\r\nAdded the `Active` property and support for the Touch state to Interactive Element.  \r\n\r\nAlso added 2 new tests.\r\n\r\n#### Touch State\r\nWhen the Touch state is added via inspector, a Near Interaction Touchable Volume is also added as a Near Interaction Touchable is required for touch input.  If a user adds the Touch state during runtime, a Near Interaction Touchable is added as well. \r\n\r\nOnce a button class is added, a Near Interaction Touchable will be attached instead of a Near Interaction Touchable Volume.\r\n\r\n![AddTouchState](https://user-images.githubusercontent.com/53493796/99316499-54fb9780-2819-11eb-995f-1e5ac87397e5.gif)\r\n\r\n#### Active Property\r\nThe `Active` property controls whether or not the Interactive Element updates state changes internally.  The `Active` property maps to Interactable's `Enabled` property.  The naming was changed from `Enabled` to `Active` to limit the confusion between a Monobehaviour's `Enabled` property and Interactable's internal `Enabled` property.\r\n\r\n### Interactive Element State Values Runtime Inspector View\r\n\r\nWatch the state values change in the inspector for the Focus and Touch state as the input simulation hand moves.\r\n![Focus+TouchState](https://user-images.githubusercontent.com/53493796/99317953-b58bd400-281b-11eb-99d4-01f711da9338.gif)\r\n\r\n## Changes\r\n- Completes the add Active property item on this checklist #8883 \r\n\r\n## Verification\r\nHow to test:\r\n1. Checkout the branch\r\n2. Open new unity scene\r\n3. Add MRTK to the scene\r\n4. Add a cube to the scene\r\n5. Attach the `Interactive Element` component\r\n6. Select Add Core State button in the Interactive Element inspector\r\n7. Select Touch \r\n8. Press play and observe the state value changes in the inspector\r\n"""
744075170,8953,b'Delete failing oculus integration test',"b""## Overview\r\n\r\nLooking at this test, I first realized that the checking of the asmdefs was iterating empty lists, since the asmdefs had all been renamed in #8668 but this test was referring to them by their old name.\r\n\r\nAfter migrating this test to load by GUID, the test started failing the asmdef check, since the config checker no longer adds/removes the assembly references checked against (https://github.com/microsoft/MixedRealityToolkit-Unity/pull/8670). Removing the asmdef check section leaves a much smaller test, which only:\r\n\r\n1. Creates a dummy asset with a specific name\r\n1. Adds the global `#define` based on the dummy asset\r\n1. Checks that the asset exists\r\n1. Removes the global `#define` and dummy asset\r\n1. Checks that the asset no longer exists.\r\n\r\nThis didn't seem like a super useful test after much of the existing functionality was removed (and the original failure is still happening, since code that counts on other scripts existing when the `#define` is present fail because the scripts don't exist in this case), so I instead chose to remove the test.\r\n\r\n## Changes\r\n\r\n- Fixes the 2019 validation pipeline\r\n"""
743150303,8949,b'Fix button names so that they match their labels in NearMenu prefabs',"b'## Overview\r\nSome NearMenu prefabs have the buttons prefabs out of order and instances of labels not matching the names of the buttons (or vice-versa). We can see an example of this in the image below. \r\n\r\nThis does **not** affect functionality in any way. Is just misleading that when we try to click a button with a given name in the hierarchy, it may not select the button with the same label in the scene viewport.\r\n\r\n![Unity_s9iVZLuAi1](https://user-images.githubusercontent.com/2981116/99159817-32159a00-26d8-11eb-80fd-7215094ac4e0.png)\r\n\r\nThis pull request only reviews those occurrences and makes button names, labels and, order coherent across all NearMenu prefabs.\r\n\r\n## Changes\r\n- Fixes: Organize and match the labels with buttons names in NearMenu prefabs.\r\n'"
743148032,8948,b'Skip rendering build entries when their folder was deleted',"b'## Overview\r\nWhen looking at the ""Deploy Options"" tab, if we delete a build from the AppPackages folder, the entry for that build will keep being rendered until the build list is refreshed. The only noticeable change is that the build date will change to a default value.\r\n\r\nWe can see this behavior here:\r\n![Unity_LIU9JHcxaV](https://user-images.githubusercontent.com/2981116/99159584-6dfb3000-26d5-11eb-804e-3a8e83d83880.png)\r\n\r\nThis pull request just adds a check to skip rendering entries whose folder were deleted. It doesn\'t actually remove them from the build list. However, if you feel that we should remove those folders from the list I can make that change.\r\n\r\n## Changes\r\n- Fixes: Test whether the package build folder exists and skip rendering a build entry when it doesn\'t.\r\n'"
742884719,8946,b'update code owners based on team changes',"b'Remove exited team members, add new owners'"
742866190,8945,b'Add global dependency validation pipeline task',b'This change adds the validateassets.ps1 script and relevant pipeline task to enable automated  validation of asset dependencies. This was identified as important due to the discovery of incorrect file dependencies in packages with the release of 2.5.0\r\n\r\n#8944 tracks expanding the script to support scoped validation of only changed asset files.'
742818677,8942,b'Add MixedRealityInteractionMapping tool',"b""## Overview\r\n\r\nFollowing in the footsteps of https://github.com/microsoft/MixedRealityToolkit-Unity/pull/5902 and https://github.com/microsoft/MixedRealityToolkit-Unity/pull/8103, which examined controller input from the Unity side, this new scene examines the MRTK's mapped and reported interactions for detected controllers. It writes out all detected input sources at the top, and dives into a left- and right-handed controller's mappings in the corresponding panes.\r\n\r\n![image](https://user-images.githubusercontent.com/3580640/99125549-254e5480-25b9-11eb-90de-c3c160e32c47.png)\r\n"""
742693250,8941,b'Improve scroll bar in input actions profile when not rendered as a sub profile',"b""## Overview\r\n\r\nThis height is good when rendered as a sub profile, so it doesn't take up the entire inspector.\r\nHowever, when viewing as a standalone profile, it led to views like\r\n\r\n![image](https://user-images.githubusercontent.com/3580640/99106686-79494100-2599-11eb-89b9-ebe693560860.png)\r\n\r\nNow it looks like\r\n\r\n![image](https://user-images.githubusercontent.com/3580640/99108033-9aab2c80-259b-11eb-8a87-db55e569b74f.png)\r\n"""
742471468,8939,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
742099202,8938,b'Various improvements to Scene Understanding',"b'## Overview\r\nThis PR mainly focuses on the following aspects of SU:\r\n\r\n- Make Guids we receive from the SU binary internal to the SU observer, and for external classes the relevant events are fired with the regular int id as spatial mesh observer currently do.\r\n- If the SU observer is instantiating quad/mesh GameObjects, the `OnObservationAdded` event waits until the instantiation finishes before firing. Also a GameObject field is added to both MeshData and Quad class within the `SpatialAwarenessSceneObject` class so that when the handler receives the fired event, it can gain access to the instantiated GameObjects.\r\n- Remove legacy XR calls and replace some with call to utility function when applicable.\r\n- Renamed the SU interface to make it less verbose\r\n- General cleanup\r\n- Add SU asmdef to exception list\r\n\r\n## To do\r\n\r\n- [x] ~~Investigate whether (and if not, how) we can load a serialized scene from file on HL2~~ This feature is currently not available for spatial mapping so it will not be available for SU as either.\r\n- [x] ~~Determine the behavior when `SpatialAwarenessSceneObjects` are updated (i.e. do we instantiate new GameObjects and remove the already instantiated ones?)~~ Events are now sent when a SASO is first observed, continue to be observed and removed. The instantiated GameObjects managed by the SU observer are updated accordingly.'"
741626402,8936,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
741213282,8934,b'Read CacheServerIPAddress from env instead of local variable',"b'## Overview\r\n\r\nCurrently, the IP address for the Unity cache server is stored in a pipeline-local variable. Since this value is part of our machine demands anyway\r\n\r\nhttps://github.com/microsoft/MixedRealityToolkit-Unity/blob/497b78606ffa58393ea70976215c20bb48af92f2/pipelines/pr.yaml#L11-L14\r\n\r\nwe can read it directly from the env variable.'"
741145158,8933,b'Add Unity 2019 pipeline template',b'## Overview\r\n\r\nAdd a pipeline template specifically for Unity 2019 and VS 2019. \r\n\r\n\r\n'
741011155,8932,b'Clean up some inheritdoc tags',"b""## Overview\r\n\r\nLooks like when running the latest docfx (our pipeline was recently updated) with VS 2019 (our pipeline was recently updated), some in-box overridden methods aren't able to have their docs inherited. This cleans those tags up."""
740789321,8931,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
740705621,8929,b'Remove unnecessary PlayspaceAdapter',"b""\r\n## Overview\r\n\r\nThe Generic XRSDK Spatial Mesh Observer had carried over an adapter. In the Legacy WMR Spatial Mesh Observer, a WorldAnchor was a part of the API for getting the spatial meshes from the platform. The WorldAnchor ignored the transform on the MRTKPlayspace. So an adapter was necessary to fold in the transform from the camera hierarchy.\r\n\r\nIn the new XRSDK, there is no such anchor. Therefore, the adapter is no longer necessary. Furthermore, since the adapter was trying to compensate for a WorldAnchor which wasn't actually there, it was overcompensating and putting the spatial meshes in the wrong position.\r\n\r\nFix is simply to delete the adapter. \r\n\r\n## Changes\r\n- Fixes: #8920 .\r\n\r\n\r\n## Verification\r\n@davidkline-ms , it looked like there was some cut&paste error with the profiling tags. The +PlayspaceAdapter tag carried on beyond the PlayspaceAdapter class definition. So I fixed this in both the GenericXRSDKSpatialMeshObserver and the source WindowsMixedRealitySpatialMeshObserver. Great if you could double-check that I actually read that right. :)\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n"""
740046345,8925,b'Small fixes for Unity 2020.1',b'## Overview\r\nOpening MRTK in Unity 2020.1 highlights some issues regarding the new Unity 2020.1 API changes.\r\n\r\n## Changes\r\n- use Unity 2020.1 C# directive \r\n\r\n\r\n## Verification\r\nOpen MRTK in a Unity 2020.1 and you should not see any errors.\r\n'
740032131,8924,b'Minor spacing fix for an image. Text polish.',b'## Overview\r\nMinor spacing fix for an image. Text polish.\r\n\r\nFixing this layout issue:\r\n![MRTK_InstallGuideFix111120](https://user-images.githubusercontent.com/13754172/98697906-c7531e80-23b8-11eb-940a-7d6f9570b750.png)\r\n\r\n'
739560670,8923,b'Various BoundsControl fixes',"b""## Overview\r\nThis PR addresses the following problems:\r\n\r\n1. Currently setting flatten axis to anything other than nothing or auto creates exceptions at scene start if bounds control is set to active on start.\r\n2. After setting the flattened axis a user can still scale the bounded gameObject along that axis. This PR changes the behavior to the following: if uniform scaling is used, the user can choose whether the flattened axis is also uniformly scaled with the other axes through `UniformScaleOnFlattenedAxis`; if non-uniform scaling is used, the user cannot scale along the flattened axis.\r\n3. If the target's transform is modified externally, the bounds does not update to correctly reflect the change. This PR renames `OnTargetBoundsChanged` to `UpdateBounds` and makes it public so that developers can invoke the function after external transform modifications.\r\n\r\n## Changes\r\n- Fixes: #8904, #8921"""
739054226,8922,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
738005362,8919,"b'Object collection list accessibility, adding a read only list'","b'## Overview\r\nI\'ve found myself making data driven lists with the built-in object collection implementations (specifically, the grid collection). What\'s nice about this approach is I can keep the list component completely separate from the app code driving the data binding. The only issue is the `ObjectCollectionNode` list isn\'t accessible to any other component. I completely understand why it shouldn\'t be _modified_, but the accessibility level prevents some simple tasks like ""is this object a part of this collection?"" My fix is to add a public, read only version of the  `ObjectCollectionNode` list. Additionally I\'ve changed the Contains check method to public as well, for the same reasons above.\r\n\r\n## Verification\r\n> This optional section is a place where you can detail the specific type of verification \r\n> you want from reviewers. For example, if you want reviewers to checkout the PR locally\r\n> and validate the functionality of specific scenarios, provide instructions\r\n> on the specific scenarios and what you want verified.\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n'"
738001195,8918,b'Docs cherrypick to 2.5.1 branch',"b'## Overview\r\n\r\nTo keep our default docs pages up to date, this cherry-picks some recent doc improvements into the branch we publish our default docs from.'"
737317503,8909,b'Fix Shader import error seen on Mac editor',"b'OnLoadUtilities.cs fails to copy shaders when running on MacOS due to a filename sensitivity issue.\r\n\r\nThe constant `ShaderSentinelFile = ""MRTK.Shaders.Sentinel"";` refers to a file that is actually named `MRTK.Shaders.sentinel` with a lowercase `s` on sentinel.\r\n\r\nOn MacOS DirectoryInfo.GetFiles appears to be case-sensitive even if the underlying filesystem is not. This causes the script to not find MRTK.Shaders.sentinel and thus not be able to copy the shaders.\r\n\r\nFix the issue by using a lowercase `s` in the constant.\r\n\r\nFixes #8826\r\n'"
736597176,8906,b'Introduce IMixedRealityServiceState to allow components and apps to better understand services',"b'This change adds the IMixedRealityServiceState interface and implements it as part of BaseService. Derived classes have been updated to ensure base.<method> is called. This allows the service / data provider to not have to manage the IMixedRealityServiceState properties directly.\r\n\r\nTo access the service state, use the following code\r\n\r\n``` c#\r\nIMixedRealityService service = ...\r\n\r\nIMixedRealityServiceState serviceState = service as IMixedRealityServiceState;\r\nif (serviceState != null)\r\n{\r\n    // Check if the service is currently enabled\r\n    if (serviceState.IsEnabled) ....\r\n}\r\n```'"
736552389,8905,b'Improved Input Recording Service With Eye Gaze and Optimized Recording',"b'Added Eye Gaze to InputRecordingService and InputPlaybackService. Optimized input recording. Added functions for asynchronous loading and saving:\r\n\r\n- InputRecordingService and InputPlaybackService now record and simulate eye gaze input.\r\n- Recording has been heavily optimized and should be able to keep a consistent framerate even while clearing the recording buffer.\r\n- Optimized saving to reduce recording file size and, by extension, save time, by about 50%.\r\n- Added functions for saving and loading files asynchronously. Framerate drops do still occur while saving, though it only lasts a few seconds.\r\n\r\nFixes: #8827 #8828 '"
736155223,8900,b'[Docs] Installation Guide updates - image update / flow polish / resources link updates',"b'## Overview\r\nInstallation Guide updates \r\n- Updated Unity editor screenshots \r\n- Flow polish \r\n- Resources link updates (broken tutorials link, added MR Dev Days video links)\r\n'"
735344730,8895,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
734948032,8894,b'Keep the ui camera during active profile switch',"b'## Overview\r\nAs @keveleigh pointed out in #8787, it might be preferable to keep the UI camera during active profile switch process. The advantage includes reasigning ui camera to Unity UI(UGUI) canvas will no longer be necessary. However the existing approach makes sure the ui camera life cycle is in sync with the services of a profile.\r\n\r\nAlso modified `LoadProfilesOnStartup.cs` to make sure it no longer generates error messages.\r\n\r\n## Changes\r\n- Continuation of #8787\r\n\r\n## Note\r\nTested in editor play mode, editor remoting and HL2 device.'"
734531825,8892,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
733846648,8890,b'Fix typo in OculusQuestMRTK.md',b''
733655385,8887,b'Fix typo in README_BoundsControl.md',b''
733560639,8885,b'Add Microsoft copyright header to scripts contributed by Microsoft',"b""## Overview\r\n\r\nTo make sure we're in compliance with the [copyright header rules](https://docs.opensource.microsoft.com/content/releasing/copyright-headers.html), this adds the header to any Powershell or Python script that was contributed by a Microsoft employee. Most of these are custom to do with our CI.\r\n\r\nWe normally keep on top of this for C# scripts well, but seems we've overlooked some non-C# scripts.\r\n\r\nFollow-up to https://github.com/microsoft/MixedRealityToolkit-Unity/pull/8102."""
733532749,8884,b'ButtonConfigHelperInspector typo fix',b'## Overview\r\nFix some typos in ButtonConfigHelperInspector that are causing exceptions in the inspector.\r\n\r\n## Changes\r\n- Continuation of #8848'
733434317,8882,b'Add an enable flag step to remoting with NuGet instructions',b'## Overview\r\nMake the enable flag step clearer in the docs.'
733209055,8880,b'Branch synchronization: mrtk_development --> feature/interactive_element',b'This is a pull request initiated by an automated process to keep mrtk_development and feature/interactive_element in sync'
732644394,8875,b'Added check for hand data count in EndAllTouches before calling RaisePanEnded',b'## Overview\r\nHandInteractionPanZoom.EndAllTouches no longer calls RaisePanEnded when there is no hand data in the map.\r\n\r\n## Changes\r\n- Fixes: #8874 '
732611741,8873,b'Fix GLTF related deserialization issues',"b""## Overview\r\nDue to the restrictions of Unity's built-in JsonUtility.FromJson, Enum fields in GLTF files cannot be correctly converted during import. This PR fixes the issue by calling Enum.Parse after deserialization to make sure Enums are correctly imported.\r\n\r\n## Changes\r\n- Fixes #8748"""
732562281,8872,b'mrtk_release -> mrtk_dev',b'## Overview\r\n\r\nmrtk_release -> mrtk_dev'
732549017,8871,"b""Merge remote-tracking branch 'upstream/mrtk_development' into SU""",b'## Overview\r\nMerge the latest commits in dev branch to the scene understanding branch.'
732544253,8870,b'Added check to see if Pointer is a IMixedRealityNearPointer to HandInteractionPanZoom.OnPointerDown',"b'## Overview\r\nHandInteractionPanZoom should now properly work with NearInteractionGrabbable, and the texture should not jump after the initial pointer down event.\r\n\r\n## Changes\r\n- Fixes: #8869 '"
732525235,8868,b'Releases/2.5.1 -> mrtk_release',b'Releases/2.5.1 -> mrtk_release'
732520573,8867,b'Merge mrtk_development -> feature/interactive_element',b'## Overview\r\n\r\nUpdate the feature/interactive_element branch \r\n'
732503832,8866,b'Cherry pick some recent docs changes to 2.5.1',"b'## Overview\r\n\r\n#8825 fixed an error in the sample we give for people to copy and paste into their manifest.json, which feels important to have on our default docs version.\r\n#8862 retooled our roadmap, which also feels important to have on our default docs version.'"
732463440,8865,b'Fix broken link',"b""## Overview\r\n\r\nThe header was updated, but this link wasn't.\r\n\r\n## Changes\r\n- Fixes broken docs build"""
731932912,8863,b'Oculus Integration tool no longer modifies all Device Manager Profiles',b'## Overview\r\nFollowup of the work done here #8861 to streamline using Oculus with MRTK\r\n\r\nrelated to #8849'
731876669,8862,b'MRTK Roadmap update for 2.6',"b'## Overview\r\nUpdated roadmap to reflect MRTK 2.6 plans.\r\n\r\n\r\n## Verification\r\n> This optional section is a place where you can detail the specific type of verification \r\n> you want from reviewers. For example, if you want reviewers to checkout the PR locally\r\n> and validate the functionality of specific scenarios, provide instructions\r\n> on the specific scenarios and what you want verified.\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n'"
731817702,8861,b'Oculus Device Manager initialized with Oculus Prefabs',"b'## Overview\r\nWhen using UPM, changes made to the default profiles are not saved due to using existing inside the Packages directory. Thus, we have to ensure that the DeviceManager is initialized with the relevant prefabs at startup, even if those prefabs contain missing references that require the Oculus Integration package.\r\n\r\nPrevious iterations of this solution broke CI, but the latest Unity versions seem to not raise those CI errors, so trying this fix once again.\r\n\r\n## Changes\r\n- Partially Fixes: #8849\r\n\r\n'"
731635821,8859,b'Refactor out WMR controller definition',"b'## Overview\r\n\r\nContinues defining specific ""definitions"" for controllers, separating that from the input APIs.\r\n\r\n## Changes\r\n\r\n- Part of the controller mapping profile rework\r\n- Follow-up to PRs like https://github.com/microsoft/MixedRealityToolkit-Unity/pull/7146'"
730934562,8853,b'Various GGV pointer related fixes',"b'## Overview\r\nCurrently there are some issues with HoloLens 1 style interaction on HoloLens 2 and other devices:\r\n\r\n- Using the DefaultHoloLens1ConfigurationProfile on HL2 does not bring HL1 style interaction as the DefaultMixedRealityInputPointerProfile is used for both HL1 and HL2 configuration profiles.\r\n- Without profile switching, one should be able to switch between those two interaction styles by specifying articulated hand for both default controller pointer and the GGV pointer and then toggle the hand ray on or off at runtime. However the existing pointer mediator does not include logic for prioritizing non-GGV far pointer of an input source over a GGV pointer causing unexpected behavior. \r\n\r\n## Changes\r\n- Add a new pointer profile and associate it with the HL1 configuration profile\r\n- Add logic to handle both GGV and default controller pointer to the default pointer mediator\r\n\r\n## Screenshot\r\nThe behavior when articulated hand is enabled for both default controller pointer and GGV pointer. Note after turning off hand rays the interaction becomes HL1 style.\r\n\r\n![gif](https://user-images.githubusercontent.com/68253937/97511606-b3cd9f80-1944-11eb-8f7c-056b410d9910.gif)\r\n\r\nPreviously with the same pointer settings when hand ray is on both GGV and default controller pointers are enabled for a hand causing unexpected behavior (e.g. if the center of FoV is on a button even if the hand ray is pointing somewhere else the button will still be highlighted and even triggered if the user performs an air tap).'"
730737917,8851,b'Updated Oculus Project Config debug message',b'## Overview\r\nfollowup on final comment on #8847'
730537536,8850,b'Exposing line renderer positions',b'## Overview\r\nThe calculated line renderer points are not able to access from out side. \r\n\r\n## Changes\r\n- Fixes: # .\r\n  -calculated points now can be accessed from outside (private setter)\r\n\r\n\r\n'
729876859,8848,b'Fix up some Unity behavioral warnings',"b""## Overview\r\n\r\nUsing https://github.com/microsoft/Microsoft.Unity.Analyzers (which I think is included in VS by default? or maybe the [extension](https://docs.microsoft.com/en-us/visualstudio/cross-platform/using-visual-studio-tools-for-unity?view=vs-2019)?), a few common cases were flagged.\r\n\r\nFixes:\r\n\r\n1. [UNT0003 Usage of non generic GetComponent](https://github.com/microsoft/Microsoft.Unity.Analyzers/blob/main/doc/UNT0003.md)\r\n1. [UNT0008 Null propagation on Unity objects](https://github.com/microsoft/Microsoft.Unity.Analyzers/blob/main/doc/UNT0008.md)\r\n1. [UNT0014 GetComponent called with non-Component or non-Interface Type](https://github.com/microsoft/Microsoft.Unity.Analyzers/blob/main/doc/UNT0014.md)\r\n\r\nI wouldn't be surprised if I missed some (especially UNT0008), but it'd be good to clean these up when they pop up!"""
